Namn,Alternativt namn,BBR-ID,RAÄ-UUID,Objekttyp,Kommun,Län,Skyddstyp,Wikidata-sökning
,,B2025:49977,c91eadb2-6196-4392-bc6e-423b5712e729,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49977
Sjöbloms gård,,B2025:50015,ca524e2a-0bde-422d-92b5-b44de0658d02,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50015
,,B2025:50026,ca9d9cc5-f170-4957-a8c3-e8035f28fe31,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50026
Nedre vaktstugan,,B2025:13103,cbccca9d-de49-44ce-9d3c-815007b3a760,Byggnad,Värmdö,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:13103
,,B2025:49972,cc765377-b704-4589-9602-a3c9dbe4f81b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49972
,,B2025:49542,cc79547e-ef5a-4261-b331-a14cc1b893a7,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49542
,,B2025:50039,cc9d45a3-df13-499a-a174-4009f61079c1,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50039
,,B2025:49867,ce2be030-bb49-4dd1-9311-735831302453,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49867
,,B2025:49899,ce58b374-6a33-41e1-bcc1-c489bae9667b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49899
,,B2025:49967,ced10c97-d845-4393-b284-98bc680dc262,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49967
,,B2025:49956,cee5cfa7-a77d-4296-8e39-d761b1eb27f4,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49956
,,B2025:49497,d04e952b-fab1-4b65-bd42-63b124d855a9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49497
,,B2025:49500,d05d1dfd-9d19-4617-a6ad-c19be08e6916,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49500
,,B2025:50046,d096d7ec-c53e-44ec-928a-30ca29fd2a24,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50046
,,B2025:49574,d0a64689-f5e1-454a-a133-eb662c6a3d4d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49574
,,B2025:49890,d0fa1f80-e03a-47ba-a9ff-a63fec4e61a4,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49890
,,B2025:49902,d14eb0bd-f214-43a1-9392-e459e48bc8a0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49902
,,B2025:49561,d17438b1-4441-4d94-8fa1-c02b95804ec9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49561
,,B2025:87099,d2f672f1-dfed-4664-9ad7-2a3d7d22a496,Område,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:87099
,,B2025:49529,d3442628-85b4-4b56-a384-89914eab74c0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49529
,,B2025:49808,d34d18c8-8a18-479b-a964-a9e3e58a1120,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49808
,,B2025:49729,d3d11659-c2d5-445a-9f59-766d9547e0d6,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49729
,,B2025:49683,d3d9487c-a78f-4ea6-9a13-c57af939704a,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49683
,,B2025:49662,d4810309-f567-450b-bc5f-28b0ca9b3b1a,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49662
,,B2025:50059,d5386b65-82ff-4284-8909-f164e888c849,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50059
Seglarstaden,,B2025:50090,d6a9ddaf-8e72-4479-abeb-02d5e5115cc6,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50090
,,B2025:49903,d7458e09-661a-496b-938f-944f6eb2c3f3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49903
,,B2025:49569,db301a05-230c-4df9-b1eb-9265b7bbd582,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49569
,,B2025:49521,db72afe0-11a2-4f64-8f3a-ffd0fb9e9a54,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49521
,,B2025:49499,dbaae4c7-86ee-42cf-9e18-0f54ba2eba4c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49499
,,B2025:50005,dbab6080-60c9-4822-9910-7d098041ecdb,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50005
,,B2025:49496,dc1fc036-f03a-4f99-aaf4-9675c4138dbd,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49496
,,B2025:49525,ddf38239-1abf-41e5-86d9-21f8ea9cbc90,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49525
Arholma kapell,Arholma kyrka,B2025:32858,de4f7259-f47b-4495-8b03-85c643cfb41c,Byggnad,Norrtälje,Stockholm,Kyrkligt kulturminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:32858
,,B2025:49515,dede0fba-b436-4ce3-8105-8b078ddd195b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49515
,,B2025:50017,df1b52a4-906c-462d-aac3-a414cc218b04,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50017
Luftvärn,,B2025:58194,e02cc54d-9344-4c9b-8194-27036a257dc3,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58194
Seglarstaden,,B2025:50091,e067eaff-ebde-4e18-b09a-b9fbede32524,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50091
Seglarstaden,,B2025:50081,e0ad2cbe-96a8-4e96-b7cb-b77ca642d5cc,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50081
,,B2025:49964,e0b74dd2-4bd3-4b8c-b1b1-90ec0e5fa8ef,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49964
,,B2025:49571,e0bcef7b-77f2-4bc2-b874-cb3c0eba39ac,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49571
,,B2025:50031,e10065ca-cc50-4005-96c8-bd571093fdfc,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50031
,,B2025:50042,e348718a-b310-4b34-a39e-48a4735e4c12,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50042
,,B2025:49886,e453aaad-029c-4e03-8617-2565d2f2e336,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49886
,,B2025:49535,e4b0ac11-9488-466d-b719-87502005bce9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49535
Nämdö kyrka,,B2025:44666,e527d524-5384-4dd5-9829-bede396d6bf2,Byggnad,Värmdö,Stockholm,Kyrkligt kulturminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:44666
,,B2025:50047,e8550349-29ca-460d-9e07-98aefa2050b3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50047
,,B2025:49979,e899430e-b4eb-42c8-bdb1-6c28964d64d3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49979
,,B2025:49560,e8bd2a07-27d6-424c-9851-04b5cd5c1c8d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49560
Holmska gården,,B2025:50018,e9772cae-21b3-448f-9445-0621c6788a6c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50018
,,B2025:49731,ea4e8bc3-fc5a-4120-be75-82226dc9cbaa,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49731
,,B2025:49996,ea67925a-e0c7-4498-8264-b999995c8943,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49996
Seglarstaden,,B2025:50082,ec548a9c-789b-440b-a76d-75590fd39143,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50082
,,B2025:49873,ee54f89a-520c-407b-b815-3ac31aafe1ca,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49873
,,B2025:49549,ee9dfef3-f8b4-492e-abfe-03b7580cf040,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49549
Batteri arholma,,B2025:12306,eec626ac-a759-4edf-bcc3-03627041bbb7,Byggnad,Norrtälje,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:12306
,,B2025:50063,eed6366b-f126-47cf-851f-61326cba6c53,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50063
Lysplats,,B2025:58149,ef50f993-cdca-4189-8ac7-d71d4188739b,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58149
,,B2025:49866,f0133ff8-962e-4c06-9e79-8ebdbf1695c5,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49866
Utö kyrka,,B2025:31856,f0366463-7557-4aef-a3b4-7eaaae6fcad8,Byggnad,Haninge,Stockholm,Kyrkligt kulturminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:31856
,,B2025:49878,f0bfddf4-350b-4078-b9c0-9d212ad74e13,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49878
,,B2025:49562,f186299e-7749-40de-92e5-f86543d9a9be,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49562
,,B2025:49872,f1bdc50e-4ddb-4d3f-998f-16c6b60d2aa9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49872
,,B2025:49518,f1bf9393-a049-420c-b3b3-5c139bff84b0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49518
,,B2025:49975,f33abf3e-164f-4180-894a-cba57b02dedf,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49975
,,B2025:50043,f3c4120b-2c50-44f2-9844-e7e548dd2f8d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50043
,,B2025:49526,f401f82a-8923-42b4-9800-302a75eefde4,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49526
Tullhus,,B2025:13102,f631ea84-7e64-452d-9658-90df00fbe1b9,Byggnad,Värmdö,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:13102
,,B2025:49506,f6a00797-9618-4433-ac58-e3cf3fb96bb7,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49506
,,B2025:49534,f702488b-493c-463f-ae8d-34cf20784193,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49534
,,B2025:49944,f80681e6-aecf-497f-b249-a7571260ec25,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49944
Arbetarbostad,,B2025:9428,f94d446f-46a7-460a-833e-788d8e9218a6,Byggnad,Haninge,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:9428
,,B2025:49974,f955ebc9-421f-46f3-9ac7-87cca1a9c89e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49974
Seglarstaden,,B2025:50070,fa66d64d-a5fa-4ace-b460-2b3adaf2eb03,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50070
,,B2025:49997,fb00090e-411e-48b9-b11c-4c2c1138a62c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49997
,,B2025:49541,fb0ae477-91d3-4b2b-ab46-6e0ce9c2bd45,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49541
,,B2025:49893,fb22d17b-1175-4fe2-bf40-dda36cee4e97,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49893
Sandhamns palats,,B2025:50035,fc472bd5-c253-47ab-aa8b-a4301630f908,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50035
,,B2025:49887,fcc13454-2c1f-4446-afc4-f5e3d0140905,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49887
Befästningsverk,,B2025:58159,fcdd50b2-6ec3-43e1-b865-eefa03ace6d9,Byggnad,Nynäshamn,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58159
Seglarstaden,,B2025:50074,fce35346-13d8-48c8-856e-c4fda856323f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50074
,,B2025:50066,fcf48dec-e4a8-432f-97fa-5cc319328334,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50066
Seglarstaden,,B2025:50088,fe5f7b85-ebd3-4a61-a920-fe721246b1d4,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50088
,,B2025:49699,fec328ca-28cf-4c61-8ce2-4bf1fa9b00a1,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49699
Ksss Klubbhus,,B2025:49473,ff81ca67-34ce-437d-97e2-76cdf6f77941,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49473
,,B2025:49953,fffb98ea-26a7-46f2-ac51-c02f9e6f6112,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49953
