Namn,Alternativt namn,BBR-ID,RAÄ-UUID,Objekttyp,Kommun,Län,Skyddstyp,Wikidata-sökning
,,B2025:49919,3f1ba2f9-3b4e-45c7-a28b-5a1995648737,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49919
,,B2025:49895,3f2366e3-1c46-470e-8baf-73ffe7b1d631,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49895
Westerbergs livs,,B2025:49995,3f51cd10-312b-4627-979a-689a1e2d3777,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49995
,,B2025:49691,41254ec8-55ff-4e91-aa64-30be56004722,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49691
Sjöbergsgården,,B2025:49986,4152f282-2cfd-4c94-9b23-2cc2cf526838,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49986
,,B2025:50053,41629574-066e-4eba-82fc-a85dab4c65c4,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50053
,,B2025:49883,41631414-dc36-4705-a396-c70c64ad65ab,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49883
,,B2025:49692,41935852-22d2-4fb9-8c5a-a793d43c896e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49692
Seglarstaden,,B2025:50089,41aface9-a06b-4f43-b520-672f5cbd6c7f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50089
,,B2025:50013,41b3d919-1cd0-4286-807a-49a9a8a923f3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50013
,,B2025:49960,41f04344-6691-4b9e-976b-8edd624ada1a,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49960
Granatkastarvärn,,B2025:58192,427cd30b-d498-4a2a-afd9-34fa134b0c29,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58192
,,B2025:49522,42b47ca2-42cd-4f91-810f-e553a2a160e8,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49522
,,B2025:50064,436860e0-c052-4170-b6b2-41192d6eabf9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50064
,,B2025:49918,440e5700-46d0-4f1c-8377-3d41f6fad6c2,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49918
,,B2025:49933,445dd928-dd77-414f-bafd-d93e0984f977,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49933
Befästningsverk,,B2025:58144,45ccc54e-2a25-4595-819d-085ab127b826,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58144
,,B2025:50067,45ed6458-155b-449f-bfd6-71e0852a7d1d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50067
,,B2025:49821,48055d99-c822-47ae-9005-d7df035718c5,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49821
,,B2025:58145,482ca500-5476-4b84-8a5a-da784cfaffa3,Byggnad,Nynäshamn,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58145
Svartsö skola,,B2025:49587,486dbec8-21dc-48db-928e-ad46bf663bfc,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49587
,,B2025:49989,48c97c1a-9943-4248-a85f-045e1c16bb3c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49989
,,B2025:49551,490785ba-741c-4f4c-8a8f-cb4c7cb342f1,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49551
Seglarstaden,,B2025:50075,49c2af3f-6a3d-4542-bdc4-1fc225c5b612,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50075
Furusunds kvarn,,B2025:12255,4a688d3c-1a81-47fc-8889-13512fb4141a,Byggnad,Norrtälje,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:12255
,,B2025:49584,4a9c69ca-4a13-4e7e-810a-4054aee630ca,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49584
Sandhamns skola,,B2025:50060,4b8e184e-a82c-47d4-85b2-0bd704b16f75,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50060
Sandhamns värdshus,,B2025:50009,4ba50f61-7f2b-40bb-a43c-bb542c080cfd,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50009
,,B2025:49511,4de9d63f-5051-4e5c-a891-420cc9c1138c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49511
,,B2025:49513,4f2c579c-3bb2-4679-a5ab-de6882cd9ddc,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49513
"Käringen, stångmärke",,B2025:25305,503c91ec-dbf8-4183-b4ba-1008b46feb53,Anläggning,Norrtälje,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:25305
Bagarstuga,,B2025:58186,50b2227e-a336-4c3d-8cbb-4deedc89b671,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58186
Seglarstaden,,B2025:50071,51d9f061-84f8-4053-aa05-f65dc768aa55,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50071
Seglarstaden,,B2025:50096,522bac07-9946-401c-bc2f-f4f0ef5d0e9c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50096
Arbetarbostad,,B2025:9427,5293a31f-1db7-44ec-b8d4-d50886891d13,Byggnad,Haninge,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:9427
,,B2025:49564,538376d3-e5ff-4605-a447-4c9b2fec1ddc,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49564
,,B2025:49733,5413f12b-e91d-412c-b647-3d4ad5b55828,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49733
,,B2025:50038,55da09fb-da45-4cfa-b0a0-5a9e5f64502f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50038
,,B2025:50062,56821b1e-b23f-4162-ab75-f385f14287b1,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50062
,,B2025:49962,56dd3c7a-9431-4cd1-9182-8c0311bd9189,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49962
,,B2025:49523,57a55713-d33c-4d26-bfd6-1cda4325ede4,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49523
,,B2025:49552,59402764-f809-4925-82c0-5523e8a04a8b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49552
,,B2025:49966,5aee65aa-d329-477f-926b-5095edf18e66,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49966
,,B2025:50014,5b487bc8-1165-4e88-a92c-f37777065000,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50014
,,B2025:49945,5c55bb84-e943-49a5-8c87-fb6a053b65a1,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49945
,,B2025:49504,5ec0527a-b8e1-4b9e-bbd2-38a6d1f3f39c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49504
,,B2025:49568,5f36db4b-b9d4-4840-9969-e9aa3a101ea9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49568
Kjellströmska gården,,B2025:49981,5f61673e-bc71-4eaa-b156-55dae37227d8,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49981
,,B2025:49930,5fa2d176-db73-4273-846b-ab2daff8aaca,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49930
,,B2025:49537,6044ad92-0a30-4d51-a7b5-e3fe1c89d8aa,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49537
,,B2025:49545,606bf8f8-8fa6-4fa3-b6f8-cc30946acd52,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49545
,,B2025:49700,609df14d-9552-46a7-9c17-30fbc79df3f3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49700
,,B2025:50000,60e32e82-0d30-4ecd-a800-37dfc8c999ee,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50000
,,B2025:49566,6133fe82-2208-41db-ba39-1f8f2cf5906e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49566
,,B2025:50045,614c2be5-21c6-4671-9e57-6d5da2c9db6a,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50045
,,B2025:49948,62e78e5e-5105-44fb-aefe-c3e8d4c7c873,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49948
Seglarstaden,,B2025:50094,63af9792-d302-407b-8023-cfcfd0b247d0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50094
,,B2025:49908,63b60f9b-292a-41d1-ae5b-0db49f31d4d6,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49908
,,B2025:49993,64236146-da8a-4c9d-9a97-905fd04bc5ce,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49993
,,B2025:50001,646ad6b2-d7d8-47d3-8ad2-286ebd741473,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50001
Guldsnäckan,,B2025:49901,660ce6f2-17f3-4bb7-850e-4c41e9555ef0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49901
,,B2025:50023,676d828c-42c6-45df-9cac-7ff01f05285f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50023
,,B2025:49531,6797c51d-c78d-4a94-aa7f-acbc562d65d3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49531
,,B2025:49992,67bc24ae-614c-43d8-974b-7fc0f30d88b4,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49992
,,B2025:50004,695871a5-1f16-47be-9e7c-3a1475ee64d9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50004
,,B2025:49553,6a25a588-eb64-4050-b18d-7e9e6f1cfa05,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49553
,,B2025:49905,6ace1c6d-b7b0-4114-9b89-2002618c29a6,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49905
Lysplats,,B2025:58156,6b4c46c5-72a2-407c-ae38-38a2087f6660,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58156
,,B2025:50055,6b9dccf3-e3c2-4f83-bb7e-1236b753358d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50055
,,B2025:49928,6bc91b30-6180-4cdd-88b5-3a8fb1a4844c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49928
,,B2025:49907,6c01c7cb-2f7c-4c21-a0a8-eaff30cee115,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49907
,,B2025:49548,6c34e304-25b1-43e4-9d85-005edce8724f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49548
,,B2025:49590,6d78d5ba-8567-49ce-b662-620bc31aa218,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49590
,,B2025:49514,6e2cbd19-7817-40b9-9ec5-7bdd7345181f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49514
Sjöbergsgården,,B2025:49985,6e6ed1b1-5d3d-4fcc-abc2-1c20fe031e8c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49985
,,B2025:50030,6e9d680f-ac38-47b5-8261-5073b02d252e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50030
,,B2025:50040,6f0285f2-505c-43d1-a0d2-fc1538a84193,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50040
,,B2025:49498,6f1a0740-68d6-45aa-893f-c7aa59d610b4,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49498
,,B2025:49588,70c77328-5054-49df-835e-0f604a32cc0f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49588
,,B2025:49516,72216dec-97e5-433a-a0a7-5f3bd4c87031,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49516
,,B2025:49505,723cea99-3883-4567-bfbb-02681c2439e7,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49505
,,B2025:49712,72ed43a7-4bfd-43b7-9544-620668531caa,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49712
Karolina i gropen,,B2025:50034,7300770c-4724-4775-bab7-829dd9ad6050,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50034
,,B2025:49980,743f8617-98a9-42be-b688-ee0c44426dfe,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49980
Ornö kyrka,,B2025:31855,74454399-cc3b-4d38-a798-fa0d0f12573e,Byggnad,Haninge,Stockholm,Kyrkligt kulturminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:31855
,,B2025:50102,7477feff-1428-4c90-a205-c9b8b96872ed,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50102
Sk-kupol,,B2025:58191,7478f71a-521a-423b-a282-1d4c996b124e,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58191
,,B2025:49580,7506652c-5c20-4cd4-b4cd-216b1cd2f46c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49580
Seglarstaden,,B2025:50080,754c78b9-449b-4f47-9d1d-965c70de631d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50080
,,B2025:50012,7586e6af-1ac6-43bb-a27b-3114ad6ec386,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50012
,,B2025:50029,75994a22-e203-40e9-a759-58f45e149516,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50029
,,B2025:50036,75f6c516-652d-4639-abe0-a3e538e26b12,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50036
,,B2025:49585,76345d43-0058-410a-bbab-e04f1c7330a7,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49585
,,B2025:49495,7668418b-40c7-492d-a167-79655038fcf6,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49495
Arbetarbostad,,B2025:9416,76a54dd2-39a6-4912-a4ce-bb192227cd04,Byggnad,Haninge,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:9416
,,B2025:49510,77242d6d-d133-4396-ae3e-aafd43a71b50,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49510
,,B2025:58146,7730f8d1-ffa1-4f01-a061-4b12b4c1285e,Byggnad,Nynäshamn,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58146
,,B2025:49875,773d006a-d9df-4ce4-b4cc-fa2695f3ad17,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49875
Bergrum med pjäs,,B2025:58190,77a27f27-ab51-47f8-8d45-defaf7c32d59,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58190
,,B2025:84610,77fe7116-c9ff-48fe-be10-b21ee46a669e,Område,Haninge,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:84610
,,B2025:49982,78620cb4-c167-4b39-8667-11218d43e6b1,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49982
,,B2025:49554,79e2e851-3934-49a6-892f-23c0009076fc,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49554
,,B2025:49502,7ba36264-13d9-4c0f-a0cc-1587d5380398,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49502
,,B2025:50054,7bcc4be3-3c41-4288-92e0-d818f8ff746d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50054
,,B2025:50103,7bd732ac-a04f-452f-b507-11a482b8d526,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50103
,,B2025:49935,7d2559a7-12af-46de-aa12-94b475899a0a,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49935
,,B2025:86145,7deb07ba-92fd-431b-9535-353f311900d9,Område,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:86145
,,B2025:49532,7f38be26-d542-4360-be04-70878e33bdd5,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49532
,,B2025:50006,7fc5a987-e217-42c0-8205-223b61b54e36,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50006
,,B2025:49951,805beff3-2235-4364-91b3-f0f393c20b3b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49951
,,B2025:49927,808ffa8e-6024-4111-a67b-ef7263434a59,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49927
,,B2025:49938,816aed77-a450-47ba-9e3a-1ffb181f6f62,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49938
,,B2025:49539,82ca2b94-ac30-40ae-b73f-3c348e8da0fa,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49539
,,B2025:49904,836429dd-2f99-45f5-ae9c-c48addc4a890,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49904
,,B2025:49936,83c10710-b76f-4237-bcda-498e85a6c952,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49936
,,B2025:49582,83ca9fad-3067-410b-a779-18a600868b65,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49582
,,B2025:50069,86757a59-fb39-4a91-9f65-1849fa031f97,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50069
,,B2025:50108,870a899f-5027-44d1-9c12-70ba2b911303,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50108
,,B2025:50019,877d46cd-9962-484f-b3bd-e24a08c32e91,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50019
,,B2025:49557,8792a097-e625-4156-ab37-40aecdb91d7b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49557
