label,lat,lon,color,symbol
STF Finnhamn hostel AED,59.479521,18.823555,#FF0000,defibrillator
The local museum Ornö parish cottage,59.051175,18.42958056,#8B4513,museum
Landsort chapel bell tower,58.744917,17.866067,#801818,monument
Lidö natural harbor,59.776985,19.08918,#4682B4,harbor
Sundby Manor,59.03138889,18.39108333,#708090,building
Långvik,59.437777777,18.923611111,#5B7553,village
Ålö farm,58.925277777,18.208638888,#A52A2A,farm
"Fjärdlång, Rumpudden natural harbor",59.057996185,18.537676304,#4682B4,harbor
Hiking sign SAT Nåttarö,58.887072,18.137038,#FECC02,information
Finnhamn south tent site,59.475619,18.817276,#228B22,campsite
Svedtilja's bicycle rental,58.742472,17.867036,#32DD32,bicycle
Östanvik farm,59.1964,18.7319,#008B8B,grocery
Hiking sign SAT Nåttarö,58.877405,18.132581,#FECC02,information
Bicycle western harbor,58.744031,17.864986,#32DD32,bicycle
Nåttarö new guest harbor,58.881222222,18.109833333,#4682B4,harbor
Landsort western harbor AED,58.744931,17.86466,#FF0000,defibrillator
Långvik ferry stop,59.442339,18.920833,#000080,ferry
Ahlmansvikens bathing area,59.854025,19.11163,#5DA6C2,swimming
Hiking sign SAT Rånö,58.919991,18.167932,#FECC02,information
Ingmarsö bakery,59.467456574,18.75717491,#C4AD00,bakery
Arholma Nord bathing area,59.861461,19.12396,#5DA6C2,swimming
Långviksgruvan mine,59.059723,18.427892,#8E8D91,industry
Hiking sign SAT Nåttarö,58.879249,18.112689,#FECC02,information
Berg,59.406674892,18.880555314,#5B7553,village
Finnhamn cabin village,59.48142,18.81217,#C2B280,lodging
"Fjärdlång, Sjunkviken natural harbor",59.053155282,18.530027504,#4682B4,harbor
Hysängen defibrillator,59.616467,18.846285,#FF0000,defibrillator
Lidö farm,59.77482,19.082061,#A52A2A,farm
"Landsort guest harbor, bicycle rental",58.768571,17.856855,#32DD32,bicycle
AED at Köpmanholm School gym hall,59.65485,18.930951,#FF0000,defibrillator
Arholma båk,59.84787,19.10835,#8B4513,lighthouse
Idholmens gårdsbutik AED,59.483222,18.815508,#FF0000,defibrillator
AED at Kungshamn community association on Hästskovägen,59.636341,18.883756,#FF0000,defibrillator
Granö bathing area,59.838537,19.092248,#5DA6C2,swimming
"Ornö beach, Kyrkviken",59.055193597,18.436481019,#5DA6C2,swimming
Ingmarsö bread shop,59.466261782,18.753417566,#C4AD00,bakery
Österhamn bathing spot,59.7785915,19.091604,#5DA6C2,swimming
Björkö-Arholma Seamen's Association,59.871,19.05295,#8B4513,museum
Finnhamn guest marina,59.478911,18.812461,#4682B4,harbor
Ornöboda AED,59.111188,18.478392,#FF0000,defibrillator
Möja guest harbour kyrkviken,59.406021,18.883862,#4682B4,harbor
Ramsmora ferry stop,59.423746,18.909689,#000080,ferry
Grinda bakery,59.413985,18.556654,#C4AD00,bakery
Ornö,59.047595851,18.426471648,#5B7553,village
Trail sign SAT Landsort,58.753514,17.864859,#FECC02,information
Harbor Office Grinda,59.414139,18.557126,#1874CD,racetrack-boat
Hiking sign SAT Nåttarö,58.869897,18.111198,#FECC02,information
Hiking sign SAT Nåttarö,58.881051,18.110728,#FECC02,information
Landsort bathing area,58.748143,17.868624,#5DA6C2,swimming
Yxlö,59.607897461,18.838957892,#5B7553,village
Hiking sign SAT Ålö,58.920043,18.192131,#FECC02,information
Landsort hostel,58.741192,17.867247,#8B4513,lodging
Sandhamns bakery,59.28973808,18.914155064,#C4AD00,bakery
Hiking sign SAT Ålö,58.920276,18.195411,#FECC02,information
Landsorts lighthouse inspection,59.286809,18.912354,#B87333,observation-tower
Kajakbasen,59.658578,18.916644,#1874CD,racetrack-boat
Nåttarö hostel,58.885759,18.134744,#8B4513,lodging
Trail sign SAT Landsort,58.743978,17.865669,#FECC02,information
Utö Bike Rental,58.970072,18.323908,#32DD32,bicycle
Granö ferry stop,59.836309319,19.088774872,#000080,ferry
Lidö wind shelter,59.7819711,19.062199,#A0522D,shelter
Strömkajen,59.328887042,18.076130504,#000080,ferry
Nåttarö pier kiosk,58.880618,18.111155,#C1853B,ice-cream
Sjöpricken,58.744525,17.865642,#008B8B,shop
"Fjärdlång, guest harbour",59.035503017,18.512055426,#4682B4,harbor
Utö gruvor,58.96611111,18.32972222,#8E8D91,industry
Lidö guest harbor Båthusviken,59.7733,19.07784,#4682B4,harbor
Finnhamn's grocery store defibrillator,59.482756,18.824314,#FF0000,defibrillator
Sandhamn inn AED,59.289462,18.914609,#FF0000,defibrillator
Landsort Norrhamn harbor,58.768708,17.858952,#4682B4,harbor
Kålgårdsön Trälhavets AED,59.47935,18.795211,#FF0000,defibrillator
Hiking sign SAT Nåttarö,58.868373,18.124888,#FECC02,information
defibrillator western harbour Landsort,58.744498,17.865298,#FF0000,defibrillator
Sandhamn museum,59.28945,18.915416666,#8B4513,museum
Finnhamn Ragnars kiosk AED,59.479669,18.812762,#FF0000,defibrillator
Jungfruringen,59.661582,18.934046,#C1A170,monument
Hiking sign SAT Nämdö,59.193812,18.716336,#FECC02,information
"Källarstugan, Arholma",59.85128949,19.108300426,#228b22,landmark-JP
Rosirska tomb,59.050771,18.429875,#228b22,landmark-JP
Hammerska barn,59.664046356,18.913869177,#228b22,landmark-JP
Lidö jetty,59.770089322,19.079148874,#000080,ferry
Östermarsfladen natural harbor,58.888353,18.138074,#228b22,landmark-JP
"Gruvbyns, outdoor gym",58.96976334,18.327706,#FF8C00,fitness-centre
"Västerudd, Sandhamn",59.290883,18.896411,#228b22,landmark-JP
The Queen's Cave,58.878333333,18.128055555,#228b22,landmark-JP
Compass Rose,59.660856,18.915697,#228b22,landmark-JP
Hiking sign SAT Ornö,59.1063109,18.4703117,#FECC02,information
Bicycle rental at Ornö boatyard,59.034686213,18.373241653,#32DD32,bicycle
Nämdö historical society,59.183098181,18.686757714,#228b22,landmark-JP
Björkösunds Fisk,59.045542151,18.34205436,#DAA520,grocery
Wibom villa,58.937113,18.196412,#228b22,landmark-JP
Sandhamn cemetery,59.2884324,18.9061554,#696969,cemetery
Ingmarsö bread and breakfast,59.473687973,18.75484307,#228b22,landmark-JP
Nämdö cemetery,59.184092,18.694675,#696969,cemetery
Långvik outer bathing place,59.44282,18.9203117,#5DA6C2,swimming
"Sundén Cullberg family grave, Sandhamn",59.288588,18.90588,#228b22,landmark-JP
Bike rental Tempo Runmarö,59.278935,18.735616,#32DD32,bicycle
Lidö Russian oven,59.781475,19.068792,#228b22,landmark-JP
Tysta Klint,59.052342,18.518747,#228b22,landmark-JP
Ornö School,59.050973,18.429746,#8B4513,school
Svartsö General Store Bicycle Rental,59.438072,18.656561,#32DD32,bicycle
"Hästholmsudden, Rånö",58.93995,18.213394,#228b22,landmark-JP
Hiking sign SAT Utö,58.951551,18.286354,#FECC02,information
Hiking sign SAT Ålö,58.909936,18.218312,#FECC02,information
Möja Cinema,59.410937,18.887258,#228b22,landmark-JP
Ornö cemetery,59.052383,18.42991,#696969,cemetery
Hiking sign SAT Nämdö,59.19664,18.73068,#FECC02,information
"Guest pier at Ornö Boatyard, Brunnsviken",59.036833333,18.373666666,#4682B4,harbor
"Myrudden, barbecue area",59.664687,18.911037,#D2691E,bbq
Hiking sign SAT Ornö,59.1120479,18.4836294,#FECC02,information
Ingmarsö guestharbour,59.466261782,18.753417566,#228b22,landmark-JP
Knicksand barbecue area,58.917563,18.165444,#D2691E,bbq
Grinda Farm,59.412128373,18.561536453,#228b22,landmark-JP
Runmarö School,59.2809,18.7584,#8B4513,school
Bicycle rental Arholma,59.85124507,19.108488649,#32DD32,bicycle
Hiking sign SAT Arholma,59.850957,19.109552,#FECC02,information
Svartsö School,59.4478,18.6908,#8B4513,school
Monte Bello,59.666253559,18.918992839,#228b22,landmark-JP
Strindbergsgården,59.289083333,18.913861111,#708090,building
Lidö nature information hut,59.773236,19.079175,#228b22,landmark-JP
Arholma Coastal Artillery Battery,59.861694444,19.122722222,#228b22,landmark-JP
Svartsö Logi,59.438519,18.660954,#228b22,landmark-JP
Rowboats for crossing Ingmarsö to Finnhamn,59.480977,18.79846,#228b22,landmark-JP
SAT Lidö hiking sign,59.779742,19.092205,#FECC02,information
Nåttaröhals,58.858333333,18.104166666,#228b22,landmark-JP
Landsort 152-mm. Artillery Battery,58.73975,17.86609,#228b22,landmark-JP
Svartsö Local Heritage Center,59.439147792,18.655111902,#8B4513,museum
"Sandhamn, Fläskberget",59.2896,18.9028,#5DA6C2,swimming
Halsudden,58.854166666,18.105,#228b22,landmark-JP
Ornö elpod taxi,59.051835,18.432635,#228b22,landmark-JP
"Sandön, bbq",59.278198,18.909647,#D2691E,bbq
Utö Inn bike rental,58.967513,18.329672,#32DD32,bicycle
Ålö Storsand,58.90921,18.21858,#228B22,campsite
Ålö trail,58.92031,18.19531,#32CD32,shoe
Edesnäs,58.954111,18.280694,#228b22,landmark-JP
Utö firing range,58.9187,18.2854,#228b22,landmark-JP
Ålö Storsand,58.90921,18.21858,#5DA6C2,swimming
Östervikens badplats,59.6612,18.9424,#5DA6C2,swimming
"Helveteskällan, Landsort",58.769648,17.864138,#228b22,landmark-JP
"Finnhamn, outdoor gym",59.4799,18.8211,#FF8C00,fitness-centre
Svartsö guest harbor,59.437984,18.656089,#4682B4,harbor
Optical telegraph in Furusund,59.6585153,18.9142922,#228b22,landmark-JP
Guest pier at the Ornö fuel station,59.051696,18.43331,#4682B4,harbor
Öja-Landsort Nature Conservation Area,58.757611111,17.86325,#228B22,park
Brottö cultural reserve,59.465922,18.727369,#228b22,landmark-JP
Grinda Lanthandel och Cafe,59.413108962,18.559233199,#228b22,landmark-JP
Rowboats for crossing Finnhamn to Ingmarsö,59.482053,18.804474,#228b22,landmark-JP
Sandö-Oxudde Battery,59.280555555,18.904166666,#228b22,landmark-JP
Styrsvikträsket,59.2819,18.7408,#228b22,landmark-JP
Norrötorpet,59.055027845,18.516675603,#228b22,landmark-JP
Möja cemetery,59.405252,18.881627,#696969,cemetery
Grand Trouville Beach,59.2739,18.9215,#5DA6C2,swimming
Brottö,59.46583333,18.72444444,#228b22,landmark-JP
Silverträsket,59.2875,18.7776,#228b22,landmark-JP
Trail sign SAT Utö Ålö,58.95474,18.283788,#FECC02,information
King's Carving,59.660221,18.917151,#228b22,landmark-JP
Möja skola,59.4104,18.8919,#8B4513,school
Trail sign SAT Ålö Utö,58.934383,18.223253,#FECC02,information
Utö cemetery,58.95752,18.290876,#696969,cemetery
Sandvik boatswain’s house,59.06396,18.45653,#228b22,landmark-JP
Jerkers udde,59.267419735,18.734631661,#5DA6C2,swimming
Östra Hässelmara Gård,59.088109155,18.420530499,#228b22,landmark-JP
Nåttarö Farm and Resort,58.879360239,18.113120096,#228b22,landmark-JP
"Ornöboda, public beach",59.1119,18.4826,#5DA6C2,swimming
Storsand,58.8769,18.1337,#5DA6C2,swimming
Villa Söderängen,58.9506268,18.275727,#C2B280,lodging
Hiking sign SAT Ålö,58.934278,18.223082,#FECC02,information
Hiking sign SAT Utö,58.957457,18.294478,#FECC02,information
