sat_id,osm_type_conc,osm_id_conc,osm_type_osm,osm_id_osm
sat:poi:n5xs6,node,5008269766.0,node,5008269766.0
sat:poi:n6mfb,node,268910308.0,node,268910308.0
sat:poi:n6qbm,node,13057537355.0,node,13057537355.0
sat:poi:n7j6n,way,295911314.0,,
sat:poi:n83ax,node,473209671.0,node,473209671.0
sat:poi:n83ax,node,473209671.0,way,39504808.0
sat:poi:n8zg9,way,1305192609.0,way,1305192609.0
sat:poi:n9jtx,node,11092271868.0,node,11092271868.0
sat:poi:n9w34,node,13050416339.0,node,13050416339.0
sat:poi:nb7ca,node,14017263426.0,node,14017263426.0
sat:poi:nc7p6,node,863423311.0,node,863423311.0
sat:poi:nc8x6,node,12864952792.0,node,12864952792.0
sat:poi:nd8fv,node,12864902808.0,node,12864902808.0
sat:poi:ndc3n,way,1108943075.0,way,1108943075.0
sat:poi:nf7y3,way,833809121.0,,
sat:poi:nhheb,node,802627515.0,node,802627515.0
sat:poi:nj3na,node,5032768703.0,node,5032768703.0
sat:poi:njv5p,way,506100183.0,way,506100183.0
sat:poi:nkbxw,way,1430220500.0,way,1430220500.0
sat:poi:nmey8,node,864623405.0,node,864623405.0
sat:poi:nqrdz,node,5745003241.0,node,5745003241.0
sat:poi:nsjj5,node,5728811330.0,node,5728811330.0
sat:poi:nvh64,node,6535493386.0,node,6535493386.0
sat:poi:p5ty6,node,14002265057.0,,
sat:poi:p7fan,way,1393060482.0,,
sat:poi:p8c9k,node,12946707428.0,node,12946707428.0
sat:poi:pbjg2,node,1848869434.0,node,1848869434.0
sat:poi:pbx3k,way,1416109141.0,way,1416109141.0
sat:poi:pcq7t,,,node,12992249253.0
sat:poi:pcq7t,,,node,13045921461.0
sat:poi:pd56m,,,node,12723107960.0
sat:poi:pe68b,node,5005794340.0,node,5005794340.0
sat:poi:pgvnq,node,5856137504.0,,
sat:poi:phs5t,node,13937646792.0,node,13937646792.0
sat:poi:pja4r,way,231008287.0,way,231008287.0
sat:poi:pm382,node,14027506532.0,node,14027506532.0
sat:poi:pp4qy,node,13052360067.0,node,13052360067.0
sat:poi:ppbec,node,8968325939.0,node,8968325939.0
sat:poi:ptr6q,node,14014496535.0,node,14014496535.0
sat:poi:pvz9y,node,13157558827.0,node,13157558827.0
sat:poi:pxk3g,node,2960940412.0,node,2960940412.0
sat:poi:pympa,way,64790790.0,way,64790790.0
sat:poi:q5t53,way,1408810518.0,way,1408810518.0
sat:poi:qa4h2,way,222762652.0,,
sat:poi:qannr,way,1317165259.0,way,1317165259.0
sat:poi:qexp5,node,13067993747.0,,
sat:poi:qg36e,node,13100145836.0,node,13100145836.0
sat:poi:qgbc4,node,12958356256.0,node,12958356256.0
sat:poi:qgkkp,way,771056534.0,,
sat:poi:qhcjf,way,1416467437.0,way,1416467437.0
sat:poi:qjb2v,way,222762705.0,,
sat:poi:qkzkf,node,863394751.0,node,863394751.0
sat:poi:qnpbj,node,7934205500.0,node,7934205500.0
sat:poi:qphn7,way,1304510630.0,,
sat:poi:qvqz3,way,1540799482.0,,
sat:poi:qzys6,node,14001148801.0,node,14001148801.0
sat:poi:r258p,way,832213123.0,way,832213123.0
sat:poi:r2q53,node,12765919450.0,node,12765919450.0
sat:poi:r3kj5,node,13826942443.0,node,13826942443.0
sat:poi:r88rc,way,300450539.0,,
sat:poi:r8fer,node,13758241640.0,node,13758241640.0
sat:poi:rcx5k,node,8846898703.0,,
sat:poi:reays,node,13985578096.0,node,13985578096.0
sat:poi:res42,node,9907275660.0,node,9907275660.0
sat:poi:rfbfr,node,13081071658.0,node,13081071658.0
sat:poi:rfcyg,way,451870308.0,way,451870308.0
sat:poi:rjyg9,node,12942415533.0,node,12942415533.0
sat:poi:rnhd3,,,node,13096084423.0
sat:poi:rpq5x,way,495386320.0,way,495386320.0
sat:poi:rrmxy,way,1089639090.0,way,1089639090.0
sat:poi:rxv5b,way,322935628.0,,
sat:poi:s4wt8,node,1412248135.0,node,1412248135.0
sat:poi:s57r5,node,5005120551.0,node,5005120551.0
sat:poi:s5w7y,node,863423228.0,node,863423228.0
sat:poi:s7h5m,node,12964236566.0,node,12964236566.0
sat:poi:s8ha8,node,5744466280.0,node,5744466280.0
sat:poi:s8qkq,node,14027227874.0,node,14027227874.0
sat:poi:s8wye,way,322949084.0,way,322949084.0
sat:poi:s95g7,way,793271425.0,way,793271425.0
sat:poi:sa2je,node,13149334415.0,node,13149334415.0
sat:poi:scqp2,node,5028980495.0,node,5028980495.0
sat:poi:sddpx,node,13982153564.0,node,13982153564.0
sat:poi:sf22g,node,13922924501.0,node,13922924501.0
sat:poi:sf2xa,way,220390584.0,way,220390584.0
sat:poi:sfedf,node,12915366457.0,node,12915366457.0
sat:poi:sfvgj,way,455176644.0,way,455176644.0
sat:poi:sg94k,way,835790394.0,,
sat:poi:sj4sa,,,node,13013411958.0
sat:poi:sjg5a,node,12740326708.0,node,12740326708.0
sat:poi:sjwtd,node,424073481.0,node,424073481.0
sat:poi:sk9xr,node,1611299317.0,node,1611299317.0
sat:poi:sme3b,node,4308897343.0,node,4308897343.0
sat:poi:snfzx,node,12913032579.0,,
sat:poi:spmav,way,1087587115.0,,
sat:poi:sqgs6,node,13953909169.0,,
sat:poi:sqn4z,way,222762713.0,,
sat:poi:szg6p,node,3297305397.0,node,3297305397.0
sat:poi:szj7b,way,329728793.0,way,329728793.0
sat:poi:t5tb5,node,802627527.0,node,802627527.0
sat:poi:t5tq8,way,1376426246.0,way,1376426246.0
sat:poi:t6rmc,,,node,863394725.0
sat:poi:t6xyk,way,227166923.0,way,227166923.0
sat:poi:t7fj6,node,11092271865.0,node,11092271865.0
sat:poi:t7zen,node,4314791694.0,node,4314791694.0
sat:poi:tadtz,way,72716859.0,way,72716859.0
sat:poi:tb53d,node,11079164849.0,node,11079164849.0
sat:poi:teske,way,222762671.0,way,222762671.0
sat:poi:tf7f8,,,node,12849416949.0
sat:poi:tfkxa,way,1305276860.0,,
sat:poi:tfzf9,way,292553972.0,way,292553972.0
sat:poi:tgnr4,node,13100103357.0,node,13100103357.0
sat:poi:tgv45,,,node,12771043917.0
sat:poi:tjc9x,way,1390699454.0,way,1390699454.0
sat:poi:tjg85,node,1315254172.0,node,1315254172.0
sat:poi:tjmkq,node,13191084294.0,node,13191084294.0
sat:poi:tm9rf,,,node,12749566542.0
sat:poi:tmd8m,,,node,7791335090.0
sat:poi:ts37b,way,1385588405.0,way,1385588405.0
sat:poi:tthde,node,2996710479.0,node,2996710479.0
sat:poi:ttpbg,node,13098083627.0,node,13098083627.0
sat:poi:tyg7z,node,13144169970.0,node,13144169970.0
sat:poi:tzg3r,,,node,13935301509.0
sat:poi:v2vea,node,4936508701.0,node,4936508701.0
sat:poi:v3p96,node,13977390456.0,node,13977390456.0
sat:poi:v57nn,way,513323289.0,way,513323289.0
sat:poi:v5cje,node,8870415588.0,node,8870415588.0
sat:poi:v7nwd,way,290833669.0,way,290833669.0
sat:poi:v8ygk,way,589299279.0,way,589299279.0
sat:poi:vbqgx,node,9731151622.0,node,9731151622.0
sat:poi:vck8t,way,229605225.0,,
sat:poi:vjccg,way,1539761038.0,way,1539761038.0
sat:poi:vs2ba,node,13061745475.0,node,13061745475.0
sat:poi:vst38,way,715392360.0,way,715392360.0
sat:poi:vw972,node,8920392567.0,node,8920392567.0
sat:poi:vx26z,way,226055613.0,way,226055613.0
sat:poi:vxav8,node,4428110501.0,node,4428110501.0
sat:poi:vxeh8,,,node,7791350755.0
sat:poi:vy4kk,way,388325250.0,way,388325250.0
sat:poi:vzx7f,way,290833701.0,way,290833701.0
sat:poi:w2cd9,way,1089639080.0,way,1089639080.0
sat:poi:w3rmg,node,268910309.0,node,268910309.0
sat:poi:w4ahh,,,node,12662333661.0
sat:poi:w4jmw,way,1377185410.0,way,1377185410.0
sat:poi:w4res,way,248207918.0,way,248207918.0
sat:poi:w5555,node,12098638761.0,node,12098638761.0
sat:poi:w5jgg,node,14022240647.0,node,14022240647.0
sat:poi:w6dv3,way,222762695.0,,
sat:poi:wc6hp,node,4385101588.0,node,4385101588.0
sat:poi:wcat5,node,4694016917.0,,
sat:poi:wfdxn,node,5008269761.0,node,5008269761.0
sat:poi:wftpd,way,1415844039.0,way,1415844039.0
sat:poi:wgqpn,way,227701074.0,way,227701074.0
sat:poi:wkhdd,way,455176642.0,way,455176642.0
sat:poi:wkrcb,way,1087587113.0,,
sat:poi:wn923,node,13956211801.0,node,13956211801.0
sat:poi:wteat,,,node,13061778916.0
sat:poi:wya3t,node,5860551264.0,node,5860551264.0
sat:poi:wyr7b,node,13057049542.0,node,13057049542.0
sat:poi:wzbpb,node,5031029738.0,node,5031029738.0
sat:poi:wzwgn,node,13190933131.0,node,13190933131.0
sat:poi:x2v58,node,1414776627.0,,
sat:poi:x2z6r,way,295918078.0,way,295918078.0
sat:poi:x386f,node,5728811148.0,node,5728811148.0
sat:poi:x3rjc,node,14028221358.0,node,14028221358.0
sat:poi:x3vvp,node,13057049541.0,node,13057049541.0
sat:poi:x5n34,node,863394727.0,node,863394727.0
sat:poi:x5weh,way,836707934.0,way,836707934.0
sat:poi:xa7dh,,,node,1415205380.0
sat:poi:xbfe6,,,way,227528964.0
sat:poi:xczb8,way,229110254.0,way,229110254.0
sat:poi:xczv5,node,13164590454.0,node,13164590454.0
sat:poi:xfnk5,node,13147022481.0,node,13147022481.0
sat:poi:xfvs9,node,2908785488.0,node,2908785488.0
sat:poi:xh547,way,833557518.0,way,833557518.0
sat:poi:xhjt5,node,2295166432.0,node,2295166432.0
sat:poi:xmt79,way,1377169457.0,way,1377169457.0
sat:poi:xnqgh,way,287245651.0,,
sat:poi:xq55x,,,node,13078034117.0
sat:poi:xqrbw,node,12815485678.0,node,12815485678.0
sat:poi:xrrt5,way,287508490.0,,
sat:poi:xswmg,way,506814567.0,way,506814567.0
sat:poi:xvppf,node,7788504063.0,node,7788504063.0
sat:poi:xvvxc,node,14028200427.0,,
sat:poi:xxxxx,,,node,14002366735.0
sat:poi:xzp8m,node,13932136052.0,node,13992112222.0
sat:poi:xzp8m,node,13992112222.0,node,13992112222.0
sat:poi:y2cyg,node,268908517.0,node,268908517.0
sat:poi:y4e84,node,476813520.0,node,476813520.0
sat:poi:y4ec9,way,1415879312.0,way,1415879312.0
sat:poi:ya8zc,node,12918631363.0,node,12918631363.0
sat:poi:yb796,way,620363915.0,way,620363915.0
sat:poi:ybc97,node,13190921824.0,node,13190921824.0
sat:poi:yfgph,node,2916732974.0,node,2916732974.0
sat:poi:ygvn4,node,12880191432.0,node,12880191432.0
sat:poi:yj79j,way,698721758.0,way,698721758.0
sat:poi:yjaxe,node,12736722603.0,node,12736722603.0
sat:poi:ykc69,node,14002239525.0,node,14002239525.0
sat:poi:ym7a6,node,4330930121.0,node,4330930121.0
sat:poi:ymn3b,node,5798509131.0,node,5798509131.0
sat:poi:yn39g,node,4308918509.0,,
sat:poi:yq34f,way,322935629.0,way,322935629.0
sat:poi:ys2ep,node,2550378600.0,node,2550378600.0
sat:poi:ys3ma,way,455176637.0,way,455176637.0
sat:poi:ysez3,way,64790110.0,way,64790110.0
sat:poi:yx5sq,node,13981318501.0,node,13981318501.0
sat:poi:yy5yn,node,5005120552.0,node,5005120552.0
sat:poi:yz9hq,node,12736629494.0,node,12736629494.0
sat:poi:yzwse,way,383557266.0,way,383557266.0
sat:poi:yzz3c,node,13107588526.0,node,13107588526.0
sat:poi:z2nrn,way,400255324.0,,
sat:poi:z3q4b,node,426925731.0,node,426925731.0
sat:poi:z4mbp,,,node,13063609062.0
sat:poi:z4nd8,node,13096050076.0,node,13096050076.0
sat:poi:z4nmc,node,12722707517.0,node,12722707517.0
sat:poi:z4xn4,node,6896453268.0,node,6896453268.0
sat:poi:zb6at,,,node,13047936490.0
sat:poi:zba29,way,258778160.0,way,258778160.0
sat:poi:zhjbw,node,8980934258.0,node,8980934258.0
sat:poi:zkdpn,node,5012735219.0,node,5012735219.0
sat:poi:zmcn4,node,2908787775.0,node,2908787775.0
sat:poi:zmh6w,node,5745003240.0,node,5745003240.0
sat:poi:zn58x,node,13983409985.0,,
sat:poi:zqc6r,node,12881274960.0,node,12881274960.0
sat:poi:zqc9j,node,2943477507.0,node,2943477507.0
sat:poi:zt9z4,node,443132455.0,node,443132455.0
sat:poi:zwe2s,,,node,2358865054.0
sat:poi:zxfmt,way,431663147.0,way,431663147.0
sat:poi:zxxhc,node,5630510921.0,node,5630510921.0
sat:poi:zym9m,way,222762718.0,,
sat:poi:zz9fn,node,4973122618.0,,
sat:section:2fxg6,,,relation,19079703.0
sat:section:33r32,,,relation,19012654.0
sat:section:3hz5y,,,relation,19023687.0
sat:section:3zc33,,,relation,19660280.0
sat:section:5cg25,,,relation,19013472.0
sat:section:6agsx,,,relation,19013576.0
sat:section:72x3g,,,relation,19018272.0
sat:section:b49zp,,,relation,19023630.0
sat:section:cp9g9,,,relation,19081125.0
sat:section:fhf88,,,relation,19020231.0
sat:section:jzby6,,,relation,19014515.0
sat:section:nhy68,,,relation,19012436.0
sat:section:npbr9,,,relation,19016280.0
sat:section:phb3z,,,relation,19013473.0
sat:section:rp7pt,,,relation,19014571.0
sat:section:sqqy9,,,relation,19015969.0
shr:100747,,,node,13945706401.0
shr:100766,,,node,13945729201.0
shr:100860,,,node,13906349301.0
shr:101476,,,node,13909393401.0
shr:101478,,,node,13909384901.0
shr:103326,,,node,13909377401.0
shr:106733,,,node,13945689201.0
shr:106779,,,node,14020231001.0
shr:107080,,,node,14022468501.0
shr:23722,,,node,12805053401.0
shr:41557,,,node,6535493385.0
shr:55555,,,node,13068560201.0
shr:5627,,,node,13906338701.0
shr:58471,,,node,13063733001.0
shr:78974,,,node,13909066697.0
shr:79003,,,node,7996790135.0
shr:79716,,,node,13909115801.0
shr:80691,,,node,12811267201.0
shr:86788,,,node,12804831701.0
shr:87222,,,node,12804717601.0
shr:88483,,,node,13909289123.0
shr:93812,,,node,13909156301.0
shr:99211,,,node,13068655901.0
unknown,,,node,800808700.0
unknown,,,node,863394672.0
unknown,,,node,863394760.0
unknown,,,node,1414776627.0
unknown,,,node,2285331215.0
unknown,,,node,2379276238.0
unknown,,,node,2544129249.0
unknown,,,node,2550380437.0
unknown,,,node,2942213742.0
unknown,,,node,4239095072.0
unknown,,,node,4900324409.0
unknown,,,node,4930945229.0
unknown,,,node,4936508702.0
unknown,,,node,4964697340.0
unknown,,,node,5745003236.0
unknown,,,node,5749262789.0
unknown,,,node,5860556435.0
unknown,,,node,5866457027.0
unknown,,,node,6652974964.0
unknown,,,node,6696813633.0
unknown,,,node,7056186809.0
unknown,,,node,7817708463.0
unknown,,,node,8880718355.0
unknown,,,node,9141418273.0
unknown,,,node,9724390439.0
unknown,,,node,9964716260.0
unknown,,,node,10657352922.0
unknown,,,node,11148075050.0
unknown,,,node,11148146209.0
unknown,,,node,11153211515.0
unknown,,,node,11942878776.0
unknown,,,node,12089216143.0
unknown,,,node,12691618938.0
unknown,,,node,12722761765.0
unknown,,,node,12722789033.0
unknown,,,node,12722789034.0
unknown,,,node,12736629495.0
unknown,,,node,12738887791.0
unknown,,,node,12740398797.0
unknown,,,node,12740404960.0
unknown,,,node,12740540028.0
unknown,,,node,12748117658.0
unknown,,,node,12778243911.0
unknown,,,node,12782610013.0
unknown,,,node,12805742901.0
unknown,,,node,12805751201.0
unknown,,,node,12805766201.0
unknown,,,node,12809240302.0
unknown,,,node,12809454601.0
unknown,,,node,12836972901.0
unknown,,,node,12849416935.0
unknown,,,node,12865440356.0
unknown,,,node,12874566169.0
unknown,,,node,12896559427.0
unknown,,,node,12903206306.0
unknown,,,node,12908913865.0
unknown,,,node,12912946927.0
unknown,,,node,12912985261.0
unknown,,,node,12913004658.0
unknown,,,node,12913032579.0
unknown,,,node,12925929671.0
unknown,,,node,12942128203.0
unknown,,,node,13037718201.0
unknown,,,node,13053318662.0
unknown,,,node,13069095802.0
unknown,,,node,13076091033.0
unknown,,,node,13105360460.0
unknown,,,node,13116509991.0
unknown,,,node,13116509992.0
unknown,,,node,13116509993.0
unknown,,,node,13144299619.0
unknown,,,node,13144410779.0
unknown,,,node,13160006196.0
unknown,,,node,13760262385.0
unknown,,,node,13925035435.0
unknown,,,node,13925221954.0
unknown,,,node,13925250663.0
unknown,,,node,13925256442.0
unknown,,,node,13925322125.0
unknown,,,node,13925452748.0
unknown,,,node,13925508657.0
unknown,,,node,13925511367.0
unknown,,,node,13925849375.0
unknown,,,node,13925857327.0
unknown,,,node,13925865298.0
unknown,,,node,13925871486.0
unknown,,,node,13925952606.0
unknown,,,node,13930058601.0
unknown,,,node,13931854965.0
unknown,,,node,13931862152.0
unknown,,,node,13943229014.0
unknown,,,node,13943852950.0
unknown,,,node,13947244421.0
unknown,,,node,13947774319.0
unknown,,,node,13947777395.0
unknown,,,node,13981142695.0
unknown,,,node,13983383701.0
unknown,,,node,13984056801.0
unknown,,,node,13987968301.0
unknown,,,node,13992967045.0
unknown,,,node,13992967046.0
unknown,,,node,14002218333.0
unknown,,,node,14003020658.0
unknown,,,node,14003129088.0
unknown,,,node,14003389435.0
unknown,,,node,14004499739.0
unknown,,,node,14019326401.0
unknown,,,node,14022481833.0
unknown,,,node,14028200427.0
unknown,,,node,14028221359.0
unknown,,,node,14030422960.0
unknown,,,way,8109379.0
unknown,,,way,24811650.0
unknown,,,way,24846389.0
unknown,,,way,25045412.0
unknown,,,way,186188151.0
unknown,,,way,186188152.0
unknown,,,way,219372725.0
unknown,,,way,223271139.0
unknown,,,way,226055517.0
unknown,,,way,227699562.0
unknown,,,way,227774456.0
unknown,,,way,229110297.0
unknown,,,way,316767178.0
unknown,,,way,322949033.0
unknown,,,way,322949078.0
unknown,,,way,322949097.0
unknown,,,way,383557276.0
unknown,,,way,383557299.0
unknown,,,way,388325219.0
unknown,,,way,388325263.0
unknown,,,way,388325411.0
unknown,,,way,465662321.0
unknown,,,way,473046134.0
unknown,,,way,511936203.0
unknown,,,way,958701083.0
unknown,,,way,1193228226.0
unknown,,,way,1305399445.0
unknown,,,way,1305399446.0
unknown,,,way,1379277501.0
unknown,,,way,1389899659.0
unknown,,,way,1389909894.0
unknown,,,way,1391084660.0
unknown,,,way,1391084662.0
unknown,,,way,1425904357.0
unknown,,,way,1435205689.0
unknown,,,way,1449298611.0
unknown,,,way,1530406934.0
unknown,,,way,1533863291.0
unknown,,,way,1534956531.0
unknown,,,way,1537100141.0
unknown,,,way,1540858829.0
unknown,,,way,1540858830.0
unknown,,,way,1540959335.0
unknown,,,way,1541011648.0
unknown,,,relation,2663146.0
unknown,,,relation,3030279.0
unknown,,,relation,4173351.0
unknown,,,relation,6315443.0
unknown,,,relation,6462670.0
unknown,,,relation,6930812.0
unknown,,,relation,7145257.0
unknown,,,relation,8346534.0
unknown,,,relation,10694823.0
unknown,,,relation,11478794.0
unknown,,,relation,11678328.0
unknown,,,relation,12893696.0
unknown,,,relation,14477930.0
unknown,,,relation,19451276.0
