item,itemLabel,OSMnode,coord,img,trail,trailLabel,lengthkm,officiellWebswe,officiellWeben,lat,lon
http://www.wikidata.org/entity/Q133895106,Vindskydd lilla Jolpan,12765919450,Point(18.818998 59.47289),http://commons.wikimedia.org/wiki/Special:FilePath/Lilla%20Jolpan%20vindskydd%2001.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.47289,18.818998
http://www.wikidata.org/entity/Q134006727,Pojkarnas udde grillplats,12772629157,Point(18.805395 59.479442),http://commons.wikimedia.org/wiki/Special:FilePath/SAT%20Finnhamn%20grillplats%20Pojkarnas%20udde%2001.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.479442,18.805395
http://www.wikidata.org/entity/Q133829728,grillplats Sydfladen,11148106242,Point(18.817239 59.475384),http://commons.wikimedia.org/wiki/Special:FilePath/Grillplats%20Finnhamn%20Sydfladen%20p%C3%A5%20Stora%20Jolpan.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.475384,18.817239
http://www.wikidata.org/entity/Q133829773,Finnhamn Lammuddens vindskydd,12736629494,Point(18.807828 59.47423),http://commons.wikimedia.org/wiki/Special:FilePath/Finnhamn%20Lammuddens%20vindskydd%201.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.47423,18.807828
http://www.wikidata.org/entity/Q133830137,Lammuddens grillplats,12736629495,Point(18.807756 59.474248),http://commons.wikimedia.org/wiki/Special:FilePath/Finnhamn%20Lammuddens%20vindskydd%202.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.474248,18.807756
http://www.wikidata.org/entity/Q133830267,Vindskydd Talludden,12736722603,Point(18.8122302 59.4741017),http://commons.wikimedia.org/wiki/Special:FilePath/Finnhamn%2013.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.4741017,18.8122302
http://www.wikidata.org/entity/Q133830659,Grillplats Talludden,11148075050,Point(18.812184 59.474002),http://commons.wikimedia.org/wiki/Special:FilePath/Finnhamn%2015.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.474002,18.812184
http://www.wikidata.org/entity/Q133830825,"Ragnars kiosk, grillplats",11148319151,Point(18.812427 59.47955),http://commons.wikimedia.org/wiki/Special:FilePath/Finnhamn%20Ragnars%20kiosk%20grillplats.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.47955,18.812427
http://www.wikidata.org/entity/Q133830844,"Vandrarhemmet, grillplats",11148146209,Point(18.823476 59.479765),http://commons.wikimedia.org/wiki/Special:FilePath/Enkel-grillplats-utanfor-vandrarhemmet-.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.479765,18.823476
http://www.wikidata.org/entity/Q134461524,Idholmens grillplats,11148400849,Point(18.807794 59.482883),http://commons.wikimedia.org/wiki/Special:FilePath/SAT%20Finnhamn%202025%20april%20grillplats%20ny%202025.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.482883,18.807794
http://www.wikidata.org/entity/Q135336466,Finnhamn gästhamn grillplats,13061778916,Point(18.824362 59.4811),http://commons.wikimedia.org/wiki/Special:FilePath/Finnhamns%20g%C3%A4sthamn%20grillplats%2002.jpg,http://www.wikidata.org/entity/Q133724249,SAT Finnhamn,10.1,https://stockholmarchipelagotrail.com/sv/section/etapp-finnhamn,https://stockholmarchipelagotrail.com/section/section-finnhamn,59.4811,18.824362
http://www.wikidata.org/entity/Q133863316,Furusund grillplats Fotbollsplan,12749568009,Point(18.905994 59.657636),http://commons.wikimedia.org/wiki/Special:FilePath/SAT%20Furusund%20grill%20fotbollsplanen.jpg,http://www.wikidata.org/entity/Q133724254,SAT Furusund,7.2,https://stockholmarchipelagotrail.com/sv/section/etapp-furusund,https://stockholmarchipelagotrail.com/section/section-furusund,59.657636,18.905994
http://www.wikidata.org/entity/Q134290283,"Furusundsbadplats, grillplats",12749566542,Point(18.902344 59.661464),http://commons.wikimedia.org/wiki/Special:FilePath/SAT%20Furusund%20Furusundsbadplats%2C%20grillplats.jpg,http://www.wikidata.org/entity/Q133724254,SAT Furusund,7.2,https://stockholmarchipelagotrail.com/sv/section/etapp-furusund,https://stockholmarchipelagotrail.com/section/section-furusund,59.661464,18.902344
http://www.wikidata.org/entity/Q133864847,"Sandön, grillplats",12752418489,Point(18.909647 59.278198),http://commons.wikimedia.org/wiki/Special:FilePath/Enkel%20grillplatsen%20p%C3%A5%20Sand%C3%B6n.jpg,http://www.wikidata.org/entity/Q133724255,SAT Sandhamn,8.1,https://stockholmarchipelagotrail.com/sv/section/etapp-sandhamn,https://stockholmarchipelagotrail.com/section/section-sandhamn,59.278198,18.909647
http://www.wikidata.org/entity/Q136337568,"Saltvik grillplats, Möja",13157567395,Point(18.857945 59.413407),http://commons.wikimedia.org/wiki/Special:FilePath/SAT%20M%C3%B6ja%2020250815%20a%2017.jpg,http://www.wikidata.org/entity/Q133724252,SAT Möja,10.4,https://stockholmarchipelagotrail.com/sv/section/etapp-moja,https://stockholmarchipelagotrail.com/section/section-moja,59.413407,18.857945
