OBJECTID,ANORDNING_ID,ANORDNINGNAMN,TYP,UNDERTYP,BESKRIVNING,NP,GEOMETRIKVALITET,SKYDDSTYP_KOD,SKYDDATOMRADE,SKYDDATOMRADE_ID,STATLIGLED,STATLIGLED_ID,latitude_wgs84,longitude_wgs84,osm_link,osm_nearby_link
33776721,30335917,,Fyr,Fyr,,1,<= 20 meter,NP,Stenshuvud (2001830),2001830,,,55.664043,14.2778371,https://www.openstreetmap.org/?mlat=55.664043&mlon=14.2778371#map=18/55.664043/14.2778371,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.664043,14.2778371););out center;"
33788626,30474194,,Fyr,Fyr,,0,<= 20 meter,"N2000-SPA/SCI, NR","Kullaberg (SE0430092), Västra Kullaberg (2000972)","SE0430092, 2000972",,,56.3009668,12.4516037,https://www.openstreetmap.org/?mlat=56.3009668&mlon=12.4516037#map=18/56.3009668/12.4516037,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.3009668,12.4516037););out center;"
33781407,30467932,,Fyr,Fyr,,0,<= 20 meter,"DVO, N2000-SPA/SCI, NR","Bjärehalvöns kuster (2031810), Hallands Väderö (2000962), Hallands Väderö (SE0420002)","2031810, 2000962, SE0420002",,,56.4506368,12.5425355,https://www.openstreetmap.org/?mlat=56.4506368&mlon=12.5425355#map=18/56.4506368/12.5425355,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.4506368,12.5425355););out center;"
33778187,30208827,Vägbom med kodlås,Vägbom,Vägbom,"Bomen får passeras för transport av personer med fysisk funktionsnedsättning. Ring Länsstyrelsens växel 010-224 70 00 för bomkod. Uppge namn, registreringsnummer och ärende.",0,<= 20 meter,NR,Segerstads skärgård (2002165),2002165,,,59.2978885,13.2960436,https://www.openstreetmap.org/?mlat=59.2978885&mlon=13.2960436#map=18/59.2978885/13.2960436,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2978885,13.2960436););out center;"
33785368,30570893,,Vägbom,Vägbom,,0,<= 20 meter,"N2000-SCI, NR","Gyllebo (2014529), Gyllebosjön (SE0420305)","2014529, SE0420305",,,55.6027172,14.1985954,https://www.openstreetmap.org/?mlat=55.6027172&mlon=14.1985954#map=18/55.6027172/14.1985954,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.6027172,14.1985954););out center;"
33772787,30562476,,Vägbom,Vägbom,,0,<= 20 meter,NR,Hästenäs kyrkskog (2004572),2004572,,,58.2716993,16.2610092,https://www.openstreetmap.org/?mlat=58.2716993&mlon=16.2610092#map=18/58.2716993/16.2610092,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.2716993,16.2610092););out center;"
33788228,30562364,,Vägbom,Vägbom,,0,<= 20 meter,NR,Ågelsjön (2043608),2043608,,,58.6733472,16.1200403,https://www.openstreetmap.org/?mlat=58.6733472&mlon=16.1200403#map=18/58.6733472/16.1200403,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.6733472,16.1200403););out center;"
33789997,30557502,,Vägbom,Vägbom,,0,Okänd noggrannhet,NR,Nynäs (2001921),2001921,,,58.8107876,17.3440252,https://www.openstreetmap.org/?mlat=58.8107876&mlon=17.3440252#map=18/58.8107876/17.3440252,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.8107876,17.3440252););out center;"
33781659,30540649,Stängd vägbom Vålhallberget,Vägbom,Vägbom,Vägbommen är stängd och låst.,0,<= 20 meter,NR,Vålhallberget (2014561),2014561,,,60.8562669,12.8504266,https://www.openstreetmap.org/?mlat=60.8562669&mlon=12.8504266#map=18/60.8562669/12.8504266,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.8562669,12.8504266););out center;"
33785038,30540645,"Vägbom Tijärnsskogen, Dörrfjället",Vägbom,Vägbom,Vägbommen är stängd i tjällossningstid.,0,>20-50 meter,"NR, NR","Dörrfjället (2042566), Titjärnsskogen (2002123)","2042566, 2002123",,,60.3012956,13.2731602,https://www.openstreetmap.org/?mlat=60.3012956&mlon=13.2731602#map=18/60.3012956/13.2731602,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3012956,13.2731602););out center;"
33781473,30540637,Vägbom till Måns-Olasberg,Vägbom,Vägbom,Vägbommen kan vara stängd i tjällossningstid.,0,>20-50 meter,NR,Måns-Olasberg (2002829),2002829,,,60.0789281,12.6211471,https://www.openstreetmap.org/?mlat=60.0789281&mlon=12.6211471#map=18/60.0789281/12.6211471,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.0789281,12.6211471););out center;"
33779312,30540635,Vägbom till Måns-Olasberg,Vägbom,Vägbom,Vägbommen kan vara stängd i tjällossningstid.,0,>20-50 meter,NR,Måns-Olasberg (2002829),2002829,,,60.0982103,12.7377392,https://www.openstreetmap.org/?mlat=60.0982103&mlon=12.7377392#map=18/60.0982103/12.7377392,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.0982103,12.7377392););out center;"
33771287,30538821,Vägbom Kotjärnsterrassen,Vägbom,Vägbom,,0,<= 20 meter,"NR, NVO","Brattforsheden (2002222), Kittelfältet (2002143)","2002222, 2002143",,,59.6557007,13.9483626,https://www.openstreetmap.org/?mlat=59.6557007&mlon=13.9483626#map=18/59.6557007/13.9483626,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.6557007,13.9483626););out center;"
33781005,30536370,"Förbudsskylt ""Förbud mot trafik med fordon"".",Vägbom,Vägbom,"Förbudsskylt ""Förbud mot trafik med fordon"".",0,Okänd noggrannhet,NR,Blomsterhultsmossens domänreservat (2002218),2002218,,,59.2410388,14.2228092,https://www.openstreetmap.org/?mlat=59.2410388&mlon=14.2228092#map=18/59.2410388/14.2228092,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2410388,14.2228092););out center;"
33781004,30536369,"Förbudsskylt ""Förbud mot trafik med fordon""",Vägbom,Vägbom,Förbudsskylt. Förbud mot trafik med fordon.,0,Okänd noggrannhet,NR,Blomsterhultsmossens domänreservat (2002218),2002218,,,59.224125,14.2333335,https://www.openstreetmap.org/?mlat=59.224125&mlon=14.2333335#map=18/59.224125/14.2333335,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.224125,14.2333335););out center;"
33791546,30518839,,Vägbom,Vägbom,"Vägbom stängd högsäsong. 

Detta på grund av att bilar ställer sig utmed grusvägen och försvårar skötsel av toaletter och städning i området kring badplatsen men också för att kunna garantera säkerheten om räddningsfordon snabbt behöver komma ned till badplatsen vid ev. olycka.",0,<= 20 meter,NR,Valekleven-Ombo öar (2000332),2000332,,,58.6376451,14.5594841,https://www.openstreetmap.org/?mlat=58.6376451&mlon=14.5594841#map=18/58.6376451/14.5594841,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.6376451,14.5594841););out center;"
33786198,30515692,"Vägbom Malbäckskölen, Fjärhanaskogen, Skarp-Juberget",Vägbom,Vägbom,Vägen är stängd i tjällossningstid. ,0,>20-50 meter,"NR, NR, NR","Fjärhanaskogen (2004561), Malbäckskölen (2005513), Skarp-Juberget (2005555)","2004561, 2005513, 2005555",,,60.7734592,12.4368088,https://www.openstreetmap.org/?mlat=60.7734592&mlon=12.4368088#map=18/60.7734592/12.4368088,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7734592,12.4368088););out center;"
33784224,30515691,Stängd vägbom Lövbergsknölen,Vägbom,Vägbom,"Vägen är bommad från Brittmon, bommen är alltid låst.",0,>20-50 meter,NR,Lövbergsknölen (2014559),2014559,,,60.8219076,12.6852415,https://www.openstreetmap.org/?mlat=60.8219076&mlon=12.6852415#map=18/60.8219076/12.6852415,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.8219076,12.6852415););out center;"
33789317,30505727,,Vägbom,Vägbom,,1,<= 20 meter,NP,Björnlandet (2001977),2001977,,,63.9780283,17.9542925,https://www.openstreetmap.org/?mlat=63.9780283&mlon=17.9542925#map=18/63.9780283/17.9542925,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9780283,17.9542925););out center;"
33781110,30504853,Vägbom Dalstorps Skogar,Vägbom,Vägbom,Bommen är alltid låst.Parkera vid parkeringsplatsen innan bommen.,0,Okänd noggrannhet,NR,Dalstorps skogar (2026229),2026229,,,59.3766924,14.3137946,https://www.openstreetmap.org/?mlat=59.3766924&mlon=14.3137946#map=18/59.3766924/14.3137946,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3766924,14.3137946););out center;"
33781400,30500401,Vägbom (Välkommen till fots!),Vägbom,Vägbom,,0,<= 20 meter,NR,Älmebjär (2010904),2010904,,,57.09625,12.5908302,https://www.openstreetmap.org/?mlat=57.09625&mlon=12.5908302#map=18/57.09625/12.5908302,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.09625,12.5908302););out center;"
33776934,30479158,Vägbom Stormyren,Vägbom,Vägbom,,0,Okänd noggrannhet,NR,Stormyren (2014490),2014490,,,60.3291951,13.2479384,https://www.openstreetmap.org/?mlat=60.3291951&mlon=13.2479384#map=18/60.3291951/13.2479384,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3291951,13.2479384););out center;"
33783776,30478373,,Vägbom,Vägbom,,0,<= 20 meter,NR,Balsberget (2005707),2005707,,,56.1046102,14.1870354,https://www.openstreetmap.org/?mlat=56.1046102&mlon=14.1870354#map=18/56.1046102/14.1870354,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1046102,14.1870354););out center;"
33783774,30478367,,Vägbom,Vägbom,,0,<= 20 meter,NR,Balsberget (2005707),2005707,,,56.1053651,14.1872422,https://www.openstreetmap.org/?mlat=56.1053651&mlon=14.1872422#map=18/56.1053651/14.1872422,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1053651,14.1872422););out center;"
33787797,30474738,,Vägbom,Vägbom,,0,>20-50 meter,NR,Danmarksvägen (2002655),2002655,,,57.0312977,16.1173896,https://www.openstreetmap.org/?mlat=57.0312977&mlon=16.1173896#map=18/57.0312977/16.1173896,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.0312977,16.1173896););out center;"
33791557,30474119,Vägbom Abborrtjärnsberg,Vägbom,Vägbom,"Vägbommen kan vara stängd i tjällossningstid.
Skogsbilvägen är i dåligt skick med mycket sten och gropar, begränsad framkomlighet med personbil.",0,Okänd noggrannhet,NR,Abborrtjärnsberg (2002122),2002122,,,60.4085866,12.6770463,https://www.openstreetmap.org/?mlat=60.4085866&mlon=12.6770463#map=18/60.4085866/12.6770463,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4085866,12.6770463););out center;"
33777141,30470512,,Vägbom,Vägbom,Låst bom. ,0,>20-50 meter,NR,Båtfors (2002531),2002531,,,60.4716671,17.3078432,https://www.openstreetmap.org/?mlat=60.4716671&mlon=17.3078432#map=18/60.4716671/17.3078432,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4716671,17.3078432););out center;"
33775093,30470508,,Vägbom,Vägbom,Låst bom. ,0,>20-50 meter,NR,Båtfors (2002531),2002531,,,60.4350742,17.3223381,https://www.openstreetmap.org/?mlat=60.4350742&mlon=17.3223381#map=18/60.4350742/17.3223381,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4350742,17.3223381););out center;"
33774077,30470325,Vägbom Titjärnsskogen,Vägbom,Vägbom,Bommen är stängd i  tjällossningstid.,0,Okänd noggrannhet,NR,Titjärnsskogen (2002123),2002123,,,60.3247769,13.3731867,https://www.openstreetmap.org/?mlat=60.3247769&mlon=13.3731867#map=18/60.3247769/13.3731867,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3247769,13.3731867););out center;"
33791495,30470321,Vägbom Makkaraberg,Vägbom,Vägbom,Bommen är stängd under tjällossning.,0,Okänd noggrannhet,NR,Makkaraberg (2002219),2002219,,,60.6921859,12.594969,https://www.openstreetmap.org/?mlat=60.6921859&mlon=12.594969#map=18/60.6921859/12.594969,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.6921859,12.594969););out center;"
33791538,30470320,Vägbom Ritamäki,Vägbom,Vägbom,Bommen är stängd under tjällossning.,0,>50-100 meter,"NR, NR","Ritamäki (2002127), Ritamäki Nord (2041229)","2002127, 2041229",,,60.1503273,12.5956732,https://www.openstreetmap.org/?mlat=60.1503273&mlon=12.5956732#map=18/60.1503273/12.5956732,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.1503273,12.5956732););out center;"
33791621,30470304,Vägbom Lisselberget,Vägbom,Vägbom,Bommen stängd under tjällossning.,0,Okänd noggrannhet,NR,Lisselberget (2005589),2005589,,,60.7034796,12.9112508,https://www.openstreetmap.org/?mlat=60.7034796&mlon=12.9112508#map=18/60.7034796/12.9112508,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7034796,12.9112508););out center;"
33783334,30469777,,Vägbom,Vägbom,Låst bom.,0,>20-50 meter,NR,Rävkilarna (2001901),2001901,,,60.2537915,17.1699769,https://www.openstreetmap.org/?mlat=60.2537915&mlon=17.1699769#map=18/60.2537915/17.1699769,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.2537915,17.1699769););out center;"
33777931,30469621,,Vägbom,Vägbom,Låst vägbom. ,0,>50-100 meter,NR,Hållnäskusten (2002409),2002409,,,60.5993507,17.9824131,https://www.openstreetmap.org/?mlat=60.5993507&mlon=17.9824131#map=18/60.5993507/17.9824131,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.5993507,17.9824131););out center;"
33778384,30469597,,Vägbom,Vägbom,Låst vägbom. ,0,>20-50 meter,NR,Ekdalen (2002611),2002611,,,59.9708752,18.3578465,https://www.openstreetmap.org/?mlat=59.9708752&mlon=18.3578465#map=18/59.9708752/18.3578465,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.9708752,18.3578465););out center;"
33781404,30467875,,Vägbom,Vägbom,,0,Okänd noggrannhet,NVO,Brattforsheden (2002222),2002222,,,59.6252077,13.9438308,https://www.openstreetmap.org/?mlat=59.6252077&mlon=13.9438308#map=18/59.6252077/13.9438308,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.6252077,13.9438308););out center;"
33778210,30467555,,Vägbom,Vägbom,Bommen är stängd under tjällossningstid.,0,Okänd noggrannhet,NR,Hjällstadskogen (2005493),2005493,,,60.5262301,12.9427251,https://www.openstreetmap.org/?mlat=60.5262301&mlon=12.9427251#map=18/60.5262301/12.9427251,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.5262301,12.9427251););out center;"
33784408,30467554,"Vägbom Hjällstadskogen, Kullarna",Vägbom,Vägbom,Bommen är stängd under tjällossningstid.,0,>50-100 meter,"NR, NR","Hjällstadskogen (2005493), Kullarna (2033273)","2005493, 2033273",,,60.5165161,13.0198637,https://www.openstreetmap.org/?mlat=60.5165161&mlon=13.0198637#map=18/60.5165161/13.0198637,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.5165161,13.0198637););out center;"
33783920,30467546,Vägbom Tallknölbäcken,Vägbom,Vägbom,Bommen är stängd.,0,Okänd noggrannhet,NR,Tallknölbäcken (2032869),2032869,,,60.836026,12.8298336,https://www.openstreetmap.org/?mlat=60.836026&mlon=12.8298336#map=18/60.836026/12.8298336,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.836026,12.8298336););out center;"
33783919,30467541,Vägbom Normyrarna,Vägbom,Vägbom,Bommen är stängd under tjällossningen.,0,Okänd noggrannhet,NR,Normyrarna (2004521),2004521,,,60.4831265,13.4008357,https://www.openstreetmap.org/?mlat=60.4831265&mlon=13.4008357#map=18/60.4831265/13.4008357,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4831265,13.4008357););out center;"
33775220,30467532,Stängd Vägbom Långåsberget,Vägbom,Vägbom,Bommen är alltid låst.,0,>50-100 meter,NR,Långåsberget (2004551),2004551,,,60.4306858,13.2921569,https://www.openstreetmap.org/?mlat=60.4306858&mlon=13.2921569#map=18/60.4306858/13.2921569,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4306858,13.2921569););out center;"
33784118,30467525,Stängd Vägbom Kvarnberget,Vägbom,Vägbom,Bommen är stängd.,0,Okänd noggrannhet,NR,Kvarnberget (2014798),2014798,,,60.4238049,13.5173504,https://www.openstreetmap.org/?mlat=60.4238049&mlon=13.5173504#map=18/60.4238049/13.5173504,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4238049,13.5173504););out center;"
33791612,30465715,Vägbom Perserud,Vägbom,Vägbom,Vägbommen är stängd.,0,Okänd noggrannhet,NR,Perserud (2002136),2002136,,,59.7266615,12.6787783,https://www.openstreetmap.org/?mlat=59.7266615&mlon=12.6787783#map=18/59.7266615/12.6787783,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7266615,12.6787783););out center;"
33791530,30465626,Vägbom Ulvfjället Segoltorpshöjden Bjursjöhöjden,Vägbom,Vägbom,Vägbom stängd mellan 15 sep - 15 maj,0,<= 20 meter,"NR, NR, NR","Bjursjöhöjden (2002442), Segolstorpshöjden (2004500), Ulvfjället (2004499)","2002442, 2004500, 2004499",,,59.3356302,12.5760988,https://www.openstreetmap.org/?mlat=59.3356302&mlon=12.5760988#map=18/59.3356302/12.5760988,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3356302,12.5760988););out center;"
33791501,30465215,Vägbom Myrbråten Ängtjärnshöjden,Vägbom,Vägbom,Vägbom.,0,>20-50 meter,"NR, NR","Myrbråten (2040093), Ängtjärnshöjden (2041009)","2040093, 2041009",,,59.5383299,11.9498323,https://www.openstreetmap.org/?mlat=59.5383299&mlon=11.9498323#map=18/59.5383299/11.9498323,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.5383299,11.9498323););out center;"
33791432,30465213,Vägbom Korsdalen,Vägbom,Vägbom,Stängd väg för allmänheten.,0,<= 20 meter,NR,Korsdalen (2005524),2005524,,,59.4334749,12.2572095,https://www.openstreetmap.org/?mlat=59.4334749&mlon=12.2572095#map=18/59.4334749/12.2572095,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.4334749,12.2572095););out center;"
33791677,30465188,Vägbom Kesebotten,Vägbom,Vägbom,Vägbom med kodlås. Vägen ej tillgängligt för allmänheten.,0,<= 20 meter,NR,Kesebotten (2002149),2002149,,,59.5532825,11.9676618,https://www.openstreetmap.org/?mlat=59.5532825&mlon=11.9676618#map=18/59.5532825/11.9676618,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.5532825,11.9676618););out center;"
33780160,30448865,,Vägbom,Vägbom,Låst bom.,0,<= 20 meter,NR,Billudden (2002408),2002408,,,60.6388027,17.4784499,https://www.openstreetmap.org/?mlat=60.6388027&mlon=17.4784499#map=18/60.6388027/17.4784499,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.6388027,17.4784499););out center;"
33774357,30442700,,Vägbom,Vägbom,,0,<= 20 meter,NR,Sundsjöåsen (2000686),2000686,,,62.6349806,16.8307347,https://www.openstreetmap.org/?mlat=62.6349806&mlon=16.8307347#map=18/62.6349806/16.8307347,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.6349806,16.8307347););out center;"
33775312,30442179,,Vägbom,Vägbom,,0,<= 20 meter,NR,Sönnasjöbergen (2005600),2005600,,,62.3054216,16.6932642,https://www.openstreetmap.org/?mlat=62.3054216&mlon=16.6932642#map=18/62.3054216/16.6932642,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.3054216,16.6932642););out center;"
33779996,30441689,Vägbom Bispbergs by,Vägbom,Vägbom,Vägbommen är oftast stängd under tiden 15 mars till och med 31 juli.,0,>20-50 meter,NR,Bispbergs klack (2002082),2002082,,,60.3612332,15.7976185,https://www.openstreetmap.org/?mlat=60.3612332&mlon=15.7976185#map=18/60.3612332/15.7976185,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3612332,15.7976185););out center;"
33788557,30438898,,Vägbom,Vägbom,Låst vägbom. ,0,<= 20 meter,NR,Tjäderleksmossen (2005530),2005530,,,59.8977776,17.9964763,https://www.openstreetmap.org/?mlat=59.8977776&mlon=17.9964763#map=18/59.8977776/17.9964763,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.8977776,17.9964763););out center;"
33770508,30438094,,Vägbom,Vägbom,,0,<= 20 meter,NR,Örasjöbäcken-Storsvedjan (2005473),2005473,,,62.7265517,17.1086691,https://www.openstreetmap.org/?mlat=62.7265517&mlon=17.1086691#map=18/62.7265517/17.1086691,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.7265517,17.1086691););out center;"
33783301,30418659,bom,Vägbom,Vägbom,,0,<= 20 meter,NR,Stornäset (2000658),2000658,,,62.4541383,17.4757043,https://www.openstreetmap.org/?mlat=62.4541383&mlon=17.4757043#map=18/62.4541383/17.4757043,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.4541383,17.4757043););out center;"
33777653,30412193,,Vägbom,Vägbom,Vägbommen låst från 1:e oktober till 31:e mars varje år.,0,<= 20 meter,NR,Nötön-Åråsviken (2002210),2002210,,,59.0889673,14.0201289,https://www.openstreetmap.org/?mlat=59.0889673&mlon=14.0201289#map=18/59.0889673/14.0201289,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.0889673,14.0201289););out center;"
33779718,30412086,,Vägbom,Vägbom,"Vägbommen är ofta öppen, men besökare till reservatet har inte tillstånd att åka på vägen.",0,<= 20 meter,NR,Värmlands Säby (2002440),2002440,,,59.079189,14.1341806,https://www.openstreetmap.org/?mlat=59.079189&mlon=14.1341806#map=18/59.079189/14.1341806,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.079189,14.1341806););out center;"
33777147,30411540,Vägbom,Vägbom,Vägbom,,0,>20-50 meter,"N2000-SCI, NR","Gullmarsberg (2000390), Gullmarsberg (SE0520045)","2000390, SE0520045",,,58.375689,11.6479033,https://www.openstreetmap.org/?mlat=58.375689&mlon=11.6479033#map=18/58.375689/11.6479033,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.375689,11.6479033););out center;"
33776500,30389023,Vägbom Öjenäsbäcken,Vägbom,Vägbom,Vägbommen är stängd,0,Okänd noggrannhet,NR,Öjenäsbäcken (2023292),2023292,,,59.7558837,12.4788699,https://www.openstreetmap.org/?mlat=59.7558837&mlon=12.4788699#map=18/59.7558837/12.4788699,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7558837,12.4788699););out center;"
33779473,30383139,Vägbom Skarp-Juberget,Vägbom,Vägbom,Kan vara låst.,0,Okänd noggrannhet,NR,Skarp-Juberget (2005555),2005555,,,60.8516196,12.3742028,https://www.openstreetmap.org/?mlat=60.8516196&mlon=12.3742028#map=18/60.8516196/12.3742028,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.8516196,12.3742028););out center;"
33777526,30382445,Vägbom,Vägbom,Vägbom,,0,<= 20 meter,NR,Barkerydssjön (2023290),2023290,,,57.7211657,14.5781218,https://www.openstreetmap.org/?mlat=57.7211657&mlon=14.5781218#map=18/57.7211657/14.5781218,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.7211657,14.5781218););out center;"
33776775,30380006,,Vägbom,Vägbom,,0,>20-50 meter,"N2000-SCI, NR","Näcksjövarden (2002480), Näcksjövarden (SE0620042)","2002480, SE0620042",,,61.3667665,14.3303926,https://www.openstreetmap.org/?mlat=61.3667665&mlon=14.3303926#map=18/61.3667665/14.3303926,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,61.3667665,14.3303926););out center;"
33778327,30379893,,Vägbom,Vägbom,,0,Okänd noggrannhet,"N2000-SCI, NR","Notteryd (2014536), Notteryd (SE0320154)","2014536, SE0320154",,,56.923276,14.896306,https://www.openstreetmap.org/?mlat=56.923276&mlon=14.896306#map=18/56.923276/14.896306,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.923276,14.896306););out center;"
33777465,30379892,,Vägbom,Vägbom,,0,Okänd noggrannhet,NR,Notteryd (2014536),2014536,,,56.909289,14.886106,https://www.openstreetmap.org/?mlat=56.909289&mlon=14.886106#map=18/56.909289/14.886106,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.909289,14.886106););out center;"
33777466,30379891,,Vägbom,Vägbom,,0,Okänd noggrannhet,NR,Notteryd (2014536),2014536,,,56.908703,14.886893,https://www.openstreetmap.org/?mlat=56.908703&mlon=14.886893#map=18/56.908703/14.886893,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.908703,14.886893););out center;"
33776012,30379403,,Vägbom,Vägbom,,0,,"N2000-SCI, NVO","Lilla Älvgången (2002710), Lilla Älvgången (SE0620240)","2002710, SE0620240",,,60.2725237,16.0166648,https://www.openstreetmap.org/?mlat=60.2725237&mlon=16.0166648#map=18/60.2725237/16.0166648,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.2725237,16.0166648););out center;"
33780529,30325655,,Vägbom,Vägbom,,0,Okänd noggrannhet,NR,Hådells gammelskog (2000704),2000704,,,60.9438112,17.0509959,https://www.openstreetmap.org/?mlat=60.9438112&mlon=17.0509959#map=18/60.9438112/17.0509959,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.9438112,17.0509959););out center;"
33771451,24113_ovrig_anordning_punkt,,Vägbom,Vägbom,Vägen är bommad i tjällossningstid.,0,Okänd noggrannhet,NR,Fräkensjömyrarna (2002226),2002226,,,60.1806569,13.9174667,https://www.openstreetmap.org/?mlat=60.1806569&mlon=13.9174667#map=18/60.1806569/13.9174667,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.1806569,13.9174667););out center;"
33771445,23793_ovrig_anordning_punkt,,Vägbom,Vägbom,Vägen är bommad i tjällossningstid.,0,Okänd noggrannhet,NR,Fräkensjömyrarna (2002226),2002226,,,60.1493524,13.9299706,https://www.openstreetmap.org/?mlat=60.1493524&mlon=13.9299706#map=18/60.1493524/13.9299706,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.1493524,13.9299706););out center;"
33781798,23792_ovrig_anordning_punkt,,Vägbom,Vägbom,Vägen är bommad i tjällossningstid.,0,Okänd noggrannhet,NR,Fräkensjömyrarna (2002226),2002226,,,60.1485566,13.9163593,https://www.openstreetmap.org/?mlat=60.1485566&mlon=13.9163593#map=18/60.1485566/13.9163593,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.1485566,13.9163593););out center;"
33789115,30208828,Vägbom med kodlås,Vägbom,Vägbom,"Bomen får passeras för transport av personer med fysisk funktionsnedsättning. Ring Länsstyrelsens växel 010-224 70 00 för bomkod. Uppge namn, registreringsnummer och ärende.",0,<= 20 meter,NR,Segerstads skärgård (2002165),2002165,,,59.2983003,13.2920542,https://www.openstreetmap.org/?mlat=59.2983003&mlon=13.2920542#map=18/59.2983003/13.2920542,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2983003,13.2920542););out center;"
33782761,30568591,Vadställe,Vadställe,Vadställe,Vadställe vid högt vattenflöde.,0,<= 20 meter,NR,Hällingsåfallet (2001199),2001199,,,64.3523602,14.3980601,https://www.openstreetmap.org/?mlat=64.3523602&mlon=14.3980601#map=18/64.3523602/14.3980601,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.3523602,14.3980601););out center;"
