OBJECTID,ANORDNING_ID,ANORDNINGNAMN,TYP,UNDERTYP,BESKRIVNING,NP,GEOMETRIKVALITET,SKYDDSTYP_KOD,SKYDDATOMRADE,SKYDDATOMRADE_ID,STATLIGLED,STATLIGLED_ID,latitude_wgs84,longitude_wgs84,osm_link,osm_nearby_link
33781568,30513791,Informationsskylt Örtjärnsskogen,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Örtjärnsskogen (2047400),2047400,,,59.9187829,15.6550868,https://www.openstreetmap.org/?mlat=59.9187829&mlon=15.6550868#map=18/59.9187829/15.6550868,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.9187829,15.6550868););out center;"
33781567,30513789,Informationsskylt Örtjärnsskogen,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Örtjärnsskogen (2047400),2047400,,,59.9274904,15.6556299,https://www.openstreetmap.org/?mlat=59.9274904&mlon=15.6556299#map=18/59.9274904/15.6556299,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.9274904,15.6556299););out center;"
33790066,30513739,Informationsskylt Baggå,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Baggå (2024289),2024289,,,59.896405,15.5348975,https://www.openstreetmap.org/?mlat=59.896405&mlon=15.5348975#map=18/59.896405/15.5348975,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.896405,15.5348975););out center;"
33790064,30513733,Informationsskylt Baggå,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Baggå (2024289),2024289,,,59.9024665,15.5399326,https://www.openstreetmap.org/?mlat=59.9024665&mlon=15.5399326#map=18/59.9024665/15.5399326,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.9024665,15.5399326););out center;"
33781348,30513721,Informationsskylt Rödmossen,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Rödmossen (2020245),2020245,,,60.0770209,15.869374,https://www.openstreetmap.org/?mlat=60.0770209&mlon=15.869374#map=18/60.0770209/15.869374,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.0770209,15.869374););out center;"
33790062,30513701,Informationsskyllt Rödmossen,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Rödmossen (2020245),2020245,,,60.0794781,15.8757552,https://www.openstreetmap.org/?mlat=60.0794781&mlon=15.8757552#map=18/60.0794781/15.8757552,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.0794781,15.8757552););out center;"
33790061,30513663,Informationstavla,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Hambrar (2041611),2041611,,,57.4221609,18.6646911,https://www.openstreetmap.org/?mlat=57.4221609&mlon=18.6646911#map=18/57.4221609/18.6646911,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.4221609,18.6646911););out center;"
33790060,30513634,,Information,Platsinformation,,0,<= 20 meter,"N2000-SCI, NR","Fide lövskog (2043066), Fide prästänge (SE0340129)","2043066, SE0340129",,,57.0828859,18.3097112,https://www.openstreetmap.org/?mlat=57.0828859&mlon=18.3097112#map=18/57.0828859/18.3097112,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.0828859,18.3097112););out center;"
33784656,30513420,,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Bispbergs klack (2002082),2002082,,,60.361497,15.7974511,https://www.openstreetmap.org/?mlat=60.361497&mlon=15.7974511#map=18/60.361497/15.7974511,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.361497,15.7974511););out center;"
33789807,30513356,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Bosarve lövskog (2014006),2014006,,,57.2548401,18.2285729,https://www.openstreetmap.org/?mlat=57.2548401&mlon=18.2285729#map=18/57.2548401/18.2285729,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2548401,18.2285729););out center;"
33786005,30513298,,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Håmansmaren (2046108),2046108,,,60.7664938,17.3079044,https://www.openstreetmap.org/?mlat=60.7664938&mlon=17.3079044#map=18/60.7664938/17.3079044,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7664938,17.3079044););out center;"
33781137,30513257,Informationstavla,Information,Områdesskyddsinformation,,0,<= 20 meter,"N2000-SCI, NR","Jungfrun (2000121), Jungfrun (SE0340209)","2000121, SE0340209",,,57.8281811,18.5013613,https://www.openstreetmap.org/?mlat=57.8281811&mlon=18.5013613#map=18/57.8281811/18.5013613,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.8281811,18.5013613););out center;"
33781086,30513235,Informationstavla,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Jungfrun (2000121),2000121,,,57.8302686,18.4992236,https://www.openstreetmap.org/?mlat=57.8302686&mlon=18.4992236#map=18/57.8302686/18.4992236,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.8302686,18.4992236););out center;"
33778078,30513225,"infoskylt områdesskydd vid Stenmalsvägen, Tullviksbäcken",Information,Områdesskyddsinformation,,0,>20-50 meter,NR,Tullviksbäcken (2000881),2000881,,,60.0556345,18.8334243,https://www.openstreetmap.org/?mlat=60.0556345&mlon=18.8334243#map=18/60.0556345/18.8334243,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.0556345,18.8334243););out center;"
33781177,30513120,,Information,Områdesskyddsinformation,,0,>20-50 meter,NR,Myrbacken (2046794),2046794,,,59.7954451,18.5188748,https://www.openstreetmap.org/?mlat=59.7954451&mlon=18.5188748#map=18/59.7954451/18.5188748,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7954451,18.5188748););out center;"
33789498,30512899,,Information,Områdesskyddsinformation,,0,>20-50 meter,NR,Västanå (2001378),2001378,,,57.9725971,14.3767155,https://www.openstreetmap.org/?mlat=57.9725971&mlon=14.3767155#map=18/57.9725971/14.3767155,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.9725971,14.3767155););out center;"
33789078,30512889,,Information,Områdesskyddsinformation,,0,>20-50 meter,NR,Västanå (2001378),2001378,,,57.9905992,14.4184436,https://www.openstreetmap.org/?mlat=57.9905992&mlon=14.4184436#map=18/57.9905992/14.4184436,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.9905992,14.4184436););out center;"
33789497,30512843,Informationstavla,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Själsöån (2014004),2014004,,,57.6934102,18.3549686,https://www.openstreetmap.org/?mlat=57.6934102&mlon=18.3549686#map=18/57.6934102/18.3549686,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.6934102,18.3549686););out center;"
33781176,30512823,Informationstavla,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Själsöån (2014004),2014004,,,57.6938707,18.3584558,https://www.openstreetmap.org/?mlat=57.6938707&mlon=18.3584558#map=18/57.6938707/18.3584558,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.6938707,18.3584558););out center;"
33789496,30512443,Informationsskylt Vitmossa,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.2990296,13.9842869,https://www.openstreetmap.org/?mlat=57.2990296&mlon=13.9842869#map=18/57.2990296/13.9842869,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2990296,13.9842869););out center;"
33789805,30512424,Informationsskylt Rocknar,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.2896223,13.9667291,https://www.openstreetmap.org/?mlat=57.2896223&mlon=13.9667291#map=18/57.2896223/13.9667291,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2896223,13.9667291););out center;"
33784638,30512411,Informationsskylt Vintergatan,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.2750174,13.9131754,https://www.openstreetmap.org/?mlat=57.2750174&mlon=13.9131754#map=18/57.2750174/13.9131754,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2750174,13.9131754););out center;"
33780987,30512397,Informationsskylt Sileshår,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.2904981,13.9749606,https://www.openstreetmap.org/?mlat=57.2904981&mlon=13.9749606#map=18/57.2904981/13.9749606,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2904981,13.9749606););out center;"
33789803,30512391,Informationsskylt Skötsel av nationalparken,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.2202989,13.9286532,https://www.openstreetmap.org/?mlat=57.2202989&mlon=13.9286532#map=18/57.2202989/13.9286532,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2202989,13.9286532););out center;"
33785730,30512383,Informationsskylt Kävsjön,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.3085452,13.938745,https://www.openstreetmap.org/?mlat=57.3085452&mlon=13.938745#map=18/57.3085452/13.938745,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.3085452,13.938745););out center;"
33789801,30512374, Informationsskylt Fladdermöss,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.3165563,13.9723149,https://www.openstreetmap.org/?mlat=57.3165563&mlon=13.9723149#map=18/57.3165563/13.9723149,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.3165563,13.9723149););out center;"
33789731,30512364,Informationsskylt Storspov,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.2936736,13.9365703,https://www.openstreetmap.org/?mlat=57.2936736&mlon=13.9365703#map=18/57.2936736/13.9365703,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2936736,13.9365703););out center;"
33770128,30512179,Reservatsskylt Hemfallet,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Hemfallet (2049118),2049118,,,59.7006441,16.5270631,https://www.openstreetmap.org/?mlat=59.7006441&mlon=16.5270631#map=18/59.7006441/16.5270631,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7006441,16.5270631););out center;"
33789494,30512173,,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Årnäsudden (2001975),2001975,,,57.1878765,12.1631418,https://www.openstreetmap.org/?mlat=57.1878765&mlon=12.1631418#map=18/57.1878765/12.1631418,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.1878765,12.1631418););out center;"
33770127,30512166,,Information,Platsinformation,,0,<= 20 meter,NR,Årnäsudden (2001975),2001975,,,57.1878852,12.1631398,https://www.openstreetmap.org/?mlat=57.1878852&mlon=12.1631398#map=18/57.1878852/12.1631398,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.1878852,12.1631398););out center;"
33770126,30512158,Informationstavla om naturreservatet,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Halmmyran (2027512),2027512,,,62.5774012,15.7509857,https://www.openstreetmap.org/?mlat=62.5774012&mlon=15.7509857#map=18/62.5774012/15.7509857,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.5774012,15.7509857););out center;"
33770124,30512138,Informationstavla om naturreservatet,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Halmmyran (2027512),2027512,,,62.5830539,15.7632767,https://www.openstreetmap.org/?mlat=62.5830539&mlon=15.7632767#map=18/62.5830539/15.7632767,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.5830539,15.7632767););out center;"
33780233,30512016,,Information,Områdesskyddsinformation,,0,Okänd noggrannhet,NR,Lundbosjön (2052181),2052181,,,60.7506627,16.9202126,https://www.openstreetmap.org/?mlat=60.7506627&mlon=16.9202126#map=18/60.7506627/16.9202126,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7506627,16.9202126););out center;"
33780244,30511994,,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Lundbosjön (2052181),2052181,,,60.7686449,16.9658056,https://www.openstreetmap.org/?mlat=60.7686449&mlon=16.9658056#map=18/60.7686449/16.9658056,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7686449,16.9658056););out center;"
33780240,30511987,,Information,Områdesskyddsinformation,,0,Okänd noggrannhet,NR,Lundbosjön (2052181),2052181,,,60.769277,16.9411748,https://www.openstreetmap.org/?mlat=60.769277&mlon=16.9411748#map=18/60.769277/16.9411748,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.769277,16.9411748););out center;"
33780237,30511982,,Information,Områdesskyddsinformation,,0,Okänd noggrannhet,NR,Lundbosjön (2052181),2052181,,,60.7690795,16.9317498,https://www.openstreetmap.org/?mlat=60.7690795&mlon=16.9317498#map=18/60.7690795/16.9317498,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7690795,16.9317498););out center;"
33780238,30511978,,Information,Områdesskyddsinformation,,0,Okänd noggrannhet,NR,Lundbosjön (2052181),2052181,,,60.7692304,16.9284713,https://www.openstreetmap.org/?mlat=60.7692304&mlon=16.9284713#map=18/60.7692304/16.9284713,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7692304,16.9284713););out center;"
33781457,30511911,Info-skylt Gullspångsforsen,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Gullspångsälven (2004485),2004485,,,58.9873621,14.1119918,https://www.openstreetmap.org/?mlat=58.9873621&mlon=14.1119918#map=18/58.9873621/14.1119918,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9873621,14.1119918););out center;"
33782035,30511568,,Information,Områdesskyddsinformation,,0,>100-200 meter,"N2000-SCI, NR","Hornbobrändan (2045293), Hornbobrändan (SE0620292)","2045293, SE0620292",,,60.7866378,16.1247388,https://www.openstreetmap.org/?mlat=60.7866378&mlon=16.1247388#map=18/60.7866378/16.1247388,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7866378,16.1247388););out center;"
33782034,30511567,,Information,Områdesskyddsinformation,,0,>100-200 meter,NR,Hornbobrändan (2045293),2045293,,,60.7900121,16.1179649,https://www.openstreetmap.org/?mlat=60.7900121&mlon=16.1179649#map=18/60.7900121/16.1179649,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7900121,16.1179649););out center;"
33781886,30511138,Informationsskylt Lacka naturreservat,Information,Områdesskyddsinformation,,0,<= 20 meter,"N2000-SPA/SCI, NR","Lacka (2001926), Skärgårdsreservaten (SE0220129)","2001926, SE0220129",,,58.7544242,17.5650793,https://www.openstreetmap.org/?mlat=58.7544242&mlon=17.5650793#map=18/58.7544242/17.5650793,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.7544242,17.5650793););out center;"
33781660,30511089,,Information,Områdesskyddsinformation,,0,>50-100 meter,NR,Tallbergsklitten (2045872),2045872,,,60.9686754,16.0190112,https://www.openstreetmap.org/?mlat=60.9686754&mlon=16.0190112#map=18/60.9686754/16.0190112,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.9686754,16.0190112););out center;"
33770238,30511043,Information,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Steningekusten (2001401),2001401,,,56.7673113,12.6295982,https://www.openstreetmap.org/?mlat=56.7673113&mlon=12.6295982#map=18/56.7673113/12.6295982,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.7673113,12.6295982););out center;"
33770235,30510984,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.0778056,14.070342,https://www.openstreetmap.org/?mlat=58.0778056&mlon=14.070342#map=18/58.0778056/14.070342,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0778056,14.070342););out center;"
33770234,30510975,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.0429546,14.043855,https://www.openstreetmap.org/?mlat=58.0429546&mlon=14.043855#map=18/58.0429546/14.043855,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0429546,14.043855););out center;"
33781047,30510964,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.0656461,14.091479,https://www.openstreetmap.org/?mlat=58.0656461&mlon=14.091479#map=18/58.0656461/14.091479,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0656461,14.091479););out center;"
33789322,30510962,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.0614812,14.0764031,https://www.openstreetmap.org/?mlat=58.0614812&mlon=14.0764031#map=18/58.0614812/14.0764031,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0614812,14.0764031););out center;"
33770233,30510937,,Information,Karta,,0,<= 20 meter,NR,Idhult (2001715),2001715,,,57.9961417,15.9499406,https://www.openstreetmap.org/?mlat=57.9961417&mlon=15.9499406#map=18/57.9961417/15.9499406,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.9961417,15.9499406););out center;"
33781037,30510925,,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Övre Lia (2029078),2029078,,,57.170257,12.5718046,https://www.openstreetmap.org/?mlat=57.170257&mlon=12.5718046#map=18/57.170257/12.5718046,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.170257,12.5718046););out center;"
33781046,30510921,,Information,Karta,,0,<= 20 meter,NR,Idhult (2001715),2001715,,,57.995491,15.9475676,https://www.openstreetmap.org/?mlat=57.995491&mlon=15.9475676#map=18/57.995491/15.9475676,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.995491,15.9475676););out center;"
33781045,30510884,,Information,Områdesskyddsinformation,,0,>50-100 meter,"N2000-SCI, NR","Näcksjövarden (2002480), Näcksjövarden (SE0620042)","2002480, SE0620042",,,61.3705815,14.3104693,https://www.openstreetmap.org/?mlat=61.3705815&mlon=14.3104693#map=18/61.3705815/14.3104693,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,61.3705815,14.3104693););out center;"
33789642,30510863,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.0882407,14.0833431,https://www.openstreetmap.org/?mlat=58.0882407&mlon=14.0833431#map=18/58.0882407/14.0833431,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0882407,14.0833431););out center;"
33771169,30510862,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.1007374,14.117807,https://www.openstreetmap.org/?mlat=58.1007374&mlon=14.117807#map=18/58.1007374/14.117807,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.1007374,14.117807););out center;"
33770232,30510860,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.0979734,14.0751066,https://www.openstreetmap.org/?mlat=58.0979734&mlon=14.0751066#map=18/58.0979734/14.0751066,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0979734,14.0751066););out center;"
33790059,30510857,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.0996817,14.0943476,https://www.openstreetmap.org/?mlat=58.0996817&mlon=14.0943476#map=18/58.0996817/14.0943476,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0996817,14.0943476););out center;"
33790058,30510855,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.1055296,14.0885133,https://www.openstreetmap.org/?mlat=58.1055296&mlon=14.0885133#map=18/58.1055296/14.0885133,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.1055296,14.0885133););out center;"
33789730,30510852,,Information,Områdesskyddsinformation,,0,<= 20 meter,NVO,Hökensås (2001952),2001952,,,58.1347712,14.1020875,https://www.openstreetmap.org/?mlat=58.1347712&mlon=14.1020875#map=18/58.1347712/14.1020875,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.1347712,14.1020875););out center;"
33771161,30510743,Informationsskylt Skötsel av nationalparken,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.3018229,13.9282444,https://www.openstreetmap.org/?mlat=57.3018229&mlon=13.9282444#map=18/57.3018229/13.9282444,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.3018229,13.9282444););out center;"
33771259,30510740,Informationsskylt Föreningen Store Mosse nationalpark,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.3003246,13.9307171,https://www.openstreetmap.org/?mlat=57.3003246&mlon=13.9307171#map=18/57.3003246/13.9307171,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.3003246,13.9307171););out center;"
33790057,30510738,Informationsskylt Trollsländor,Information,Områdesskyddsinformation,,1,<= 20 meter,NP,Store Mosse (2001362),2001362,,,57.2957667,13.9354742,https://www.openstreetmap.org/?mlat=57.2957667&mlon=13.9354742#map=18/57.2957667/13.9354742,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2957667,13.9354742););out center;"
33784433,30510440,Infoskylt på stranden i Sandön,Information,Områdesskyddsinformation,,0,<= 20 meter,"N2000-SCI, NR","Jonstorp-Vegeåns mynning (2042687), Jonstorp-Vegeåns mynning (SE0430147)","2042687, SE0430147",,,56.2225397,12.7815348,https://www.openstreetmap.org/?mlat=56.2225397&mlon=12.7815348#map=18/56.2225397/12.7815348,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.2225397,12.7815348););out center;"
33784431,30510439,Infoskylt mitt på Sandön,Information,Områdesskyddsinformation,,0,<= 20 meter,"N2000-SCI, NR","Jonstorp-Vegeåns mynning (2042687), Jonstorp-Vegeåns mynning (SE0430147)","2042687, SE0430147",,,56.2223714,12.7816228,https://www.openstreetmap.org/?mlat=56.2223714&mlon=12.7816228#map=18/56.2223714/12.7816228,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.2223714,12.7816228););out center;"
33781171,30510437,Skylt vid parkering,Information,Områdesskyddsinformation,,0,<= 20 meter,"N2000-SCI, NR","Jonstorp-Vegeåns mynning (2042687), Jonstorp-Vegeåns mynning (SE0430147)","2042687, SE0430147",,,56.2192139,12.7827323,https://www.openstreetmap.org/?mlat=56.2192139&mlon=12.7827323#map=18/56.2192139/12.7827323,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.2192139,12.7827323););out center;"
33784432,30510436,Infoskylt vid busshållsplatsen,Information,Områdesskyddsinformation,,0,<= 20 meter,"N2000-SCI, NR","Jonstorp-Vegeåns mynning (2042687), Jonstorp-Vegeåns mynning (SE0430147)","2042687, SE0430147",,,56.2180422,12.7691876,https://www.openstreetmap.org/?mlat=56.2180422&mlon=12.7691876#map=18/56.2180422/12.7691876,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.2180422,12.7691876););out center;"
33789321,30510406,,Information,Områdesskyddsinformation,,0,>20-50 meter,NR,Älmö (2044951),2044951,,,57.0120301,12.9697297,https://www.openstreetmap.org/?mlat=57.0120301&mlon=12.9697297#map=18/57.0120301/12.9697297,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.0120301,12.9697297););out center;"
33781172,30510347,"Temaskylt ""Andersö väderkvarn""",Information,Platsinformation,,0,<= 20 meter,NR,Andersön (2000895),2000895,,,63.1578591,14.4259258,https://www.openstreetmap.org/?mlat=63.1578591&mlon=14.4259258#map=18/63.1578591/14.4259258,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.1578591,14.4259258););out center;"
33781288,30510334,"Temaskylt ""Naturvårdsbränning""",Information,Platsinformation,,0,<= 20 meter,NR,Andersön (2000895),2000895,,,63.15856,14.4347867,https://www.openstreetmap.org/?mlat=63.15856&mlon=14.4347867#map=18/63.15856/14.4347867,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.15856,14.4347867););out center;"
33771992,30510332,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Andersön (2000895),2000895,,,63.1585529,14.4347983,https://www.openstreetmap.org/?mlat=63.1585529&mlon=14.4347983#map=18/63.1585529/14.4347983,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.1585529,14.4347983););out center;"
33772336,30510327,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Skåarnja (2047179),2047179,,,64.9676168,14.2047167,https://www.openstreetmap.org/?mlat=64.9676168&mlon=14.2047167#map=18/64.9676168/14.2047167,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.9676168,14.2047167););out center;"
33772335,30510325,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Skåarnja (2047179),2047179,,,64.9799645,14.2141502,https://www.openstreetmap.org/?mlat=64.9799645&mlon=14.2141502#map=18/64.9799645/14.2141502,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.9799645,14.2141502););out center;"
33772332,30510324,Ledterminal Karitjärn,Information,Information,,0,<= 20 meter,NR,Skåarnja (2047179),2047179,,,64.9800062,14.2139462,https://www.openstreetmap.org/?mlat=64.9800062&mlon=14.2139462#map=18/64.9800062/14.2139462,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.9800062,14.2139462););out center;"
33772328,30510321,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Skåarnja (2047179),2047179,,,65.0710737,14.3964219,https://www.openstreetmap.org/?mlat=65.0710737&mlon=14.3964219#map=18/65.0710737/14.3964219,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.0710737,14.3964219););out center;"
33780986,30510261,Informationsskylt,Information,Platsinformation,,0,<= 20 meter,NR,Ändsjön (2000894),2000894,,,63.1790438,14.5762105,https://www.openstreetmap.org/?mlat=63.1790438&mlon=14.5762105#map=18/63.1790438/14.5762105,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.1790438,14.5762105););out center;"
33780985,30510260,Informationsskylt,Information,Platsinformation,,0,<= 20 meter,NR,Ändsjön (2000894),2000894,,,63.1783531,14.5667809,https://www.openstreetmap.org/?mlat=63.1783531&mlon=14.5667809#map=18/63.1783531/14.5667809,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.1783531,14.5667809););out center;"
33780983,30510252,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Mörtsjöberget (2049340),2049340,,,63.4711,15.5813245,https://www.openstreetmap.org/?mlat=63.4711&mlon=15.5813245#map=18/63.4711/15.5813245,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.4711,15.5813245););out center;"
33780984,30510245,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Mellgårdsbackarna (2049979),2049979,,,62.8660364,15.293685,https://www.openstreetmap.org/?mlat=62.8660364&mlon=15.293685#map=18/62.8660364/15.293685,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.8660364,15.293685););out center;"
33783714,30510235,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Källmyren  (2048581),2048581,,,63.2348223,14.7688796,https://www.openstreetmap.org/?mlat=63.2348223&mlon=14.7688796#map=18/63.2348223/14.7688796,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.2348223,14.7688796););out center;"
33780982,30510225,Informationsskylt,Information,Områdesskyddsinformation,,0,<= 20 meter,NR,Ljusberget (2049344),2049344,,,63.259388,14.7496518,https://www.openstreetmap.org/?mlat=63.259388&mlon=14.7496518#map=18/63.259388/14.7496518,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.259388,14.7496518););out center;"
