OBJECTID,GEOMETRIKVALITET,LED_ID,LEDNAMN,BESKRIVNING,LEDMARKERING,LEDTYP,LEDKATEGORI,STATLIGLED,STATLIGLED_ID,SKYDDATOMRADE,SKYDDATOMRADE_ID,LEDLANGD,SHAPE.LEN,latitude_wgs84,longitude_wgs84,osm_link,osm_nearby_link
12347649,Okänd noggrannhet,30207711,Led Hygntornet,Lättgången led på flack mark genom öppna marker ut till stora fågeltornet.,,Vandringsled,Barmarksled,,,Inre Kilsviken (2002209),2002209,933,933.252884865883,59.1187549,14.0863972,https://www.openstreetmap.org/?mlat=59.1187549&mlon=14.0863972#map=18/59.1187549/14.0863972,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.1187549,14.0863972););out center;"
12345319,Okänd noggrannhet,30208094,Led Åbengtshöjden,Leden går genom kuperad skogsterräng.,Orange markering på träd,Vandringsled,Barmarksled,,,Åbengtshöjden (2002227),2002227,4039,4038.95449174816,59.8157852,14.3724493,https://www.openstreetmap.org/?mlat=59.8157852&mlon=14.3724493#map=18/59.8157852/14.3724493,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.8157852,14.3724493););out center;"
12348897,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,259.40319261292,59.7414318,14.2849131,https://www.openstreetmap.org/?mlat=59.7414318&mlon=14.2849131#map=18/59.7414318/14.2849131,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7414318,14.2849131););out center;"
12351843,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,470.864921340946,59.7478581,14.2901482,https://www.openstreetmap.org/?mlat=59.7478581&mlon=14.2901482#map=18/59.7478581/14.2901482,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7478581,14.2901482););out center;"
12351841,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,8.12618292927251,59.7421434,14.2868238,https://www.openstreetmap.org/?mlat=59.7421434&mlon=14.2868238#map=18/59.7421434/14.2868238,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7421434,14.2868238););out center;"
12351840,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,121.269698892166,59.74671,14.2871202,https://www.openstreetmap.org/?mlat=59.74671&mlon=14.2871202#map=18/59.74671/14.2871202,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.74671,14.2871202););out center;"
12351838,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,185.14126183244,59.7424922,14.2793439,https://www.openstreetmap.org/?mlat=59.7424922&mlon=14.2793439#map=18/59.7424922/14.2793439,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7424922,14.2793439););out center;"
12351837,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,353.709158662112,59.7448566,14.2879539,https://www.openstreetmap.org/?mlat=59.7448566&mlon=14.2879539#map=18/59.7448566/14.2879539,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7448566,14.2879539););out center;"
12351836,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,125.945521916534,59.7457568,14.2877638,https://www.openstreetmap.org/?mlat=59.7457568&mlon=14.2877638#map=18/59.7457568/14.2877638,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7457568,14.2877638););out center;"
12355102,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,52.7298564340994,59.7422765,14.2871481,https://www.openstreetmap.org/?mlat=59.7422765&mlon=14.2871481#map=18/59.7422765/14.2871481,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7422765,14.2871481););out center;"
12355729,Okänd noggrannhet,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,829.490080485509,59.7433853,14.2860352,https://www.openstreetmap.org/?mlat=59.7433853&mlon=14.2860352#map=18/59.7433853/14.2860352,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7433853,14.2860352););out center;"
12355728,Okänd noggrannhet,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,992.081683622995,59.7475132,14.282954,https://www.openstreetmap.org/?mlat=59.7475132&mlon=14.282954#map=18/59.7475132/14.282954,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7475132,14.282954););out center;"
12355646,Okänd noggrannhet,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,122.167467182705,59.7488222,14.2896276,https://www.openstreetmap.org/?mlat=59.7488222&mlon=14.2896276#map=18/59.7488222/14.2896276,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7488222,14.2896276););out center;"
12350118,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,200.765498454616,59.7459599,14.2891975,https://www.openstreetmap.org/?mlat=59.7459599&mlon=14.2891975#map=18/59.7459599/14.2891975,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7459599,14.2891975););out center;"
12350117,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,18.9718918922178,59.7457269,14.290618,https://www.openstreetmap.org/?mlat=59.7457269&mlon=14.290618#map=18/59.7457269/14.290618,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7457269,14.290618););out center;"
12352041,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,200.433189732878,59.7411484,14.2809047,https://www.openstreetmap.org/?mlat=59.7411484&mlon=14.2809047#map=18/59.7411484/14.2809047,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7411484,14.2809047););out center;"
12352040,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,1.16540971765298,59.7431124,14.2797198,https://www.openstreetmap.org/?mlat=59.7431124&mlon=14.2797198#map=18/59.7431124/14.2797198,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7431124,14.2797198););out center;"
12352039,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,104.730513923558,59.7462996,14.2908821,https://www.openstreetmap.org/?mlat=59.7462996&mlon=14.2908821#map=18/59.7462996/14.2908821,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7462996,14.2908821););out center;"
12352038,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,430.07752357512,59.7435624,14.2897131,https://www.openstreetmap.org/?mlat=59.7435624&mlon=14.2897131#map=18/59.7435624/14.2897131,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7435624,14.2897131););out center;"
12352037,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,194.649892215147,59.7468422,14.2883663,https://www.openstreetmap.org/?mlat=59.7468422&mlon=14.2883663#map=18/59.7468422/14.2883663,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7468422,14.2883663););out center;"
12348040,<= 20 meter,30207437,Göljahultslingan,Smal stig i lite kuperad terräng med mindre stenar i stigen. Inte tillgänglighetsanpassad.,,Naturstig,Barmarksled,,,Göljahult (2000032),2000032,203,194.612483662114,56.4405912,15.253312,https://www.openstreetmap.org/?mlat=56.4405912&mlon=15.253312#map=18/56.4405912/15.253312,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.4405912,15.253312););out center;"
12348039,<= 20 meter,30207437,Göljahultslingan,Smal stig i lite kuperad terräng med mindre stenar i stigen. Inte tillgänglighetsanpassad.,,Naturstig,Barmarksled,,,Göljahult (2000032),2000032,203,8.462,56.4401724,15.2536094,https://www.openstreetmap.org/?mlat=56.4401724&mlon=15.2536094#map=18/56.4401724/15.2536094,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.4401724,15.2536094););out center;"
12347558,>20-50 meter,30208693,Korta leden Segolstorpshöjden,"Segoltorpshöjdens korta ledslinga snirklar sig upp och ner i det kuperade skogslandskapet runt Björndolpan, där sluten granskog omväxlar med utsikt över små tjärnar och gläntor med grova aspar. Det är bitvis rejält kuperat och man passerar några myrar där det krävs vattentäta kängor eller stövlar för att man ska kunna passera torrskodd. ",Orange markering,Vandringsled,Barmarksled,,,Segolstorpshöjden (2004500),2004500,1692,1692.28959925931,59.3476285,12.5874802,https://www.openstreetmap.org/?mlat=59.3476285&mlon=12.5874802#map=18/59.3476285/12.5874802,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3476285,12.5874802););out center;"
12346932,<= 20 meter,30208697,Led Ulvfjället,Vandringsleden går upp mellan branta hällar till Ulvfjällets topp. Genom den glesa hällmarkstallskogen på toppen öppnar sig till vida utsikter över omgivande trakter. ,Orange markeringar,Vandringsled,Barmarksled,,,Ulvfjället (2004499),2004499,1910,1050.40739243698,59.3533942,12.5755897,https://www.openstreetmap.org/?mlat=59.3533942&mlon=12.5755897#map=18/59.3533942/12.5755897,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3533942,12.5755897););out center;"
12346931,<= 20 meter,30208697,Led Ulvfjället,Vandringsleden går upp mellan branta hällar till Ulvfjällets topp. Genom den glesa hällmarkstallskogen på toppen öppnar sig till vida utsikter över omgivande trakter. ,Orange markeringar,Vandringsled,Barmarksled,,,Ulvfjället (2004499),2004499,1910,859.941328259899,59.3553073,12.5810461,https://www.openstreetmap.org/?mlat=59.3553073&mlon=12.5810461#map=18/59.3553073/12.5810461,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3553073,12.5810461););out center;"
12350817,Okänd noggrannhet,30208705,Led Vimyren,"Vandringen i Vimyren bjuder på både gammelskog och myr i bitvis kuperad terräng. 
Vissa sträckor av vandringsleden är spångade. Vid fuktig väderlek kan spängerna vara hala. 

",Orange färg,Vandringsled,Barmarksled,,,Vimyren (2002126),2002126,3075,3074.98927096806,60.2973032,13.2596223,https://www.openstreetmap.org/?mlat=60.2973032&mlon=13.2596223#map=18/60.2973032/13.2596223,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.2973032,13.2596223););out center;"
12345243,<= 20 meter,30208790,Led Hamnvägen,Förbindelseled Arnäs Udde - Blå slingan. Lättvandrad men ej rullstolsanpassad.,Tydligt upptrampad stig,Vandringsled,Barmarksled,,,Segerstads skärgård (2002165),2002165,506,505.926755994076,59.2902946,13.2984274,https://www.openstreetmap.org/?mlat=59.2902946&mlon=13.2984274#map=18/59.2902946/13.2984274,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2902946,13.2984274););out center;"
12347130,<= 20 meter,30208121,,,Blått,Vandringsled,Barmarksled,,,Sundsjöåsen (2000686),2000686,4355,1740.28449044661,62.6334981,16.8676579,https://www.openstreetmap.org/?mlat=62.6334981&mlon=16.8676579#map=18/62.6334981/16.8676579,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.6334981,16.8676579););out center;"
12346070,<= 20 meter,30208121,,,Blått,Vandringsled,Barmarksled,,,Sundsjöåsen (2000686),2000686,4355,1543.9310389182,62.6327247,16.8612584,https://www.openstreetmap.org/?mlat=62.6327247&mlon=16.8612584#map=18/62.6327247/16.8612584,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.6327247,16.8612584););out center;"
12346069,<= 20 meter,30208121,,,Blått,Vandringsled,Barmarksled,,,Sundsjöåsen (2000686),2000686,4355,719.928417175415,62.6384012,16.8513804,https://www.openstreetmap.org/?mlat=62.6384012&mlon=16.8513804#map=18/62.6384012/16.8513804,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.6384012,16.8513804););out center;"
12346068,<= 20 meter,30208121,,,Blått,Vandringsled,Barmarksled,,,Sundsjöåsen (2000686),2000686,4355,351.338866504509,62.6399751,16.8586881,https://www.openstreetmap.org/?mlat=62.6399751&mlon=16.8586881#map=18/62.6399751/16.8586881,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.6399751,16.8586881););out center;"
12346723,>20-50 meter,30208336,Stigen längst Brånsån,,blå markering,Vandringsled,Barmarksled,,,Brånsån (2002835),2002835,985,984.978087640365,62.615718,17.7131566,https://www.openstreetmap.org/?mlat=62.615718&mlon=17.7131566#map=18/62.615718/17.7131566,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.615718,17.7131566););out center;"
12353903,<= 20 meter,30207940,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,1891,649.389158777926,56.0277391,14.7680456,https://www.openstreetmap.org/?mlat=56.0277391&mlon=14.7680456#map=18/56.0277391/14.7680456,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0277391,14.7680456););out center;"
12353902,<= 20 meter,30207940,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,1891,419.784142030375,56.0304819,14.7653582,https://www.openstreetmap.org/?mlat=56.0304819&mlon=14.7653582#map=18/56.0304819/14.7653582,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0304819,14.7653582););out center;"
12353901,<= 20 meter,30207940,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,1891,184.197767293287,56.0323461,14.7653644,https://www.openstreetmap.org/?mlat=56.0323461&mlon=14.7653644#map=18/56.0323461/14.7653644,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0323461,14.7653644););out center;"
12353900,<= 20 meter,30207940,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,1891,637.898828094351,56.035535,14.7622937,https://www.openstreetmap.org/?mlat=56.035535&mlon=14.7622937#map=18/56.035535/14.7622937,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.035535,14.7622937););out center;"
12353915,<= 20 meter,30207941,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,4687,1565.42525698299,56.0099837,14.7478758,https://www.openstreetmap.org/?mlat=56.0099837&mlon=14.7478758#map=18/56.0099837/14.7478758,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0099837,14.7478758););out center;"
12353914,<= 20 meter,30207941,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,4687,516.014544836357,56.0176932,14.7589855,https://www.openstreetmap.org/?mlat=56.0176932&mlon=14.7589855#map=18/56.0176932/14.7589855,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0176932,14.7589855););out center;"
12353913,<= 20 meter,30207941,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,4687,1038.85883835386,56.022524,14.767269,https://www.openstreetmap.org/?mlat=56.022524&mlon=14.767269#map=18/56.022524/14.767269,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.022524,14.767269););out center;"
12353912,<= 20 meter,30207941,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,4687,96.5307814254971,56.0265379,14.7722227,https://www.openstreetmap.org/?mlat=56.0265379&mlon=14.7722227#map=18/56.0265379/14.7722227,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0265379,14.7722227););out center;"
12353911,<= 20 meter,30207941,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,4687,524.259767905102,56.0284607,14.7741227,https://www.openstreetmap.org/?mlat=56.0284607&mlon=14.7741227#map=18/56.0284607/14.7741227,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0284607,14.7741227););out center;"
12353910,<= 20 meter,30207941,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,4687,564.47924087429,56.0316839,14.7766024,https://www.openstreetmap.org/?mlat=56.0316839&mlon=14.7766024#map=18/56.0316839/14.7766024,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0316839,14.7766024););out center;"
12353904,<= 20 meter,30207941,,,,Vandringsled,Barmarksled,,,Listershuvud (2000100),2000100,4687,380.983015001754,56.0359377,14.7770454,https://www.openstreetmap.org/?mlat=56.0359377&mlon=14.7770454#map=18/56.0359377/14.7770454,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0359377,14.7770454););out center;"
12350142,<= 20 meter,30207977,Led Fänstjärnsskogen,"Genom ungskog, på spång över myr och uppför brant parti i äldre skog fram till naturreservatet. Rundslinga i reservatets fantastiska och flerhundraåriga gammelskog med silverfuror och knotiga gammeltallar. Spänger och broar kan vara hala vid fuktig väderlek.",Orange färg,Vandringsled,Barmarksled,,,Fänstjärnsskogen (2002121),2002121,3135,1135.69567931837,60.4529453,13.3523114,https://www.openstreetmap.org/?mlat=60.4529453&mlon=13.3523114#map=18/60.4529453/13.3523114,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4529453,13.3523114););out center;"
12350141,<= 20 meter,30207977,Led Fänstjärnsskogen,"Genom ungskog, på spång över myr och uppför brant parti i äldre skog fram till naturreservatet. Rundslinga i reservatets fantastiska och flerhundraåriga gammelskog med silverfuror och knotiga gammeltallar. Spänger och broar kan vara hala vid fuktig väderlek.",Orange färg,Vandringsled,Barmarksled,,,Fänstjärnsskogen (2002121),2002121,3135,128.606256836358,60.4507693,13.3507808,https://www.openstreetmap.org/?mlat=60.4507693&mlon=13.3507808#map=18/60.4507693/13.3507808,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4507693,13.3507808););out center;"
12350140,<= 20 meter,30207977,Led Fänstjärnsskogen,"Genom ungskog, på spång över myr och uppför brant parti i äldre skog fram till naturreservatet. Rundslinga i reservatets fantastiska och flerhundraåriga gammelskog med silverfuror och knotiga gammeltallar. Spänger och broar kan vara hala vid fuktig väderlek.",Orange färg,Vandringsled,Barmarksled,,,Fänstjärnsskogen (2002121),2002121,3135,1528.79211178474,60.4455526,13.3423144,https://www.openstreetmap.org/?mlat=60.4455526&mlon=13.3423144#map=18/60.4455526/13.3423144,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4455526,13.3423144););out center;"
12350139,<= 20 meter,30207977,Led Fänstjärnsskogen,"Genom ungskog, på spång över myr och uppför brant parti i äldre skog fram till naturreservatet. Rundslinga i reservatets fantastiska och flerhundraåriga gammelskog med silverfuror och knotiga gammeltallar. Spänger och broar kan vara hala vid fuktig väderlek.",Orange färg,Vandringsled,Barmarksled,,,Fänstjärnsskogen (2002121),2002121,3135,59.9632687578694,60.4486639,13.34176,https://www.openstreetmap.org/?mlat=60.4486639&mlon=13.34176#map=18/60.4486639/13.34176,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4486639,13.34176););out center;"
12350138,<= 20 meter,30207977,Led Fänstjärnsskogen,"Genom ungskog, på spång över myr och uppför brant parti i äldre skog fram till naturreservatet. Rundslinga i reservatets fantastiska och flerhundraåriga gammelskog med silverfuror och knotiga gammeltallar. Spänger och broar kan vara hala vid fuktig väderlek.",Orange färg,Vandringsled,Barmarksled,,,Fänstjärnsskogen (2002121),2002121,3135,281.957204902468,60.4484669,13.3436961,https://www.openstreetmap.org/?mlat=60.4484669&mlon=13.3436961#map=18/60.4484669/13.3436961,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4484669,13.3436961););out center;"
12351523,>100-200 meter,30208083,Led Nordsjöskogen,Först en knapp kilometer lång led över kalhygge från parkering till reservatet. Ca 2 km lång rundslinga i reservatet genom en fantastiskt fin och väldigt artrik gammal granskog. Härlig skogskänsla!,,Vandringsled,Barmarksled,,,Nordsjöskogen (2002221),2002221,2188,2187.69760663594,60.3231996,13.5866871,https://www.openstreetmap.org/?mlat=60.3231996&mlon=13.5866871#map=18/60.3231996/13.5866871,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3231996,13.5866871););out center;"
12346614,Okänd noggrannhet,30208731,Led Titjärnsskogen,"Vandringen i Titjärnsskogen bjuder på både gammelskog och myr. Leden är ej vältrampad så var observant på ledmarkeringana.
Vissa sträckor av leden är spångade, vid fuktig väderlek kan spängerna vara hala.
Bilvägen till reservatet är i ganska dåligt skick.",Orange färg,Vandringsled,Barmarksled,,,Titjärnsskogen (2002123),2002123,3202,3201.77352895709,60.3464192,13.2861573,https://www.openstreetmap.org/?mlat=60.3464192&mlon=13.2861573#map=18/60.3464192/13.2861573,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3464192,13.2861573););out center;"
12347875,Okänd noggrannhet,30209536,Led Kampåsen,Kampåsleden går i kuperad terräng genom jättefin gammal naturskog. Skogen har mest gran men här finns också många gamla tallar och gott om döda träd. Håll utkik efter tretåig hackspett och tjäder!,Orange färg,Vandringsled,Barmarksled,,,Kampåsen (2004520),2004520,2616,3.68746972868931,60.4712307,13.3454174,https://www.openstreetmap.org/?mlat=60.4712307&mlon=13.3454174#map=18/60.4712307/13.3454174,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4712307,13.3454174););out center;"
12347874,Okänd noggrannhet,30209536,Led Kampåsen,Kampåsleden går i kuperad terräng genom jättefin gammal naturskog. Skogen har mest gran men här finns också många gamla tallar och gott om döda träd. Håll utkik efter tretåig hackspett och tjäder!,Orange färg,Vandringsled,Barmarksled,,,Kampåsen (2004520),2004520,2616,48.2129277787608,60.4708661,13.3449451,https://www.openstreetmap.org/?mlat=60.4708661&mlon=13.3449451#map=18/60.4708661/13.3449451,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4708661,13.3449451););out center;"
12346925,Okänd noggrannhet,30209536,Led Kampåsen,Kampåsleden går i kuperad terräng genom jättefin gammal naturskog. Skogen har mest gran men här finns också många gamla tallar och gott om döda träd. Håll utkik efter tretåig hackspett och tjäder!,Orange färg,Vandringsled,Barmarksled,,,Kampåsen (2004520),2004520,2616,1037.31019188815,60.472171,13.3482912,https://www.openstreetmap.org/?mlat=60.472171&mlon=13.3482912#map=18/60.472171/13.3482912,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.472171,13.3482912););out center;"
12353874,Okänd noggrannhet,30209536,Led Kampåsen,Kampåsleden går i kuperad terräng genom jättefin gammal naturskog. Skogen har mest gran men här finns också många gamla tallar och gott om döda träd. Håll utkik efter tretåig hackspett och tjäder!,Orange färg,Vandringsled,Barmarksled,,,Kampåsen (2004520),2004520,2616,60.3485255019563,60.4692384,13.3443862,https://www.openstreetmap.org/?mlat=60.4692384&mlon=13.3443862#map=18/60.4692384/13.3443862,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4692384,13.3443862););out center;"
12353875,Okänd noggrannhet,30209536,Led Kampåsen,Kampåsleden går i kuperad terräng genom jättefin gammal naturskog. Skogen har mest gran men här finns också många gamla tallar och gott om döda träd. Håll utkik efter tretåig hackspett och tjäder!,Orange färg,Vandringsled,Barmarksled,,,Kampåsen (2004520),2004520,2616,184.141266510657,60.4702662,13.3442719,https://www.openstreetmap.org/?mlat=60.4702662&mlon=13.3442719#map=18/60.4702662/13.3442719,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4702662,13.3442719););out center;"
12353664,Okänd noggrannhet,30209536,Led Kampåsen,Kampåsleden går i kuperad terräng genom jättefin gammal naturskog. Skogen har mest gran men här finns också många gamla tallar och gott om döda träd. Håll utkik efter tretåig hackspett och tjäder!,Orange färg,Vandringsled,Barmarksled,,,Kampåsen (2004520),2004520,2616,1282.64505185317,60.4678209,13.3395555,https://www.openstreetmap.org/?mlat=60.4678209&mlon=13.3395555#map=18/60.4678209/13.3395555,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4678209,13.3395555););out center;"
12347016,>20-50 meter,30210051,Stigar i Gideåbergsmyrarna,,blå markering,Vandringsled,Barmarksled,,,Gideåbergsmyrarna (2000499),2000499,2224,96.2961079649228,63.2958362,16.5515554,https://www.openstreetmap.org/?mlat=63.2958362&mlon=16.5515554#map=18/63.2958362/16.5515554,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.2958362,16.5515554););out center;"
