OBJECTID,ANORDNING_ID,ANORDNINGNAMN,TYP,UNDERTYP,BESKRIVNING,NP,GEOMETRIKVALITET,SKYDDSTYP_KOD,SKYDDATOMRADE,SKYDDATOMRADE_ID,STATLIGLED,STATLIGLED_ID,metadata_json,longitude_wgs84,latitude_wgs84,geometry_type,length_m,area_m2,osm_link,osm_link_source,wikidata_id,wikidata_link,dataset
33776721,30335917,,Fyr,Fyr,,1,<= 20 meter,NP,Stenshuvud (2001830),2001830,,,"{""OBJECTID"": 33776721, ""ANORDNING_ID"": ""30335917"", ""ANORDNINGNAMN"": null, ""TYP"": ""Fyr"", ""UNDERTYP"": ""Fyr"", ""BESKRIVNING"": null, ""NP"": 1, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NP"", ""SKYDDATOMRADE"": ""Stenshuvud (2001830)"", ""SKYDDATOMRADE_ID"": ""2001830"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",14.2778371293552,55.66404296133488,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=55.6640430&mlon=14.2778371#map=18/55.6640430/14.2778371,coordinate_fallback,,,anordningar
33788626,30474194,,Fyr,Fyr,,0,<= 20 meter,"N2000-SPA/SCI, NR","Kullaberg (SE0430092), Västra Kullaberg (2000972)","SE0430092, 2000972",,,"{""OBJECTID"": 33788626, ""ANORDNING_ID"": ""30474194"", ""ANORDNINGNAMN"": null, ""TYP"": ""Fyr"", ""UNDERTYP"": ""Fyr"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""N2000-SPA/SCI, NR"", ""SKYDDATOMRADE"": ""Kullaberg (SE0430092), Västra Kullaberg (2000972)"", ""SKYDDATOMRADE_ID"": ""SE0430092, 2000972"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.451603663050724,56.300966774257134,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=56.3009668&mlon=12.4516037#map=18/56.3009668/12.4516037,coordinate_fallback,,,anordningar
33781407,30467932,,Fyr,Fyr,,0,<= 20 meter,"DVO, N2000-SPA/SCI, NR","Bjärehalvöns kuster (2031810), Hallands Väderö (2000962), Hallands Väderö (SE0420002)","2031810, 2000962, SE0420002",,,"{""OBJECTID"": 33781407, ""ANORDNING_ID"": ""30467932"", ""ANORDNINGNAMN"": null, ""TYP"": ""Fyr"", ""UNDERTYP"": ""Fyr"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""DVO, N2000-SPA/SCI, NR"", ""SKYDDATOMRADE"": ""Bjärehalvöns kuster (2031810), Hallands Väderö (2000962), Hallands Väderö (SE0420002)"", ""SKYDDATOMRADE_ID"": ""2031810, 2000962, SE0420002"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.542535472764493,56.45063676411297,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=56.4506368&mlon=12.5425355#map=18/56.4506368/12.5425355,coordinate_fallback,,,anordningar
33778187,30208827,Vägbom med kodlås,Vägbom,Vägbom,"Bomen får passeras för transport av personer med fysisk funktionsnedsättning. Ring Länsstyrelsens växel 010-224 70 00 för bomkod. Uppge namn, registreringsnummer och ärende.",0,<= 20 meter,NR,Segerstads skärgård (2002165),2002165,,,"{""OBJECTID"": 33778187, ""ANORDNING_ID"": ""30208827"", ""ANORDNINGNAMN"": ""Vägbom med kodlås"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Bomen får passeras för transport av personer med fysisk funktionsnedsättning. Ring Länsstyrelsens växel 010-224 70 00 för bomkod. Uppge namn, registreringsnummer och ärende."", ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Segerstads skärgård (2002165)"", ""SKYDDATOMRADE_ID"": ""2002165"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",13.29604357708187,59.29788849050402,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=59.2978885&mlon=13.2960436#map=18/59.2978885/13.2960436,coordinate_fallback,,,anordningar
33785368,30570893,,Vägbom,Vägbom,,0,<= 20 meter,"N2000-SCI, NR","Gyllebo (2014529), Gyllebosjön (SE0420305)","2014529, SE0420305",,,"{""OBJECTID"": 33785368, ""ANORDNING_ID"": ""30570893"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""N2000-SCI, NR"", ""SKYDDATOMRADE"": ""Gyllebo (2014529), Gyllebosjön (SE0420305)"", ""SKYDDATOMRADE_ID"": ""2014529, SE0420305"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",14.198595393743636,55.60271722871923,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=55.6027172&mlon=14.1985954#map=18/55.6027172/14.1985954,coordinate_fallback,,,anordningar
33772787,30562476,,Vägbom,Vägbom,,0,<= 20 meter,NR,Hästenäs kyrkskog (2004572),2004572,,,"{""OBJECTID"": 33772787, ""ANORDNING_ID"": ""30562476"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Hästenäs kyrkskog (2004572)"", ""SKYDDATOMRADE_ID"": ""2004572"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",16.26100917051255,58.271699321497934,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=58.2716993&mlon=16.2610092#map=18/58.2716993/16.2610092,coordinate_fallback,,,anordningar
33788228,30562364,,Vägbom,Vägbom,,0,<= 20 meter,NR,Ågelsjön (2043608),2043608,,,"{""OBJECTID"": 33788228, ""ANORDNING_ID"": ""30562364"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Ågelsjön (2043608)"", ""SKYDDATOMRADE_ID"": ""2043608"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",16.120040349914316,58.6733472185078,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=58.6733472&mlon=16.1200403#map=18/58.6733472/16.1200403,coordinate_fallback,,,anordningar
33789997,30557502,,Vägbom,Vägbom,,0,Okänd noggrannhet,NR,Nynäs (2001921),2001921,,,"{""OBJECTID"": 33789997, ""ANORDNING_ID"": ""30557502"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Nynäs (2001921)"", ""SKYDDATOMRADE_ID"": ""2001921"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",17.344025238976712,58.81078757454806,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=58.8107876&mlon=17.3440252#map=18/58.8107876/17.3440252,coordinate_fallback,,,anordningar
33781659,30540649,Stängd vägbom Vålhallberget,Vägbom,Vägbom,Vägbommen är stängd och låst.,0,<= 20 meter,NR,Vålhallberget (2014561),2014561,,,"{""OBJECTID"": 33781659, ""ANORDNING_ID"": ""30540649"", ""ANORDNINGNAMN"": ""Stängd vägbom Vålhallberget"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Vägbommen är stängd och låst."", ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Vålhallberget (2014561)"", ""SKYDDATOMRADE_ID"": ""2014561"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.850426563339918,60.856266947629564,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.8562669&mlon=12.8504266#map=18/60.8562669/12.8504266,coordinate_fallback,,,anordningar
33785038,30540645,"Vägbom Tijärnsskogen, Dörrfjället",Vägbom,Vägbom,Vägbommen är stängd i tjällossningstid.,0,>20-50 meter,"NR, NR","Dörrfjället (2042566), Titjärnsskogen (2002123)","2042566, 2002123",,,"{""OBJECTID"": 33785038, ""ANORDNING_ID"": ""30540645"", ""ANORDNINGNAMN"": ""Vägbom Tijärnsskogen, Dörrfjället"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Vägbommen är stängd i tjällossningstid."", ""NP"": 0, ""GEOMETRIKVALITET"": "">20-50 meter"", ""SKYDDSTYP_KOD"": ""NR, NR"", ""SKYDDATOMRADE"": ""Dörrfjället (2042566), Titjärnsskogen (2002123)"", ""SKYDDATOMRADE_ID"": ""2042566, 2002123"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",13.273160225139666,60.30129556414768,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.3012956&mlon=13.2731602#map=18/60.3012956/13.2731602,coordinate_fallback,,,anordningar
33781473,30540637,Vägbom till Måns-Olasberg,Vägbom,Vägbom,Vägbommen kan vara stängd i tjällossningstid.,0,>20-50 meter,NR,Måns-Olasberg (2002829),2002829,,,"{""OBJECTID"": 33781473, ""ANORDNING_ID"": ""30540637"", ""ANORDNINGNAMN"": ""Vägbom till Måns-Olasberg"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Vägbommen kan vara stängd i tjällossningstid."", ""NP"": 0, ""GEOMETRIKVALITET"": "">20-50 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Måns-Olasberg (2002829)"", ""SKYDDATOMRADE_ID"": ""2002829"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.621147084008111,60.07892807904069,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.0789281&mlon=12.6211471#map=18/60.0789281/12.6211471,coordinate_fallback,,,anordningar
33779312,30540635,Vägbom till Måns-Olasberg,Vägbom,Vägbom,Vägbommen kan vara stängd i tjällossningstid.,0,>20-50 meter,NR,Måns-Olasberg (2002829),2002829,,,"{""OBJECTID"": 33779312, ""ANORDNING_ID"": ""30540635"", ""ANORDNINGNAMN"": ""Vägbom till Måns-Olasberg"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Vägbommen kan vara stängd i tjällossningstid."", ""NP"": 0, ""GEOMETRIKVALITET"": "">20-50 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Måns-Olasberg (2002829)"", ""SKYDDATOMRADE_ID"": ""2002829"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.73773923414713,60.09821025638648,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.0982103&mlon=12.7377392#map=18/60.0982103/12.7377392,coordinate_fallback,,,anordningar
33771287,30538821,Vägbom Kotjärnsterrassen,Vägbom,Vägbom,,0,<= 20 meter,"NR, NVO","Brattforsheden (2002222), Kittelfältet (2002143)","2002222, 2002143",,,"{""OBJECTID"": 33771287, ""ANORDNING_ID"": ""30538821"", ""ANORDNINGNAMN"": ""Vägbom Kotjärnsterrassen"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR, NVO"", ""SKYDDATOMRADE"": ""Brattforsheden (2002222), Kittelfältet (2002143)"", ""SKYDDATOMRADE_ID"": ""2002222, 2002143"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",13.948362587951177,59.65570068147263,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=59.6557007&mlon=13.9483626#map=18/59.6557007/13.9483626,coordinate_fallback,,,anordningar
33781005,30536370,"Förbudsskylt ""Förbud mot trafik med fordon"".",Vägbom,Vägbom,"Förbudsskylt ""Förbud mot trafik med fordon"".",0,Okänd noggrannhet,NR,Blomsterhultsmossens domänreservat (2002218),2002218,,,"{""OBJECTID"": 33781005, ""ANORDNING_ID"": ""30536370"", ""ANORDNINGNAMN"": ""Förbudsskylt \""Förbud mot trafik med fordon\""."", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Förbudsskylt \""Förbud mot trafik med fordon\""."", ""NP"": 0, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Blomsterhultsmossens domänreservat (2002218)"", ""SKYDDATOMRADE_ID"": ""2002218"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",14.22280923857548,59.24103884387067,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=59.2410388&mlon=14.2228092#map=18/59.2410388/14.2228092,coordinate_fallback,,,anordningar
33781004,30536369,"Förbudsskylt ""Förbud mot trafik med fordon""",Vägbom,Vägbom,Förbudsskylt. Förbud mot trafik med fordon.,0,Okänd noggrannhet,NR,Blomsterhultsmossens domänreservat (2002218),2002218,,,"{""OBJECTID"": 33781004, ""ANORDNING_ID"": ""30536369"", ""ANORDNINGNAMN"": ""Förbudsskylt \""Förbud mot trafik med fordon\"""", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Förbudsskylt. Förbud mot trafik med fordon."", ""NP"": 0, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Blomsterhultsmossens domänreservat (2002218)"", ""SKYDDATOMRADE_ID"": ""2002218"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",14.233333450939018,59.22412498054533,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=59.2241250&mlon=14.2333335#map=18/59.2241250/14.2333335,coordinate_fallback,,,anordningar
33791546,30518839,,Vägbom,Vägbom,"Vägbom stängd högsäsong. 

Detta på grund av att bilar ställer sig utmed grusvägen och försvårar skötsel av toaletter och städning i området kring badplatsen men också för att kunna garantera säkerheten om räddningsfordon snabbt behöver komma ned till badplatsen vid ev. olycka.",0,<= 20 meter,NR,Valekleven-Ombo öar (2000332),2000332,,,"{""OBJECTID"": 33791546, ""ANORDNING_ID"": ""30518839"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Vägbom stängd högsäsong. \n\nDetta på grund av att bilar ställer sig utmed grusvägen och försvårar skötsel av toaletter och städning i området kring badplatsen men också för att kunna garantera säkerheten om räddningsfordon snabbt behöver komma ned till badplatsen vid ev. olycka."", ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Valekleven-Ombo öar (2000332)"", ""SKYDDATOMRADE_ID"": ""2000332"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",14.559484106956504,58.637645061910405,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=58.6376451&mlon=14.5594841#map=18/58.6376451/14.5594841,coordinate_fallback,,,anordningar
33786198,30515692,"Vägbom Malbäckskölen, Fjärhanaskogen, Skarp-Juberget",Vägbom,Vägbom,Vägen är stängd i tjällossningstid. ,0,>20-50 meter,"NR, NR, NR","Fjärhanaskogen (2004561), Malbäckskölen (2005513), Skarp-Juberget (2005555)","2004561, 2005513, 2005555",,,"{""OBJECTID"": 33786198, ""ANORDNING_ID"": ""30515692"", ""ANORDNINGNAMN"": ""Vägbom Malbäckskölen, Fjärhanaskogen, Skarp-Juberget"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Vägen är stängd i tjällossningstid. "", ""NP"": 0, ""GEOMETRIKVALITET"": "">20-50 meter"", ""SKYDDSTYP_KOD"": ""NR, NR, NR"", ""SKYDDATOMRADE"": ""Fjärhanaskogen (2004561), Malbäckskölen (2005513), Skarp-Juberget (2005555)"", ""SKYDDATOMRADE_ID"": ""2004561, 2005513, 2005555"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.436808820798557,60.7734591519052,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.7734592&mlon=12.4368088#map=18/60.7734592/12.4368088,coordinate_fallback,,,anordningar
33784224,30515691,Stängd vägbom Lövbergsknölen,Vägbom,Vägbom,"Vägen är bommad från Brittmon, bommen är alltid låst.",0,>20-50 meter,NR,Lövbergsknölen (2014559),2014559,,,"{""OBJECTID"": 33784224, ""ANORDNING_ID"": ""30515691"", ""ANORDNINGNAMN"": ""Stängd vägbom Lövbergsknölen"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Vägen är bommad från Brittmon, bommen är alltid låst."", ""NP"": 0, ""GEOMETRIKVALITET"": "">20-50 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Lövbergsknölen (2014559)"", ""SKYDDATOMRADE_ID"": ""2014559"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.685241467876669,60.821907628734685,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.8219076&mlon=12.6852415#map=18/60.8219076/12.6852415,coordinate_fallback,,,anordningar
33789317,30505727,,Vägbom,Vägbom,,1,<= 20 meter,NP,Björnlandet (2001977),2001977,,,"{""OBJECTID"": 33789317, ""ANORDNING_ID"": ""30505727"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 1, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NP"", ""SKYDDATOMRADE"": ""Björnlandet (2001977)"", ""SKYDDATOMRADE_ID"": ""2001977"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",17.954292483494484,63.978028323515304,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=63.9780283&mlon=17.9542925#map=18/63.9780283/17.9542925,coordinate_fallback,,,anordningar
33781110,30504853,Vägbom Dalstorps Skogar,Vägbom,Vägbom,Bommen är alltid låst.Parkera vid parkeringsplatsen innan bommen.,0,Okänd noggrannhet,NR,Dalstorps skogar (2026229),2026229,,,"{""OBJECTID"": 33781110, ""ANORDNING_ID"": ""30504853"", ""ANORDNINGNAMN"": ""Vägbom Dalstorps Skogar"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Bommen är alltid låst.Parkera vid parkeringsplatsen innan bommen."", ""NP"": 0, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Dalstorps skogar (2026229)"", ""SKYDDATOMRADE_ID"": ""2026229"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",14.313794631239729,59.37669238310278,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=59.3766924&mlon=14.3137946#map=18/59.3766924/14.3137946,coordinate_fallback,,,anordningar
33781400,30500401,Vägbom (Välkommen till fots!),Vägbom,Vägbom,,0,<= 20 meter,NR,Älmebjär (2010904),2010904,,,"{""OBJECTID"": 33781400, ""ANORDNING_ID"": ""30500401"", ""ANORDNINGNAMN"": ""Vägbom (Välkommen till fots!)"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Älmebjär (2010904)"", ""SKYDDATOMRADE_ID"": ""2010904"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.59083020901784,57.09625000440182,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=57.0962500&mlon=12.5908302#map=18/57.0962500/12.5908302,coordinate_fallback,,,anordningar
33776934,30479158,Vägbom Stormyren,Vägbom,Vägbom,,0,Okänd noggrannhet,NR,Stormyren (2014490),2014490,,,"{""OBJECTID"": 33776934, ""ANORDNING_ID"": ""30479158"", ""ANORDNINGNAMN"": ""Vägbom Stormyren"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Stormyren (2014490)"", ""SKYDDATOMRADE_ID"": ""2014490"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",13.247938410772202,60.329195050521186,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.3291951&mlon=13.2479384#map=18/60.3291951/13.2479384,coordinate_fallback,,,anordningar
33783776,30478373,,Vägbom,Vägbom,,0,<= 20 meter,NR,Balsberget (2005707),2005707,,,"{""OBJECTID"": 33783776, ""ANORDNING_ID"": ""30478373"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Balsberget (2005707)"", ""SKYDDATOMRADE_ID"": ""2005707"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",14.187035350263407,56.10461021474334,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=56.1046102&mlon=14.1870354#map=18/56.1046102/14.1870354,coordinate_fallback,,,anordningar
33783774,30478367,,Vägbom,Vägbom,,0,<= 20 meter,NR,Balsberget (2005707),2005707,,,"{""OBJECTID"": 33783774, ""ANORDNING_ID"": ""30478367"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Balsberget (2005707)"", ""SKYDDATOMRADE_ID"": ""2005707"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",14.187242209135693,56.105365107080196,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=56.1053651&mlon=14.1872422#map=18/56.1053651/14.1872422,coordinate_fallback,,,anordningar
33787797,30474738,,Vägbom,Vägbom,,0,>20-50 meter,NR,Danmarksvägen (2002655),2002655,,,"{""OBJECTID"": 33787797, ""ANORDNING_ID"": ""30474738"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": null, ""NP"": 0, ""GEOMETRIKVALITET"": "">20-50 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Danmarksvägen (2002655)"", ""SKYDDATOMRADE_ID"": ""2002655"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",16.117389552665454,57.03129773974171,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=57.0312977&mlon=16.1173896#map=18/57.0312977/16.1173896,coordinate_fallback,,,anordningar
33791557,30474119,Vägbom Abborrtjärnsberg,Vägbom,Vägbom,"Vägbommen kan vara stängd i tjällossningstid.
Skogsbilvägen är i dåligt skick med mycket sten och gropar, begränsad framkomlighet med personbil.",0,Okänd noggrannhet,NR,Abborrtjärnsberg (2002122),2002122,,,"{""OBJECTID"": 33791557, ""ANORDNING_ID"": ""30474119"", ""ANORDNINGNAMN"": ""Vägbom Abborrtjärnsberg"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Vägbommen kan vara stängd i tjällossningstid.\nSkogsbilvägen är i dåligt skick med mycket sten och gropar, begränsad framkomlighet med personbil."", ""NP"": 0, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Abborrtjärnsberg (2002122)"", ""SKYDDATOMRADE_ID"": ""2002122"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",12.677046329168705,60.40858659718633,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.4085866&mlon=12.6770463#map=18/60.4085866/12.6770463,coordinate_fallback,,,anordningar
33777141,30470512,,Vägbom,Vägbom,Låst bom. ,0,>20-50 meter,NR,Båtfors (2002531),2002531,,,"{""OBJECTID"": 33777141, ""ANORDNING_ID"": ""30470512"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Låst bom. "", ""NP"": 0, ""GEOMETRIKVALITET"": "">20-50 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Båtfors (2002531)"", ""SKYDDATOMRADE_ID"": ""2002531"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",17.30784322303204,60.47166705922594,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.4716671&mlon=17.3078432#map=18/60.4716671/17.3078432,coordinate_fallback,,,anordningar
33775093,30470508,,Vägbom,Vägbom,Låst bom. ,0,>20-50 meter,NR,Båtfors (2002531),2002531,,,"{""OBJECTID"": 33775093, ""ANORDNING_ID"": ""30470508"", ""ANORDNINGNAMN"": null, ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Låst bom. "", ""NP"": 0, ""GEOMETRIKVALITET"": "">20-50 meter"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Båtfors (2002531)"", ""SKYDDATOMRADE_ID"": ""2002531"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",17.32233814307763,60.435074239424964,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.4350742&mlon=17.3223381#map=18/60.4350742/17.3223381,coordinate_fallback,,,anordningar
33774077,30470325,Vägbom Titjärnsskogen,Vägbom,Vägbom,Bommen är stängd i  tjällossningstid.,0,Okänd noggrannhet,NR,Titjärnsskogen (2002123),2002123,,,"{""OBJECTID"": 33774077, ""ANORDNING_ID"": ""30470325"", ""ANORDNINGNAMN"": ""Vägbom Titjärnsskogen"", ""TYP"": ""Vägbom"", ""UNDERTYP"": ""Vägbom"", ""BESKRIVNING"": ""Bommen är stängd i  tjällossningstid."", ""NP"": 0, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""SKYDDSTYP_KOD"": ""NR"", ""SKYDDATOMRADE"": ""Titjärnsskogen (2002123)"", ""SKYDDATOMRADE_ID"": ""2002123"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null}",13.373186725491347,60.32477686406703,Point,0.0,0.0,https://www.openstreetmap.org/?mlat=60.3247769&mlon=13.3731867#map=18/60.3247769/13.3731867,coordinate_fallback,,,anordningar
