NVRID,NAMN,DATA_FRILUFTSLIV_PUBLICERAT,latitude_wgs84,longitude_wgs84,osm_link,osm_nearby_link
2023974,Gladarberget,Nej,59.3372882,15.2277467,https://www.openstreetmap.org/?mlat=59.3372882&mlon=15.2277467#map=18/59.3372882/15.2277467,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3372882,15.2277467););out center;"
2002328,Brunnsekärret,Ja,57.3836772,14.5827962,https://www.openstreetmap.org/?mlat=57.3836772&mlon=14.5827962#map=18/57.3836772/14.5827962,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.3836772,14.5827962););out center;"
2003666,"Västra och Östra Törneskär, Tjärekläppen, Lilla Anna",Nej,56.1300284,15.680219,https://www.openstreetmap.org/?mlat=56.1300284&mlon=15.680219#map=18/56.1300284/15.680219,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1300284,15.680219););out center;"
2002289,Böda prästgård,Ja,57.2461954,17.0637684,https://www.openstreetmap.org/?mlat=57.2461954&mlon=17.0637684#map=18/57.2461954/17.0637684,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2461954,17.0637684););out center;"
2045030,Hälltjärnberget,Ja,64.2409468,19.5590043,https://www.openstreetmap.org/?mlat=64.2409468&mlon=19.5590043#map=18/64.2409468/19.5590043,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.2409468,19.5590043););out center;"
2001356,Skäret,Ja,59.4163096,15.9752017,https://www.openstreetmap.org/?mlat=59.4163096&mlon=15.9752017#map=18/59.4163096/15.9752017,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.4163096,15.9752017););out center;"
2001669,Brånsjön,Ja,63.8919316,19.8630631,https://www.openstreetmap.org/?mlat=63.8919316&mlon=19.8630631#map=18/63.8919316/19.8630631,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.8919316,19.8630631););out center;"
2003297,Tullinge Lanthem 160:321,Nej,59.209791,17.8962634,https://www.openstreetmap.org/?mlat=59.209791&mlon=17.8962634#map=18/59.209791/17.8962634,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.209791,17.8962634););out center;"
2012817,Julkathenjärvi (Vittangi FS),Nej,67.6751737,21.6563121,https://www.openstreetmap.org/?mlat=67.6751737&mlon=21.6563121#map=18/67.6751737/21.6563121,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,67.6751737,21.6563121););out center;"
2040221,Hunstugan 1:4,Nej,57.7921127,12.3210184,https://www.openstreetmap.org/?mlat=57.7921127&mlon=12.3210184#map=18/57.7921127/12.3210184,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.7921127,12.3210184););out center;"
2040275,Ryda,Nej,58.2805005,12.8345949,https://www.openstreetmap.org/?mlat=58.2805005&mlon=12.8345949#map=18/58.2805005/12.8345949,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.2805005,12.8345949););out center;"
2011360,Gjushällarna,Nej,57.6594525,16.7802377,https://www.openstreetmap.org/?mlat=57.6594525&mlon=16.7802377#map=18/57.6594525/16.7802377,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.6594525,16.7802377););out center;"
2002697,Värnanäs skärgård,Ja,56.4781593,16.1721945,https://www.openstreetmap.org/?mlat=56.4781593&mlon=16.1721945#map=18/56.4781593/16.1721945,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.4781593,16.1721945););out center;"
2063941,Skorvdalen,Nej,62.4029998,14.0421198,https://www.openstreetmap.org/?mlat=62.4029998&mlon=14.0421198#map=18/62.4029998/14.0421198,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.4029998,14.0421198););out center;"
2001468,Väla Skog,Nej,56.0890852,12.733446,https://www.openstreetmap.org/?mlat=56.0890852&mlon=12.733446#map=18/56.0890852/12.733446,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0890852,12.733446););out center;"
2044351,Näset,Nej,56.3538747,13.9830269,https://www.openstreetmap.org/?mlat=56.3538747&mlon=13.9830269#map=18/56.3538747/13.9830269,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.3538747,13.9830269););out center;"
2001812,Falsterbohalvöns havsområde,Ja,55.3844991,12.7212033,https://www.openstreetmap.org/?mlat=55.3844991&mlon=12.7212033#map=18/55.3844991/12.7212033,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.3844991,12.7212033););out center;"
2200052,VA-Jönsaskogen utvidgning,Nej,59.2713941,14.8398709,https://www.openstreetmap.org/?mlat=59.2713941&mlon=14.8398709#map=18/59.2713941/14.8398709,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2713941,14.8398709););out center;"
2002573,Sladan,Ja,63.8395599,20.7321139,https://www.openstreetmap.org/?mlat=63.8395599&mlon=20.7321139#map=18/63.8395599/20.7321139,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.8395599,20.7321139););out center;"
2001789,Nordön,Nej,57.8901569,11.6732594,https://www.openstreetmap.org/?mlat=57.8901569&mlon=11.6732594#map=18/57.8901569/11.6732594,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.8901569,11.6732594););out center;"
2003835,Båtsmanseken,Nej,56.1723829,14.7493563,https://www.openstreetmap.org/?mlat=56.1723829&mlon=14.7493563#map=18/56.1723829/14.7493563,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1723829,14.7493563););out center;"
2003686,"Bengtsörarna 1, Bengtsörarna 2, Knivlösarna",Nej,56.1393308,14.9547487,https://www.openstreetmap.org/?mlat=56.1393308&mlon=14.9547487#map=18/56.1393308/14.9547487,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1393308,14.9547487););out center;"
2043818,Kvissle,Nej,58.1432297,13.2639427,https://www.openstreetmap.org/?mlat=58.1432297&mlon=13.2639427#map=18/58.1432297/13.2639427,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.1432297,13.2639427););out center;"
2000136,Klinteklinten,Ja,57.6703808,18.7742164,https://www.openstreetmap.org/?mlat=57.6703808&mlon=18.7742164#map=18/57.6703808/18.7742164,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.6703808,18.7742164););out center;"
2012010,Enar,Nej,56.9893873,16.3950505,https://www.openstreetmap.org/?mlat=56.9893873&mlon=16.3950505#map=18/56.9893873/16.3950505,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.9893873,16.3950505););out center;"
2053642,Törringelund,Ja,55.5290083,13.1304302,https://www.openstreetmap.org/?mlat=55.5290083&mlon=13.1304302#map=18/55.5290083/13.1304302,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.5290083,13.1304302););out center;"
2001445,Esterön,Ja,58.6462155,16.331878,https://www.openstreetmap.org/?mlat=58.6462155&mlon=16.331878#map=18/58.6462155/16.331878,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.6462155,16.331878););out center;"
2002816,Adelsö-Sättra,Ja,59.4046669,17.4589955,https://www.openstreetmap.org/?mlat=59.4046669&mlon=17.4589955#map=18/59.4046669/17.4589955,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.4046669,17.4589955););out center;"
2001285,Stenåkern,Nej,65.5266844,22.2279117,https://www.openstreetmap.org/?mlat=65.5266844&mlon=22.2279117#map=18/65.5266844/22.2279117,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.5266844,22.2279117););out center;"
2001158,Stenöorn,Ja,61.2456627,17.2104252,https://www.openstreetmap.org/?mlat=61.2456627&mlon=17.2104252#map=18/61.2456627/17.2104252,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,61.2456627,17.2104252););out center;"
2058962,Ängbyskogen,Nej,59.7292746,17.7688625,https://www.openstreetmap.org/?mlat=59.7292746&mlon=17.7688625#map=18/59.7292746/17.7688625,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.7292746,17.7688625););out center;"
2014555,Sjö,Nej,56.8909501,13.5220516,https://www.openstreetmap.org/?mlat=56.8909501&mlon=13.5220516#map=18/56.8909501/13.5220516,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.8909501,13.5220516););out center;"
2000205,Grundholmarna,Ja,59.2405735,15.7030758,https://www.openstreetmap.org/?mlat=59.2405735&mlon=15.7030758#map=18/59.2405735/15.7030758,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2405735,15.7030758););out center;"
2004934,"En ek, Ekeberg 1:13",Nej,56.5177833,14.8243264,https://www.openstreetmap.org/?mlat=56.5177833&mlon=14.8243264#map=18/56.5177833/14.8243264,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.5177833,14.8243264););out center;"
2014828,Södra Blåkölen,Nej,66.2933688,21.5866498,https://www.openstreetmap.org/?mlat=66.2933688&mlon=21.5866498#map=18/66.2933688/21.5866498,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,66.2933688,21.5866498););out center;"
2001808,Skanörs ljung,Ja,55.4157402,12.896141,https://www.openstreetmap.org/?mlat=55.4157402&mlon=12.896141#map=18/55.4157402/12.896141,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.4157402,12.896141););out center;"
2001821,Naturvårdsområdet Pestbacken,Ja,56.037712,14.4180774,https://www.openstreetmap.org/?mlat=56.037712&mlon=14.4180774#map=18/56.037712/14.4180774,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.037712,14.4180774););out center;"
2066043,Gylvan,Nej,56.0863433,15.46855,https://www.openstreetmap.org/?mlat=56.0863433&mlon=15.46855#map=18/56.0863433/15.46855,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0863433,15.46855););out center;"
2066131,Stångskär - Stångskärsflöt,Nej,56.1117219,15.4069733,https://www.openstreetmap.org/?mlat=56.1117219&mlon=15.4069733#map=18/56.1117219/15.4069733,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1117219,15.4069733););out center;"
2000582,Strömsvattnet,Nej,58.9428616,11.2445492,https://www.openstreetmap.org/?mlat=58.9428616&mlon=11.2445492#map=18/58.9428616/11.2445492,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9428616,11.2445492););out center;"
2014988,Stor-Norsjöberget,Ja,64.210741,17.8840712,https://www.openstreetmap.org/?mlat=64.210741&mlon=17.8840712#map=18/64.210741/17.8840712,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.210741,17.8840712););out center;"
2002613,Styggkärret,Ja,59.9668849,17.2927844,https://www.openstreetmap.org/?mlat=59.9668849&mlon=17.2927844#map=18/59.9668849/17.2927844,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.9668849,17.2927844););out center;"
2024629,Hägnen,Nej,56.8980165,13.3409019,https://www.openstreetmap.org/?mlat=56.8980165&mlon=13.3409019#map=18/56.8980165/13.3409019,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.8980165,13.3409019););out center;"
2011443,Skarnholmarna,Nej,56.5228413,16.211883,https://www.openstreetmap.org/?mlat=56.5228413&mlon=16.211883#map=18/56.5228413/16.211883,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.5228413,16.211883););out center;"
2063001,Torups ängar,Ja,55.6927257,14.1267656,https://www.openstreetmap.org/?mlat=55.6927257&mlon=14.1267656#map=18/55.6927257/14.1267656,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.6927257,14.1267656););out center;"
2004296,"2004067 (W-id) Flyttblock ""Böls kyrka""",Nej,60.8157724,15.9643623,https://www.openstreetmap.org/?mlat=60.8157724&mlon=15.9643623#map=18/60.8157724/15.9643623,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.8157724,15.9643623););out center;"
2013363,Bonavik,Ja,59.3857764,17.6126903,https://www.openstreetmap.org/?mlat=59.3857764&mlon=17.6126903#map=18/59.3857764/17.6126903,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3857764,17.6126903););out center;"
2004807,Flyttblock Prästmista,Ja,59.3270925,17.0781996,https://www.openstreetmap.org/?mlat=59.3270925&mlon=17.0781996#map=18/59.3270925/17.0781996,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3270925,17.0781996););out center;"
2022112,Pålsbenning,Ja,60.2685752,16.1648236,https://www.openstreetmap.org/?mlat=60.2685752&mlon=16.1648236#map=18/60.2685752/16.1648236,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.2685752,16.1648236););out center;"
2000377,Parkudden,Ja,58.5833567,12.9752771,https://www.openstreetmap.org/?mlat=58.5833567&mlon=12.9752771#map=18/58.5833567/12.9752771,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.5833567,12.9752771););out center;"
2200025,Rasiavaara,Nej,65.994149,23.5975496,https://www.openstreetmap.org/?mlat=65.994149&mlon=23.5975496#map=18/65.994149/23.5975496,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.994149,23.5975496););out center;"
2045031,Hunnabacken,Ja,55.819504,13.8644016,https://www.openstreetmap.org/?mlat=55.819504&mlon=13.8644016#map=18/55.819504/13.8644016,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.819504,13.8644016););out center;"
2041138,Båven 9,Ja,59.0286836,16.7492893,https://www.openstreetmap.org/?mlat=59.0286836&mlon=16.7492893#map=18/59.0286836/16.7492893,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.0286836,16.7492893););out center;"
2014899,Skärsnäs,Ja,56.297245,14.3636124,https://www.openstreetmap.org/?mlat=56.297245&mlon=14.3636124#map=18/56.297245/14.3636124,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.297245,14.3636124););out center;"
2055343,Dansarberg,Nej,60.2923654,18.4587782,https://www.openstreetmap.org/?mlat=60.2923654&mlon=18.4587782#map=18/60.2923654/18.4587782,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.2923654,18.4587782););out center;"
2010971,Biskopen m fl,Nej,59.5270864,16.9576467,https://www.openstreetmap.org/?mlat=59.5270864&mlon=16.9576467#map=18/59.5270864/16.9576467,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.5270864,16.9576467););out center;"
2010933,Såten,Ja,58.5697277,13.3536188,https://www.openstreetmap.org/?mlat=58.5697277&mlon=13.3536188#map=18/58.5697277/13.3536188,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.5697277,13.3536188););out center;"
2025609,Gudhammarsviken,Nej,58.898287,14.2261357,https://www.openstreetmap.org/?mlat=58.898287&mlon=14.2261357#map=18/58.898287/14.2261357,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.898287,14.2261357););out center;"
2002562,Änghults björkhage,Ja,57.1391531,15.1442585,https://www.openstreetmap.org/?mlat=57.1391531&mlon=15.1442585#map=18/57.1391531/15.1442585,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.1391531,15.1442585););out center;"
2045174,Gransjöberget,Ja,64.2811392,19.4993536,https://www.openstreetmap.org/?mlat=64.2811392&mlon=19.4993536#map=18/64.2811392/19.4993536,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.2811392,19.4993536););out center;"
2043967,Klöverträskbacken,Nej,65.6164746,21.4348429,https://www.openstreetmap.org/?mlat=65.6164746&mlon=21.4348429#map=18/65.6164746/21.4348429,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.6164746,21.4348429););out center;"
2003679,"Skaftö hällor, Skaftö",Nej,56.1344228,15.2431569,https://www.openstreetmap.org/?mlat=56.1344228&mlon=15.2431569#map=18/56.1344228/15.2431569,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1344228,15.2431569););out center;"
2050366,Fäberget,Nej,59.8987099,18.7362389,https://www.openstreetmap.org/?mlat=59.8987099&mlon=18.7362389#map=18/59.8987099/18.7362389,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.8987099,18.7362389););out center;"
2000034,Alnaryd,Ja,56.3514294,15.4215853,https://www.openstreetmap.org/?mlat=56.3514294&mlon=15.4215853#map=18/56.3514294/15.4215853,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.3514294,15.4215853););out center;"
2004970,"Idegran, Högalt 2:2",Nej,56.8261682,13.2093951,https://www.openstreetmap.org/?mlat=56.8261682&mlon=13.2093951#map=18/56.8261682/13.2093951,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.8261682,13.2093951););out center;"
2025614,Stora Buskär,Nej,57.9181589,11.5032589,https://www.openstreetmap.org/?mlat=57.9181589&mlon=11.5032589#map=18/57.9181589/11.5032589,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.9181589,11.5032589););out center;"
2003701,Kålleskär,Nej,56.0663443,15.761265,https://www.openstreetmap.org/?mlat=56.0663443&mlon=15.761265#map=18/56.0663443/15.761265,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0663443,15.761265););out center;"
2047598,Stora Branden,Nej,59.9244852,17.26353,https://www.openstreetmap.org/?mlat=59.9244852&mlon=17.26353#map=18/59.9244852/17.26353,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.9244852,17.26353););out center;"
2011923,Ek,Nej,56.6365349,16.1264372,https://www.openstreetmap.org/?mlat=56.6365349&mlon=16.1264372#map=18/56.6365349/16.1264372,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.6365349,16.1264372););out center;"
2004293,2004063(W-id)Tall,Nej,60.4407032,14.2311776,https://www.openstreetmap.org/?mlat=60.4407032&mlon=14.2311776#map=18/60.4407032/14.2311776,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4407032,14.2311776););out center;"
2000110,Grötlingboholme,Ja,57.123542,18.459998,https://www.openstreetmap.org/?mlat=57.123542&mlon=18.459998#map=18/57.123542/18.459998,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.123542,18.459998););out center;"
2032929,Långehall,Ja,56.2708255,14.9166679,https://www.openstreetmap.org/?mlat=56.2708255&mlon=14.9166679#map=18/56.2708255/14.9166679,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.2708255,14.9166679););out center;"
2058781,Midsommarberget,Nej,58.9848303,14.6241075,https://www.openstreetmap.org/?mlat=58.9848303&mlon=14.6241075#map=18/58.9848303/14.6241075,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9848303,14.6241075););out center;"
2010967,Oxsten-Lexingekråkan,Nej,59.4551864,17.2718396,https://www.openstreetmap.org/?mlat=59.4551864&mlon=17.2718396#map=18/59.4551864/17.2718396,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.4551864,17.2718396););out center;"
2003519,Solbacken 1,Nej,57.8457322,14.1485356,https://www.openstreetmap.org/?mlat=57.8457322&mlon=14.1485356#map=18/57.8457322/14.1485356,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.8457322,14.1485356););out center;"
2040210,Marstrand 5:14,Nej,57.8871559,11.5822604,https://www.openstreetmap.org/?mlat=57.8871559&mlon=11.5822604#map=18/57.8871559/11.5822604,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.8871559,11.5822604););out center;"
2011147,"Röskär, Röskärskarten",Nej,58.3318148,17.0289626,https://www.openstreetmap.org/?mlat=58.3318148&mlon=17.0289626#map=18/58.3318148/17.0289626,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.3318148,17.0289626););out center;"
2041205,Båven 56,Ja,59.00603,17.0756482,https://www.openstreetmap.org/?mlat=59.00603&mlon=17.0756482#map=18/59.00603/17.0756482,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.00603,17.0756482););out center;"
2054002,Källbyös naturreservat,Nej,58.540575,13.2953658,https://www.openstreetmap.org/?mlat=58.540575&mlon=13.2953658#map=18/58.540575/13.2953658,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.540575,13.2953658););out center;"
2046953,Lunden,Ja,56.2083976,13.7095523,https://www.openstreetmap.org/?mlat=56.2083976&mlon=13.7095523#map=18/56.2083976/13.7095523,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.2083976,13.7095523););out center;"
2000268,Håkansbodaberget,Ja,59.6947083,14.9076685,https://www.openstreetmap.org/?mlat=59.6947083&mlon=14.9076685#map=18/59.6947083/14.9076685,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.6947083,14.9076685););out center;"
2000865,Båtöfjärden,Nej,65.6794657,22.8184696,https://www.openstreetmap.org/?mlat=65.6794657&mlon=22.8184696#map=18/65.6794657/22.8184696,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.6794657,22.8184696););out center;"
2005280,"Ristallen, Risänget Semlan",Nej,63.3292695,13.7228579,https://www.openstreetmap.org/?mlat=63.3292695&mlon=13.7228579#map=18/63.3292695/13.7228579,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.3292695,13.7228579););out center;"
2001441,Erikslund,Ja,58.6911411,16.4378879,https://www.openstreetmap.org/?mlat=58.6911411&mlon=16.4378879#map=18/58.6911411/16.4378879,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.6911411,16.4378879););out center;"
2002209,Inre Kilsviken,Ja,59.1132502,14.0872793,https://www.openstreetmap.org/?mlat=59.1132502&mlon=14.0872793#map=18/59.1132502/14.0872793,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.1132502,14.0872793););out center;"
2027671,Korpberget i Vårby gård,Nej,59.2668801,17.8695057,https://www.openstreetmap.org/?mlat=59.2668801&mlon=17.8695057#map=18/59.2668801/17.8695057,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2668801,17.8695057););out center;"
2000199,Stockebäcksäng,Ja,59.1150548,15.5622826,https://www.openstreetmap.org/?mlat=59.1150548&mlon=15.5622826#map=18/59.1150548/15.5622826,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.1150548,15.5622826););out center;"
2031250,Ladängssjön,Ja,59.8641155,18.5245372,https://www.openstreetmap.org/?mlat=59.8641155&mlon=18.5245372#map=18/59.8641155/18.5245372,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.8641155,18.5245372););out center;"
2025715,Pålerudsholmarna,Nej,59.2380568,12.1323173,https://www.openstreetmap.org/?mlat=59.2380568&mlon=12.1323173#map=18/59.2380568/12.1323173,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2380568,12.1323173););out center;"
2004314,2004088 (W-id) En landsvägstall s.k Formärke,Nej,60.4690265,14.7682124,https://www.openstreetmap.org/?mlat=60.4690265&mlon=14.7682124#map=18/60.4690265/14.7682124,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4690265,14.7682124););out center;"
2045053,Farstaborg,Nej,59.3188452,18.3810706,https://www.openstreetmap.org/?mlat=59.3188452&mlon=18.3810706#map=18/59.3188452/18.3810706,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3188452,18.3810706););out center;"
2004597,Mo-Långsjön,Ja,63.4367994,17.0998033,https://www.openstreetmap.org/?mlat=63.4367994&mlon=17.0998033#map=18/63.4367994/17.0998033,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.4367994,17.0998033););out center;"
2011396,Brännvinsholm St. & L. Tallskär & intiliggande öar,Nej,57.7370238,16.7238963,https://www.openstreetmap.org/?mlat=57.7370238&mlon=16.7238963#map=18/57.7370238/16.7238963,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.7370238,16.7238963););out center;"
2012114,Lönn,Nej,57.3931557,16.1322566,https://www.openstreetmap.org/?mlat=57.3931557&mlon=16.1322566#map=18/57.3931557/16.1322566,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.3931557,16.1322566););out center;"
2010926,Hagamarken,Ja,63.4987758,15.3916306,https://www.openstreetmap.org/?mlat=63.4987758&mlon=15.3916306#map=18/63.4987758/15.3916306,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.4987758,15.3916306););out center;"
2013331,Sunnersiken,Ja,58.3398836,13.6749635,https://www.openstreetmap.org/?mlat=58.3398836&mlon=13.6749635#map=18/58.3398836/13.6749635,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.3398836,13.6749635););out center;"
2014125,Gäddevik,Ja,57.4275392,12.641077,https://www.openstreetmap.org/?mlat=57.4275392&mlon=12.641077#map=18/57.4275392/12.641077,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.4275392,12.641077););out center;"
2002449,Städjan-Nipfjället,Ja,62.0127353,12.8583893,https://www.openstreetmap.org/?mlat=62.0127353&mlon=12.8583893#map=18/62.0127353/12.8583893,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.0127353,12.8583893););out center;"
2052886,Nötbergets södra ,Ja,61.9956147,15.2739395,https://www.openstreetmap.org/?mlat=61.9956147&mlon=15.2739395#map=18/61.9956147/15.2739395,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,61.9956147,15.2739395););out center;"
2040330,Tångberget,Nej,60.7528066,17.336989,https://www.openstreetmap.org/?mlat=60.7528066&mlon=17.336989#map=18/60.7528066/17.336989,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7528066,17.336989););out center;"
2014456,Sjöstorps kalkkärr,Ja,58.2458938,14.6564478,https://www.openstreetmap.org/?mlat=58.2458938&mlon=14.6564478#map=18/58.2458938/14.6564478,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.2458938,14.6564478););out center;"
2024029,Maglarps sandtag,Nej,55.3797933,13.0793686,https://www.openstreetmap.org/?mlat=55.3797933&mlon=13.0793686#map=18/55.3797933/13.0793686,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.3797933,13.0793686););out center;"
2012814,Pikku Luongasjärvi,Nej,67.6444831,21.0998518,https://www.openstreetmap.org/?mlat=67.6444831&mlon=21.0998518#map=18/67.6444831/21.0998518,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,67.6444831,21.0998518););out center;"
2002499,Östbjörka,Nej,60.9784158,15.1351281,https://www.openstreetmap.org/?mlat=60.9784158&mlon=15.1351281#map=18/60.9784158/15.1351281,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.9784158,15.1351281););out center;"
2002138,Bergs Klätt,Ja,59.6585763,12.4755582,https://www.openstreetmap.org/?mlat=59.6585763&mlon=12.4755582#map=18/59.6585763/12.4755582,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.6585763,12.4755582););out center;"
2010953,Blakliden,Ja,64.0210435,18.1627064,https://www.openstreetmap.org/?mlat=64.0210435&mlon=18.1627064#map=18/64.0210435/18.1627064,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.0210435,18.1627064););out center;"
2014918,Herrgårdsklint,Ja,57.403633,18.7375709,https://www.openstreetmap.org/?mlat=57.403633&mlon=18.7375709#map=18/57.403633/18.7375709,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.403633,18.7375709););out center;"
2066102,Stora och Södra Kyrkoskär,Nej,56.1321289,15.7059718,https://www.openstreetmap.org/?mlat=56.1321289&mlon=15.7059718#map=18/56.1321289/15.7059718,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1321289,15.7059718););out center;"
