NVRID,NAMN,DATA_FRILUFTSLIV_PUBLICERAT,latitude_wgs84,longitude_wgs84,osm_link,osm_nearby_link
2011415,Kåreholm och Kartarna,Nej,56.9638112,16.8982539,https://www.openstreetmap.org/?mlat=56.9638112&mlon=16.8982539#map=18/56.9638112/16.8982539,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.9638112,16.8982539););out center;"
2014384,Östermoskogen,Ja,57.5044166,14.1721119,https://www.openstreetmap.org/?mlat=57.5044166&mlon=14.1721119#map=18/57.5044166/14.1721119,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.5044166,14.1721119););out center;"
2011931,Idegranar,Nej,56.6977249,16.5045067,https://www.openstreetmap.org/?mlat=56.6977249&mlon=16.5045067#map=18/56.6977249/16.5045067,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.6977249,16.5045067););out center;"
2201506,Svartliden,Nej,64.7447277,17.8957113,https://www.openstreetmap.org/?mlat=64.7447277&mlon=17.8957113#map=18/64.7447277/17.8957113,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.7447277,17.8957113););out center;"
2003657,Kuggaskär,Nej,56.0477634,15.7869297,https://www.openstreetmap.org/?mlat=56.0477634&mlon=15.7869297#map=18/56.0477634/15.7869297,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0477634,15.7869297););out center;"
2052762,Månhult,Ja,58.0700299,15.359581,https://www.openstreetmap.org/?mlat=58.0700299&mlon=15.359581#map=18/58.0700299/15.359581,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0700299,15.359581););out center;"
2002477,Prästskogsstugan,Nej,61.4046397,14.0337174,https://www.openstreetmap.org/?mlat=61.4046397&mlon=14.0337174#map=18/61.4046397/14.0337174,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,61.4046397,14.0337174););out center;"
2000892,Önet,Ja,63.3252254,14.2285553,https://www.openstreetmap.org/?mlat=63.3252254&mlon=14.2285553#map=18/63.3252254/14.2285553,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.3252254,14.2285553););out center;"
2055946,Stora mossen,Ja,58.8474271,15.6228143,https://www.openstreetmap.org/?mlat=58.8474271&mlon=15.6228143#map=18/58.8474271/15.6228143,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.8474271,15.6228143););out center;"
2200010,Lövberget,Nej,60.8334937,12.6366993,https://www.openstreetmap.org/?mlat=60.8334937&mlon=12.6366993#map=18/60.8334937/12.6366993,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.8334937,12.6366993););out center;"
2001432,Eskilstorps ormgranar,Ja,57.7351813,14.4261479,https://www.openstreetmap.org/?mlat=57.7351813&mlon=14.4261479#map=18/57.7351813/14.4261479,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.7351813,14.4261479););out center;"
2060961,Hjärtareds naturreservat,Ja,57.1711358,12.6861565,https://www.openstreetmap.org/?mlat=57.1711358&mlon=12.6861565#map=18/57.1711358/12.6861565,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.1711358,12.6861565););out center;"
2043346,Hällsö,Nej,58.7465597,11.1638404,https://www.openstreetmap.org/?mlat=58.7465597&mlon=11.1638404#map=18/58.7465597/11.1638404,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.7465597,11.1638404););out center;"
2000509,"Holme,  Ånarp",Nej,57.5338107,13.1924738,https://www.openstreetmap.org/?mlat=57.5338107&mlon=13.1924738#map=18/57.5338107/13.1924738,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.5338107,13.1924738););out center;"
2029552,Äskerödskärret,Nej,55.7811255,14.119286,https://www.openstreetmap.org/?mlat=55.7811255&mlon=14.119286#map=18/55.7811255/14.119286,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.7811255,14.119286););out center;"
2013386,Abborrtjärnberget,Ja,65.0275585,19.7110049,https://www.openstreetmap.org/?mlat=65.0275585&mlon=19.7110049#map=18/65.0275585/19.7110049,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.0275585,19.7110049););out center;"
2049241,Rotsjöns naturreservat,Nej,61.0000897,15.9323879,https://www.openstreetmap.org/?mlat=61.0000897&mlon=15.9323879#map=18/61.0000897/15.9323879,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,61.0000897,15.9323879););out center;"
2011096,Ö i sjön Tisnaren,Nej,58.9255227,16.0569973,https://www.openstreetmap.org/?mlat=58.9255227&mlon=16.0569973#map=18/58.9255227/16.0569973,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9255227,16.0569973););out center;"
2001522,Rövarekulan,Ja,55.7947348,13.4972293,https://www.openstreetmap.org/?mlat=55.7947348&mlon=13.4972293#map=18/55.7947348/13.4972293,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.7947348,13.4972293););out center;"
2003675,Rönneskär,Nej,56.1299215,15.3828395,https://www.openstreetmap.org/?mlat=56.1299215&mlon=15.3828395#map=18/56.1299215/15.3828395,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1299215,15.3828395););out center;"
2045211,Karshult,Nej,58.5769753,15.1007318,https://www.openstreetmap.org/?mlat=58.5769753&mlon=15.1007318#map=18/58.5769753/15.1007318,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.5769753,15.1007318););out center;"
2025533,Hattefurans sydostskär,Nej,58.7191861,13.155699,https://www.openstreetmap.org/?mlat=58.7191861&mlon=13.155699#map=18/58.7191861/13.155699,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.7191861,13.155699););out center;"
2052801,Bojsvätar södra,Ja,57.6828677,18.7318515,https://www.openstreetmap.org/?mlat=57.6828677&mlon=18.7318515#map=18/57.6828677/18.7318515,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.6828677,18.7318515););out center;"
2025518,Lyngholmsskären,Nej,58.9234411,11.1051274,https://www.openstreetmap.org/?mlat=58.9234411&mlon=11.1051274#map=18/58.9234411/11.1051274,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9234411,11.1051274););out center;"
2014955,Åby sandbackar,Ja,56.5846126,16.6513262,https://www.openstreetmap.org/?mlat=56.5846126&mlon=16.6513262#map=18/56.5846126/16.6513262,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.5846126,16.6513262););out center;"
2011176,Kalen,Nej,58.1354465,16.9080934,https://www.openstreetmap.org/?mlat=58.1354465&mlon=16.9080934#map=18/58.1354465/16.9080934,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.1354465,16.9080934););out center;"
2002205,Timmeröarna,Ja,59.2836546,13.7474618,https://www.openstreetmap.org/?mlat=59.2836546&mlon=13.7474618#map=18/59.2836546/13.7474618,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2836546,13.7474618););out center;"
2005589,Lisselberget,Ja,60.7348339,12.9656133,https://www.openstreetmap.org/?mlat=60.7348339&mlon=12.9656133#map=18/60.7348339/12.9656133,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7348339,12.9656133););out center;"
2001162,Sävasjön,Ja,60.5629365,17.3074767,https://www.openstreetmap.org/?mlat=60.5629365&mlon=17.3074767#map=18/60.5629365/17.3074767,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.5629365,17.3074767););out center;"
2054261,Segersön,Ja,59.4653412,16.931182,https://www.openstreetmap.org/?mlat=59.4653412&mlon=16.931182#map=18/59.4653412/16.931182,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.4653412,16.931182););out center;"
2001214,Tyresta,Nej,59.184306,18.2724117,https://www.openstreetmap.org/?mlat=59.184306&mlon=18.2724117#map=18/59.184306/18.2724117,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.184306,18.2724117););out center;"
2030489,Rädån,Ja,61.1818472,14.4886049,https://www.openstreetmap.org/?mlat=61.1818472&mlon=14.4886049#map=18/61.1818472/14.4886049,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,61.1818472,14.4886049););out center;"
2005279,"Tall, Uppland Mörsil",Nej,63.3182328,13.5590438,https://www.openstreetmap.org/?mlat=63.3182328&mlon=13.5590438#map=18/63.3182328/13.5590438,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.3182328,13.5590438););out center;"
2059461,Brännsjöarna,Ja,58.7156252,16.474057,https://www.openstreetmap.org/?mlat=58.7156252&mlon=16.474057#map=18/58.7156252/16.474057,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.7156252,16.474057););out center;"
2061444,Harghults kalkbarrskog,Ja,57.3933748,15.4939765,https://www.openstreetmap.org/?mlat=57.3933748&mlon=15.4939765#map=18/57.3933748/15.4939765,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.3933748,15.4939765););out center;"
2053023,Tomossen,Nej,60.2246213,14.8607644,https://www.openstreetmap.org/?mlat=60.2246213&mlon=14.8607644#map=18/60.2246213/14.8607644,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.2246213,14.8607644););out center;"
2001312,Bråtön,Ja,59.2433646,16.8467701,https://www.openstreetmap.org/?mlat=59.2433646&mlon=16.8467701#map=18/59.2433646/16.8467701,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.2433646,16.8467701););out center;"
2014913,Säva mosse,Ja,60.3832297,17.5173007,https://www.openstreetmap.org/?mlat=60.3832297&mlon=17.5173007#map=18/60.3832297/17.5173007,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3832297,17.5173007););out center;"
2014569,Berga fly,Ja,57.1169091,15.4875425,https://www.openstreetmap.org/?mlat=57.1169091&mlon=15.4875425#map=18/57.1169091/15.4875425,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.1169091,15.4875425););out center;"
2040202,Tolleröd,Nej,58.243375,11.8879354,https://www.openstreetmap.org/?mlat=58.243375&mlon=11.8879354#map=18/58.243375/11.8879354,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.243375,11.8879354););out center;"
2001580,Storsele,Ja,65.1917076,18.9137112,https://www.openstreetmap.org/?mlat=65.1917076&mlon=18.9137112#map=18/65.1917076/18.9137112,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.1917076,18.9137112););out center;"
2012132,Ek,Nej,57.314266,15.5850028,https://www.openstreetmap.org/?mlat=57.314266&mlon=15.5850028#map=18/57.314266/15.5850028,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.314266,15.5850028););out center;"
2010915,Strömsholmsskogen,Ja,57.8469684,14.4669161,https://www.openstreetmap.org/?mlat=57.8469684&mlon=14.4669161#map=18/57.8469684/14.4669161,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.8469684,14.4669161););out center;"
2011986,Ek,Nej,56.7264771,16.3767399,https://www.openstreetmap.org/?mlat=56.7264771&mlon=16.3767399#map=18/56.7264771/16.3767399,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.7264771,16.3767399););out center;"
2024569,Brotorpabäck,Ja,57.0281465,14.3469536,https://www.openstreetmap.org/?mlat=57.0281465&mlon=14.3469536#map=18/57.0281465/14.3469536,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.0281465,14.3469536););out center;"
2044548,Haboljungs fure,Nej,55.6909699,13.0641733,https://www.openstreetmap.org/?mlat=55.6909699&mlon=13.0641733#map=18/55.6909699/13.0641733,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.6909699,13.0641733););out center;"
2025536,Valöns västsida,Nej,58.0904576,11.5641148,https://www.openstreetmap.org/?mlat=58.0904576&mlon=11.5641148#map=18/58.0904576/11.5641148,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0904576,11.5641148););out center;"
2004810,Sammanvuxna tallar Katrineholm,Ja,58.9895451,16.1773223,https://www.openstreetmap.org/?mlat=58.9895451&mlon=16.1773223#map=18/58.9895451/16.1773223,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9895451,16.1773223););out center;"
2040302,Otterberget Hova,Nej,58.9111033,14.2942506,https://www.openstreetmap.org/?mlat=58.9111033&mlon=14.2942506#map=18/58.9111033/14.2942506,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9111033,14.2942506););out center;"
2025853,Del av fastigh Kvarnviken 1:59 (Lelång),Nej,59.0825719,12.2137983,https://www.openstreetmap.org/?mlat=59.0825719&mlon=12.2137983#map=18/59.0825719/12.2137983,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.0825719,12.2137983););out center;"
2043932,Lomtjärnen,Ja,64.0151915,14.063333,https://www.openstreetmap.org/?mlat=64.0151915&mlon=14.063333#map=18/64.0151915/14.063333,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.0151915,14.063333););out center;"
2040431,Rävåsen,Ja,60.3884447,13.5307658,https://www.openstreetmap.org/?mlat=60.3884447&mlon=13.5307658#map=18/60.3884447/13.5307658,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3884447,13.5307658););out center;"
2003410,Furubergsö i Herrestadssjön,Nej,57.2156538,13.9241198,https://www.openstreetmap.org/?mlat=57.2156538&mlon=13.9241198#map=18/57.2156538/13.9241198,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2156538,13.9241198););out center;"
2041177,Båven 28,Ja,59.0349033,16.9331911,https://www.openstreetmap.org/?mlat=59.0349033&mlon=16.9331911#map=18/59.0349033/16.9331911,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.0349033,16.9331911););out center;"
2023889,Nenävuoma,Nej,67.1037452,22.9663996,https://www.openstreetmap.org/?mlat=67.1037452&mlon=22.9663996#map=18/67.1037452/22.9663996,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,67.1037452,22.9663996););out center;"
2002055,Tyskö-Nästö-Prästö,Nej,60.5264393,15.6161243,https://www.openstreetmap.org/?mlat=60.5264393&mlon=15.6161243#map=18/60.5264393/15.6161243,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.5264393,15.6161243););out center;"
2013544,Holmhällar,Ja,56.9320559,18.2949195,https://www.openstreetmap.org/?mlat=56.9320559&mlon=18.2949195#map=18/56.9320559/18.2949195,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.9320559,18.2949195););out center;"
2057701,Sydvästra Sirkön,Nej,56.6064441,14.7193995,https://www.openstreetmap.org/?mlat=56.6064441&mlon=14.7193995#map=18/56.6064441/14.7193995,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.6064441,14.7193995););out center;"
2001597,Kryddgrovan,Ja,64.9804563,19.5667176,https://www.openstreetmap.org/?mlat=64.9804563&mlon=19.5667176#map=18/64.9804563/19.5667176,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.9804563,19.5667176););out center;"
2004446,Skommarrevets Djurskyddsområde,Nej,60.8238691,17.3173243,https://www.openstreetmap.org/?mlat=60.8238691&mlon=17.3173243#map=18/60.8238691/17.3173243,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.8238691,17.3173243););out center;"
2041571,Stora Les branter,Ja,58.9805603,11.9192407,https://www.openstreetmap.org/?mlat=58.9805603&mlon=11.9192407#map=18/58.9805603/11.9192407,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9805603,11.9192407););out center;"
2003071,"Översjön, Getholmen",Nej,59.4543097,17.8442398,https://www.openstreetmap.org/?mlat=59.4543097&mlon=17.8442398#map=18/59.4543097/17.8442398,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.4543097,17.8442398););out center;"
2040237,"Byn, Byn södra",Nej,58.9312743,12.4629444,https://www.openstreetmap.org/?mlat=58.9312743&mlon=12.4629444#map=18/58.9312743/12.4629444,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9312743,12.4629444););out center;"
2003349,Vargsätra 1:1,Nej,59.6391208,18.5812751,https://www.openstreetmap.org/?mlat=59.6391208&mlon=18.5812751#map=18/59.6391208/18.5812751,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.6391208,18.5812751););out center;"
2011233,"En hängek,  Munkebo",Nej,58.3174929,15.6524702,https://www.openstreetmap.org/?mlat=58.3174929&mlon=15.6524702#map=18/58.3174929/15.6524702,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.3174929,15.6524702););out center;"
2000170,Husby,Ja,59.3617272,17.6352486,https://www.openstreetmap.org/?mlat=59.3617272&mlon=17.6352486#map=18/59.3617272/17.6352486,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.3617272,17.6352486););out center;"
2005272,"Almbestånd, Kalberget",Nej,64.3955005,14.4512933,https://www.openstreetmap.org/?mlat=64.3955005&mlon=14.4512933#map=18/64.3955005/14.4512933,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,64.3955005,14.4512933););out center;"
2055742,Väsmestorp,Nej,58.1438749,13.348324,https://www.openstreetmap.org/?mlat=58.1438749&mlon=13.348324#map=18/58.1438749/13.348324,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.1438749,13.348324););out center;"
2010894,Rösjö mosse,Ja,58.258452,13.386197,https://www.openstreetmap.org/?mlat=58.258452&mlon=13.386197#map=18/58.258452/13.386197,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.258452,13.386197););out center;"
2025507,Stora Öjasjön,Nej,58.0651446,14.0792703,https://www.openstreetmap.org/?mlat=58.0651446&mlon=14.0792703#map=18/58.0651446/14.0792703,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0651446,14.0792703););out center;"
2000564,Björkesbacka,Ja,57.4584924,12.8317092,https://www.openstreetmap.org/?mlat=57.4584924&mlon=12.8317092#map=18/57.4584924/12.8317092,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.4584924,12.8317092););out center;"
2002108,Stora Almsjön,Nej,60.8777208,13.223715,https://www.openstreetmap.org/?mlat=60.8777208&mlon=13.223715#map=18/60.8777208/13.223715,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.8777208,13.223715););out center;"
2001749,Fröjerum,Ja,58.2455382,16.213771,https://www.openstreetmap.org/?mlat=58.2455382&mlon=16.213771#map=18/58.2455382/16.213771,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.2455382,16.213771););out center;"
2045297,Venakärret,Ja,59.4479702,14.8297171,https://www.openstreetmap.org/?mlat=59.4479702&mlon=14.8297171#map=18/59.4479702/14.8297171,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.4479702,14.8297171););out center;"
2020525,Ruttjebäcken,Nej,66.0167981,18.6184959,https://www.openstreetmap.org/?mlat=66.0167981&mlon=18.6184959#map=18/66.0167981/18.6184959,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,66.0167981,18.6184959););out center;"
2004734,Klövberget - Falkberget,Ja,59.1961028,17.1587388,https://www.openstreetmap.org/?mlat=59.1961028&mlon=17.1587388#map=18/59.1961028/17.1587388,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.1961028,17.1587388););out center;"
2047844,Fäbods,Ja,60.4305323,16.5193423,https://www.openstreetmap.org/?mlat=60.4305323&mlon=16.5193423#map=18/60.4305323/16.5193423,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4305323,16.5193423););out center;"
2011093,"Två granar, Vindö egendom",Nej,58.0305875,16.662134,https://www.openstreetmap.org/?mlat=58.0305875&mlon=16.662134#map=18/58.0305875/16.662134,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0305875,16.662134););out center;"
2054081,Hökvattsån,Ja,63.8565922,14.8841401,https://www.openstreetmap.org/?mlat=63.8565922&mlon=14.8841401#map=18/63.8565922/14.8841401,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.8565922,14.8841401););out center;"
2027589,Öddö 2:9,Ja,58.9146593,11.1361399,https://www.openstreetmap.org/?mlat=58.9146593&mlon=11.1361399#map=18/58.9146593/11.1361399,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.9146593,11.1361399););out center;"
2003794,Stensnäseken,Nej,56.1724625,14.7060076,https://www.openstreetmap.org/?mlat=56.1724625&mlon=14.7060076#map=18/56.1724625/14.7060076,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1724625,14.7060076););out center;"
2002559,Förebergsåsen,Nej,57.0902304,14.3931778,https://www.openstreetmap.org/?mlat=57.0902304&mlon=14.3931778#map=18/57.0902304/14.3931778,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.0902304,14.3931778););out center;"
2004355,2004132 (W-id) Ett stenblock,Nej,60.3559048,15.1956745,https://www.openstreetmap.org/?mlat=60.3559048&mlon=15.1956745#map=18/60.3559048/15.1956745,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.3559048,15.1956745););out center;"
2033189,Varan,Nej,58.6628497,13.5242528,https://www.openstreetmap.org/?mlat=58.6628497&mlon=13.5242528#map=18/58.6628497/13.5242528,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.6628497,13.5242528););out center;"
2042567,Strönningsvik,Ja,60.4759536,18.0198872,https://www.openstreetmap.org/?mlat=60.4759536&mlon=18.0198872#map=18/60.4759536/18.0198872,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4759536,18.0198872););out center;"
2011272,En ek Lerboga 1:3,Nej,58.3818006,15.8328988,https://www.openstreetmap.org/?mlat=58.3818006&mlon=15.8328988#map=18/58.3818006/15.8328988,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.3818006,15.8328988););out center;"
2002369,Nöttja Urskogs domänreservat,Ja,56.674934,13.6538535,https://www.openstreetmap.org/?mlat=56.674934&mlon=13.6538535#map=18/56.674934/13.6538535,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.674934,13.6538535););out center;"
2001592,Stora Villoträsk,Ja,65.0635665,17.8457142,https://www.openstreetmap.org/?mlat=65.0635665&mlon=17.8457142#map=18/65.0635665/17.8457142,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.0635665,17.8457142););out center;"
2011359,"Gaddarna, Gorrklabben & intilliggande skär",Nej,58.0013486,16.8410492,https://www.openstreetmap.org/?mlat=58.0013486&mlon=16.8410492#map=18/58.0013486/16.8410492,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0013486,16.8410492););out center;"
2200071,Märklämman,Nej,58.2631424,16.6238716,https://www.openstreetmap.org/?mlat=58.2631424&mlon=16.6238716#map=18/58.2631424/16.6238716,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.2631424,16.6238716););out center;"
2004274,2004041 (W-id) En lind,Nej,60.4374589,15.4522955,https://www.openstreetmap.org/?mlat=60.4374589&mlon=15.4522955#map=18/60.4374589/15.4522955,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4374589,15.4522955););out center;"
2024809,Solgens södra övärld,Ja,57.5438742,15.2090155,https://www.openstreetmap.org/?mlat=57.5438742&mlon=15.2090155#map=18/57.5438742/15.2090155,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.5438742,15.2090155););out center;"
2001011,Granberget domänreservat,Nej,65.9415341,18.2355607,https://www.openstreetmap.org/?mlat=65.9415341&mlon=18.2355607#map=18/65.9415341/18.2355607,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,65.9415341,18.2355607););out center;"
2047258,Björknäset,Ja,59.0983666,16.6695273,https://www.openstreetmap.org/?mlat=59.0983666&mlon=16.6695273#map=18/59.0983666/16.6695273,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.0983666,16.6695273););out center;"
2000500,Alneskogen,Ja,63.2634737,18.7684569,https://www.openstreetmap.org/?mlat=63.2634737&mlon=18.7684569#map=18/63.2634737/18.7684569,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.2634737,18.7684569););out center;"
2005273,"Hovstallen, Hackås",Nej,62.9259595,14.5134078,https://www.openstreetmap.org/?mlat=62.9259595&mlon=14.5134078#map=18/62.9259595/14.5134078,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.9259595,14.5134078););out center;"
2059761,Lugnets naturreservat,Nej,60.6321608,15.671141,https://www.openstreetmap.org/?mlat=60.6321608&mlon=15.671141#map=18/60.6321608/15.671141,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.6321608,15.671141););out center;"
2025556,Stora Friskär,Nej,58.0718557,11.6240349,https://www.openstreetmap.org/?mlat=58.0718557&mlon=11.6240349#map=18/58.0718557/11.6240349,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.0718557,11.6240349););out center;"
2049001,Rosstorp,Ja,60.068862,16.3970057,https://www.openstreetmap.org/?mlat=60.068862&mlon=16.3970057#map=18/60.068862/16.3970057,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.068862,16.3970057););out center;"
2001368,Girabäcken,Ja,58.068276,14.5098382,https://www.openstreetmap.org/?mlat=58.068276&mlon=14.5098382#map=18/58.068276/14.5098382,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.068276,14.5098382););out center;"
2014575,Getebuberget,Ja,59.0867425,12.3545511,https://www.openstreetmap.org/?mlat=59.0867425&mlon=12.3545511#map=18/59.0867425/12.3545511,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.0867425,12.3545511););out center;"
2001972,Biskopshagen,Ja,57.2510379,12.0939098,https://www.openstreetmap.org/?mlat=57.2510379&mlon=12.0939098#map=18/57.2510379/12.0939098,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,57.2510379,12.0939098););out center;"
2041206,Båven 57,Ja,59.0076982,17.087095,https://www.openstreetmap.org/?mlat=59.0076982&mlon=17.087095#map=18/59.0076982/17.087095,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,59.0076982,17.087095););out center;"
2013336,Bråtan,Ja,62.8006405,18.2248476,https://www.openstreetmap.org/?mlat=62.8006405&mlon=18.2248476#map=18/62.8006405/18.2248476,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,62.8006405,18.2248476););out center;"
2001814,Backåkra,Ja,55.388419,14.132943,https://www.openstreetmap.org/?mlat=55.388419&mlon=14.132943#map=18/55.388419/14.132943,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.388419,14.132943););out center;"
2045668,Långön,Ja,60.7814362,16.1091843,https://www.openstreetmap.org/?mlat=60.7814362&mlon=16.1091843#map=18/60.7814362/16.1091843,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.7814362,16.1091843););out center;"
2042526,Möllegården,Ja,55.7670377,14.1452662,https://www.openstreetmap.org/?mlat=55.7670377&mlon=14.1452662#map=18/55.7670377/14.1452662,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,55.7670377,14.1452662););out center;"
2060483,Ekenabben och Kvarnnäs,Nej,56.0040285,14.2077415,https://www.openstreetmap.org/?mlat=56.0040285&mlon=14.2077415#map=18/56.0040285/14.2077415,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.0040285,14.2077415););out center;"
2002071,Rommehed,Ja,60.431418,15.5025845,https://www.openstreetmap.org/?mlat=60.431418&mlon=15.5025845#map=18/60.431418/15.5025845,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.431418,15.5025845););out center;"
