id,osm_type,lat,lon,label,island,distance_m,toilets_num,image_url,missing_tags,wikimedia_commons_title,wikimedia_commons_url,access,opening_hours,fee,wheelchair,toilets:number,unisex,drinking_water,changing_table,toilet:paper,indoor,operator,website,source,wikidata,wikimedia_commons,image
4958820945,node,59.20183879999999,18.7122338,SAT Nämdö,Nämdö,291.4,1,,"opening_hours, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, website, source",,,yes,,no,,,,,,,,Skärgårdsstiftelsen,,,,,
5845350686,node,59.464947399999986,18.7555004,SAT Ingmarsö,Ingmarsö,207.4,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
5860551264,node,59.4114647,18.8965516,SAT Möja,Möja,211.3,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
7141411810,node,59.2920815,18.918248999999996,SAT Sandhamn,Sandön,350.0,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
11231068339,node,58.88944440000001,18.1336288,SAT Nåttarö,Nåttarö,307.0,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
12076565048,node,59.4049686,18.5713472,SAT Grinda,Grinda,227.2,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
12862899770,node,58.87758380000001,18.1079424,SAT Nåttarö,Nåttarö,267.8,1,https://upload.wikimedia.org/wikipedia/commons/2/2e/SATN%C3%A5ttar%C3%B6_2025_april_toaletter_%282%29.jpg,"opening_hours, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",Category:Nåttarö_public_toilet_12862899770,https://commons.wikimedia.org/wiki/File:Category:N%C3%A5ttar%C3%B6_public_toilet_12862899770,yes,,no,no,,yes,,yes,,,,,,,Category:Nåttarö_public_toilet_12862899770,https://upload.wikimedia.org/wikipedia/commons/2/2e/SATN%C3%A5ttar%C3%B6_2025_april_toaletter_%282%29.jpg
13081071658,node,58.8796001,18.1077503,SAT Nåttarö,Nåttarö,230.3,1,https://upload.wikimedia.org/wikipedia/commons/f/fd/SATN%C3%A5ttar%C3%B6_2025_april_toaletter.jpg,"opening_hours, fee, toilets:number, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",Category:Nåttarö_toilet_13081071658,https://commons.wikimedia.org/wiki/File:Category:N%C3%A5ttar%C3%B6_toilet_13081071658,yes,,,no,,yes,,,,,,,,,Category:Nåttarö_toilet_13081071658,https://upload.wikimedia.org/wikipedia/commons/f/fd/SATN%C3%A5ttar%C3%B6_2025_april_toaletter.jpg
248207893,way,59.0441489,18.5097849,SAT Fjärdlång,Fjärdlång,342.7,1,,"opening_hours, wheelchair, toilets:number, changing_table, toilet:paper, indoor, website, source",,,yes,,no,,,yes,no,,,,Skärgårdsstiftelsen,,,,,
833889554,way,59.1849827,18.7006724,SAT Nämdö,Nämdö,379.9,1,,"opening_hours, wheelchair, toilets:number, changing_table, toilet:paper, indoor, operator, website, source",,,yes,,no,,,yes,yes,,,,,,,,,
