tags,id,osm_type,toilets_num,distance_m
"{'amenity': 'toilets', 'image': 'https://upload.wikimedia.org/wikipedia/commons/b/bd/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toaletter_t%C3%A4ltplats.jpg', 'toilets:disposal': 'pitlatrine'}",11084999217,node,1,14.825312457397942
{'amenity': 'toilets'},11092271868,node,1,39.679258768302574
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/SAT_Finnhamn_2025_april_pojkarnas_udde.jpg/1024px-SAT_Finnhamn_2025_april_pojkarnas_udde.jpg', 'image:license': 'CC-0', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",12085564579,node,1,54.59687053372567
"{'access': 'public', 'amenity': 'toilets', 'check_date': '2025-04-02', 'description': 'Toalett som finns vid tältplatsen på Rånö', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg/3024px-SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg', 'image:license': 'CC-0', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wikimedia_commons': 'Category:Rånö_camp_site_toilets'}",12723432176,node,1,42.462276799011455
"{'amenity': 'toilets', 'toilets:disposal': 'pitlatrine'}",12748135109,node,1,14.676748741423838
"{'amenity': 'toilets', 'check_date': '2025-05-05', 'description': 'Enkel torrtoalett med träväggar', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/8/84/SAT_Yxlan_2025_maj_5_-_Hamnholmen_toalett_%281%29.jpg', 'image:license': 'CC-0', 'name': 'Hamnholmen toalett', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '1', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Hamnholmen_toalett'}",12815485678,node,1,94.32370686237392
"{'access': 'no', 'amenity': 'toilets', 'check_date': '2025-08-12', 'description': 'Stängd fungerar ej', 'disused': 'yes', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/SAT_Finnhamn_2025_april_sopor_toalett.jpg/1024px-SAT_Finnhamn_2025_april_sopor_toalett.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Lilla_Jolpan_toalett_node_12836949181'}",12836949181,node,1,3.4485112365845887
"{'access': 'public', 'amenity': 'toilets', 'check_date': '2023-04-23', 'description': 'torrdass vid Storsand', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/3/31/SATN%C3%A5ttar%C3%B6_2025_april_toalett_Storsand.jpg', 'image:license': 'CC-0', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wikimedia_commons': 'Category:Nåttarö_public_toilets'}",12849416944,node,1,79.25919898768802
"{'access': 'official', 'amenity': 'toilets', 'check_date': '2025-07-30', 'handicap': 'yes', 'name': 'Toaletter vid Nåttarö Brygga', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:number': '3', 'unisex': 'yes', 'wheelchair': 'yes'}",13037259125,node,3,6.126698538869664
"{'access': 'yes', 'addr': 'eeeeeeeeeeeeeeeeeereeeeeeeee', 'amenity': 'toilets', 'drinking_water': 'yes', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'yes'}",13041364818,node,1,63.176953437615424
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'description': 'toalett vid västra hamnen', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wheelchair': 'no'}",13041911527,node,1,8.875189679008903
"{'access': 'customers', 'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-03', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:position': 'toilets:position=seated', 'unisex': 'yes', 'wheelchair': 'no'}",13045581191,node,2,31.63852642453905
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'yes', 'check_date': '2025-08-03', 'fee': 'no', 'handicap': 'yes', 'note': 'Sköts av Skärgårdsstiftelsen och felanmäls dit. Har ramp för rullstol.', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'operator:wikidata': 'Q10670989', 'portable': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:position': 'toilets:position=seated', 'unisex': 'yes', 'wheelchair': 'yes'}",13045581192,node,1,10.067897200502362
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-06', 'fee': 'no', 'portable': 'no', 'toilets:disposal': 'chemical', 'unisex': 'yes'}",13050416339,node,1,1.8566863901330108
"{'access': 'customers', 'amenity': 'toilets', 'fee': 'no', 'level': '1', 'name': 'Toaletter Finnhamns Krog', 'seasonal': 'summer', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'unisex': 'yes'}",13061745475,node,1,27.143033867585224
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:num_chambers': '3', 'wheelchair': 'no'}",13061781619,node,3,52.48433636977908
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:num_chambers': '2', 'unisex': 'yes', 'wheelchair': 'no'}",13063312449,node,2,23.145495905887646
"{'access': 'customers', 'amenity': 'toilets', 'changing_table': 'no', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'wheelchair': 'no'}",13063317163,node,1,21.601718562497442
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-12', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Finnhamn_20250811_SAT_01.jpg/1536px-Finnhamn_20250811_SAT_01.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'name': 'Södra Paradisviken Toaletter', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'unisex': 'yes', 'wheelchair': 'no'}",13065225866,node,1,55.80252576075828
"{'amenity': 'toilets', 'check_date': '2025-08-13', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Vandrarhem_Bull_August_g%C3%A5rd_20250813_14.jpg/1536px-Vandrarhem_Bull_August_g%C3%A5rd_20250813_14.jpg', 'image:license': 'CC-0', 'level': '0', 'name': 'Toalett BullAugust', 'opening_hours': '24/7', 'operator:wikidata': 'Q135110019', 'toilet:number': '2', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'unisex': 'yes', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Bull-August'}",13067993747,node,1,25.204116309828176
"{'access': 'customers', 'amenity': 'toilets', 'male': 'yes', 'name': 'Toalett Herrar Dansbanan', 'toilets:disposal': 'flush'}",13072501854,node,1,21.23889298652765
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'fee': 'no', 'name': 'Arholma dansbana Toaletter', 'opening_hours': '24/7', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",292553972,way,1,4.479830449374278
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'yes', 'unisex': 'yes'}",322935651,way,1,38.707324204910776
"{'access': 'yes', 'amenity': 'toilets', 'building': 'service', 'changing_table': 'no', 'fee': 'no', 'level': '0', 'opening_hours': '24/7', 'operator': 'Skärgårds stiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '8', 'unisex': 'yes', 'wheelchair': 'no'}",322935663,way,8,11.426538547396696
"{'amenity': 'toilets', 'building': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-11', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'unisex': 'yes', 'wheelchair': 'no'}",506814565,way,1,13.944840209777816
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'level': '0', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no'}",507890625,way,2,83.2087149381446
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'drinking_water': 'no', 'fee': 'no', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:position': 'seated', 'unisex': 'yes'}",703944414,way,1,180.79792643696163
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'level': '0', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:position': 'seated', 'unisex': 'yes'}",833809121,way,1,7.443069200419199
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'opening_hours': 'same as Nåttarö Krog', 'toilets:disposal': 'flush', 'unisex': 'yes', 'wheelchair': 'limited'}",1089639090,way,1,91.65502089294262
"{'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'wheelchair': 'no'}",1089639096,way,1,164.89967918128005
"{'amenity': 'toilets', 'building': 'yes', 'toilets:disposal': 'pitlatrine', 'unisex': 'yes'}",1089664761,way,1,192.25136360455275
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",1145185653,way,1,6.554797589010888
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",1145185654,way,1,6.509655746186574
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",1305192614,way,1,14.288012301038451
"{'amenity': 'toilets', 'building': 'yes'}",1305276862,way,1,25.480804560191604
"{'access': 'customers', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'toilets:disposal': 'flush', 'unisex': 'yes', 'wheelchair': 'no'}",1305279425,way,1,8.499700746957226
"{'access': 'customers', 'amenity': 'toilets', 'building': 'yes', 'unisex': 'yes'}",1305281226,way,1,33.32619923377907
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'check_date': '2025-04-20', 'description': 'Enkel torrtoalett med träväggar', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/4/47/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toalett_reception.jpg', 'image:license': 'CC-0', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '4', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'limited', 'unisex': 'yes', 'water': 'no', 'wikimedia_commons': 'Category:Fjärdlång_public_toilets'}",1416467437,way,4,93.40330552841958
"{'access': 'yes', 'amenity': 'toilets', 'building': 'service', 'changing_table': 'no', 'fee': 'no', 'level': '0', 'opening_hours': '24/7', 'operator': 'Skärgårds stiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '8', 'unisex': 'yes', 'wheelchair': 'no'}",1418915972,way,8,11.39208202223321
"{'access': 'customers', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'male': 'yes', 'toilets:disposal': 'flush'}",1422474180,way,1,19.321226889355955
